	featureCounts on data 80: Counts	featureCounts on data 81: Counts	featureCounts on data 82: Counts	featureCounts on data 77: Counts	featureCounts on data 78: Counts	featureCounts on data 79: Counts
284294	0	0	160.980531793042	0	0	0
400654	0	0	0.725137530599287	0	0	0
1005	0	0	0	0	0	0
28513	1.12443291252417	0	0.725137530599287	0	0	2.2976332580927
100847002	0	0	0	0	0	0
92126	0	0	1.45027506119857	0	0	0
643542	0	0	0	0	0	0
101927430	0	0	0	0	0	0
54495	488.00388403549	454.513043309254	1405.31653430142	893.133167611954	718.084164261103	772.004774719149
79839	37.1062861132976	40.8041634891101	125.448792793677	70.6796031923129	102.981062316515	73.5242642589666
100873758	0	0	0	0	0	0
220164	13.4931949502901	2.26689797161723	29.7306387545708	14.2787077156188	11.1330878180016	41.3573986456687
10666	33.7329873757251	55.539000304622	26.8300886321736	118.513274039636	231.011572223533	9.19053303237082
25914	116.941022902514	153.015613084163	107.320354528694	106.37637248136	101.589426339265	72.3754476299202
9306	504.870377723353	239.157736005617	824.481372291389	809.602727475584	357.650446153301	773.153591348195
101927481	2.24886582504834	5.66724492904306	1.45027506119857	7.85328924359032	1.3916359772502	0
101060542	0	0	0	0	0	0
220158	0	0	0	0	0	0
100505776	0	0	0	0	0	0
102724913	0	0	0	0	0	0
147381	1.12443291252417	1.13344898580861	2.90055012239715	2.85574154312375	86.2814305895124	29.8692323552052
81832	4.49773165009668	0	284.97904952552	5.71148308624751	2.7832719545004	3.44644988713906
100847083	0	0	0	0	0	0
100505797	0	2.26689797161723	16.6781632037836	0	5.5665439090008	0
400655	0	0	0	0	0	0
100505817	0	0	0	0	0	0
201456	25.8619569880559	4.53379594323445	22.4792634485779	22.84593234499	15.3079957497522	75.8218975170593
29090	265.366167355704	303.764328196708	216.090984118587	198.474037247101	297.810099131543	446.889668699031
1528	667.913150039358	320.766062983837	820.855684638393	958.8152231038	1198.19857641242	2085.10218171913
644041	0	0	0	0	0	0
101927606	0	0	0	0	0	0
125704	0	0	13.0524755507872	0.713935385780938	0	8.04171640332447
105372192	0	0	0	0.713935385780938	0	0
55748	2247.74139213582	3316.471732476	2140.60599032909	2663.69292434868	4013.47815838958	4022.00701829128
84735	0	1.13344898580861	0.725137530599287	0	1.3916359772502	11.4881662904635
400657	93.3279317395062	92.9428168363062	96.4432915697052	153.496107942902	126.638873929768	214.828709631668
55628	182.158131828916	215.355307303636	261.774648546343	311.275828200489	257.452655791287	282.608890745403
284273	356.445233270162	309.431573125751	432.181968237175	554.013859366008	656.852181262094	607.72399676552
10194	230.508747067455	230.090144119148	370.545278136236	374.816077534993	407.749341334309	672.057727992116
284274	0	0	0	1.42787077156188	0	1.14881662904635
100505853	0	0	0	0	0	0
105372204	0	0	0	0	1.3916359772502	0
339298	0	0	0	0	0	0
9658	170.913802703674	494.183757812555	643.922127172167	892.419232226173	293.635191199792	814.510989993864
