Geneid	Samtools sort on 309(S)
100528018	0
402	353
102466756	0
29907	0
29901	332
10004	68
113130	231
7542	399
100130348	0
738	1837
7108	546
741	363
2197	4242
740	1371
84447	1236
102465449	0
387778	0
728975	43
823	3679
440044	5
23649	355
10435	151
5977	941
220359	7
283130	129
83786	1176
283131	14637
693197	9
101927789	44
378938	6209
57410	1672
4054	4641
254100	20
10534	221
23625	975
254102	1499
10089	36
4296	1406
399909	1528
100616292	0
6494	809
100616284	1
5970	1208
10524	463
84153	557
91056	727
5017	305
101927828	1
101927853	0
254122	5
1072	8502
80198	478
30008	1744
1521	21
9158	697
11007	1027
8061	21
83638	455
10589	1465
254187	1
9092	949
84285	428
8815	1454
1474	137
117144	15
89792	0
10992	3525
55690	1866
64837	648
81876	5018
254263	26
10897	1002
256472	2
57124	670
9610	212
25855	661
11041	485
102724064	31
100189285	4
3177	293
266743	4
65003	392
246330	231
101928069	24
10072	1295
582	916
254359	312
89	1
8722	1949
55231	33
9973	495
10432	771
100526737	0
5936	1014
83759	325
6712	939
105369445	0
79703	207
9986	214
5091	736
78999	793
100423029	0
254439	0
91683	1326
102465518	0
29984	772
22992	2995
156	2311
338692	793
54961	1301
100130987	61
57804	1010
23529	39
5883	222
5499	1852
374403	109
57571	29
6199	842
5790	72
57175	2181
390212	0
57010	53
80194	607
9049	642
102465450	0
9600	473
10263	617
51475	0
2950	1314
100505621	1
4723	1318
390213	1
254552	18
347853	0
91703	1
222	5877
645332	103
100873760	0
81622	843
221	251
4728	594
102465669	3
100616403	10
10312	969
102465451	0
1119	423
51111	1406
53838	768
4041	2049
55291	2553
51083	1
9633	783
1374	1074
219927	440
3508	267
116512	0
116535	192
101928200	0
219931	253
100422846	0
338694	0
26579	1
101928292	24
595	38767
220064	250
9965	0
2249	0
2248	0
101928443	0
100009613	0
55107	963
8772	614
8500	1767
100313770	0
2017	5030
22941	964
100874198	0
220070	0
100500844	0
399923	0
1717	594
55191	640
102466728	0
440050	0
57830	0
3846	4
387273	2
440051	0
55199	115
285407	20
100131539	0
245911	0
100133315	19
100129216	3
55298	415
10068	136
4926	5695
100128494	17
100422953	0
220074	386
55004	1573
25906	140
2352	2
2348	45
2350	685
3636	2595
401	1
81570	331
101928555	3
5138	165
406931	0
116985	2490
10809	6479
100616410	0
89849	429
9873	954
5029	407
5031	67
9828	2520
84957	228
23201	1682
105379411	0
58473	334
5870	3880
51642	240
51287	739
80227	328
374407	6
7351	3373
7352	12
26005	686
51400	811
283208	160
101928580	0
283209	249
100616215	0
10008	229
387787	40
100287896	75
10714	322
25884	0
100616402	0
254225	498
143570	128
9789	1729
10825	206
341152	0
11309	2982
100507050	22
408	2765
442900	0
6188	16755
6079	1
114599	3
283212	204
81544	118
871	6270
4135	62
80168	10
283214	0
84649	174
7405	463
7481	18
100189072	0
100189224	0
5612	1189
100506127	17
56946	669
2615	662
390226	0
25987	1127
101928837	3
55331	753
192134	0
726	157
4975	0
4647	105
220032	2
5058	1066
646029	0
282679	55
1207	1430
51773	1837
28971	266
92105	411
100532726	0
65987	1
7069	13
4718	593
79053	902
100289388	4
283219	542
57558	559
9846	795
101928865	11
79731	577
101928896	0
26011	636
100126333	0
100847000	0
101928944	0
101928989	0
100422823	0
220382	17
5547	2410
220042	87
27314	369
100379250	0
100506233	76
51585	1305
338699	481
60492	595
1740	41
55863	467
84233	247
58487	1981
220388	28
54843	4028
220047	1
8301	4438
8726	338
102465452	0
51501	353
60494	7
10873	309
11098	11977
8587	1
8322	1600
100506368	6
65084	1043
23682	238
100423040	0
1075	1257
100873989	0
2915	0
100873753	0
7299	0
50507	275
219595	0
390231	0
57093	0
105369176	0
642446	0
399939	0
729384	0
120146	0
642569	0
642612	0
105378955	0
642623	0
10003	13
26973	542
101929222	0
100616186	0
100302228	0
120114	71
4544	0
120103	252
105369447	0
159989	6
56935	243
85459	606
619383	2
684959	11
692063	32
692075	2
677792	4
654320	30
692072	11
677805	30
100302240	10
677822	49
79101	530
28970	531
9440	522
387804	0
341208	2
24145	687
390243	0
10888	0
4361	569
100302275	0
54851	308
643037	0
2526	167
143689	34
154810	979
51503	787
55693	24
390245	0
10929	1298
23052	1114
101929295	7
143686	1907
100129203	5
143684	347
9702	727
8898	903
84441	327
100422991	0
79780	361
8690	330
100874053	0
53942	0
143872	303
83935	108
5241	1485
101054525	8
7225	146
100500823	0
253935	1
57562	641
85016	148
10413	6220
330	254
329	1363
114908	6047
102723838	0
4316	43
9313	0
64066	0
4317	16
4319	3
100288077	10
4312	104
4314	24
4321	8
4322	2227
84259	742
79659	700
100616457	0
80310	374
414301	0
102465752	0
102723895	0
100506742	2
643733	22
837	582
838	16
834	311
114769	129
440068	2
59082	4
2893	0
84437	380
143879	172
60496	1149
101928535	0
2977	357
143884	358
91801	250
55531	68
643923	0
6588	3
54733	443
54734	23
8065	1714
38	1295
4863	503
472	1655
160140	25
143888	1376
23086	425
1662	479
399947	11
85463	166
5962	2092
2230	503
57569	48
341032	1
399948	3
120376	3
100616330	0
5450	3
54766	0
100132078	0
644277	0
407041	0
407042	0
399949	7
143903	288
23235	654
5519	722
79796	466
91893	181
64776	273
1410	308
100528019	0
3316	72
91894	0
85458	851
1737	901
120379	39
55216	855
26521	320
6392	1225
3606	310
56158	2
83875	4
5805	436
349633	1
283140	3
101928823	0
387810	0
101928847	5
4684	223
100288346	1
54970	588
255239	13
1813	2
100422855	0
80975	3
9183	494
644672	1
57646	407
9177	0
3359	0
7704	123
4837	1571
101928940	2
54494	105
10179	542
25996	702
120400	0
54827	0
120406	2
23705	2163
283143	48
84811	325
8882	521
116519	0
337	0
345	0
335	3
104326055	3
23387	1469
5049	2157
51092	836
100652768	55
6876	11125
9159	1285
257160	287
23621	1184
100379571	29
22897	545
57453	15
486	1
100533181	0
53826	276
84000	227
3587	647
100526771	0
56649	41
6330	133
6327	21
120425	178
196264	204
10205	276
916	81
915	15
917	23
9354	1562
100131626	0
10632	1946
4297	2205
101929089	6
143941	17
84866	723
56912	598
372	5066
23187	1384
102466719	0
11181	7
1656	4057
643	2
283149	2438
100616376	0
7379	2
283150	0
338657	111
649946	11
6230	9493
51399	634
100500840	0
2542	557
10525	3899
55823	899
3145	291
3014	846
1798	736
9854	495
25988	261
64137	8
79671	373
79849	1
283152	36
867	1241
4162	3888
102465453	0
105369590	0
79102	718
83552	0
114902	0
9099	39
100499227	2
7070	5096
5818	782
102724301	6
23650	591
220323	449
25833	91
649133	0
219902	262
23365	8251
2900	9
101929227	0
219899	403
7007	42
6309	1167
6653	3950
105369535	3
399959	215
406911	0
414899	0
406882	0
406892	0
100189294	0
84959	161
56253	32
79864	231
390259	0
341056	0
3312	30744
85391	6
85390	3
85389	2
79827	353
57476	143
100616319	0
55800	10
7753	227
390260	0
390261	0
338661	0
338662	0
219875	0
219874	0
219873	0
390264	0
219870	0
219869	0
390265	0
4013	654
26492	0
219865	0
26494	0
283159	0
283160	0
26595	0
390271	0
283162	0
26493	0
219858	0
390275	0
116337	0
84897	830
54414	914
53340	106
4900	49
23584	6
90952	812
101929340	7
79684	197
100507283	8
64221	65
54538	321
220296	0
641654	0
80071	64
219855	528
219854	418
103695364	0
63876	5
9638	163
403312	0
9538	2273
3703	2640
1111	218
56	1
160065	0
399967	0
100169851	0
399968	0
219844	171
83480	169
29118	1
338667	42
50937	478
105369591	0
84881	344
79607	269
6734	3309
55572	395
114609	298
28960	226
399972	35
6484	823
84623	10
101929427	0
100874251	0
100422918	0
283165	0
101929473	0
101929497	2
2113	2210
102466104	0
101929517	0
2313	467
100507392	4
3758	1
3762	441
219833	72
63970	7
9743	1990
8538	200
101929557	0
120224	476
4798	928
56980	359
440072	1
334	26259
6768	2675
29068	2057
11095	13
170689	12549
102466873	0
283171	3
100507431	6
103611081	185
399979	2427
50863	767
101929653	0
101929637	0
100874281	1
4978	8
646522	0
219938	0
283174	133
100616119	0
22997	141
100128239	5
83700	578
23310	876
112936	1175
29087	369
27034	554
112937	3
89944	395
27087	6
283177	0
100288778	1
677784	0
440073	21
574538	0
6539	34
101929384	0
6540	0
102723544	0
5927	1718
84318	120
283358	269
4815	93
100049716	212
65125	9002
5893	181
23085	1375
100292680	7
81029	228
144699	385
100500816	1
79602	2018
93589	89
654429	1
100271702	10
196513	329
775	250
100874369	0
100874234	0
100874370	0
100874235	2
100652846	4
283440	0
2288	6188
55846	434
83714	106
100507424	9
101929469	32
2305	320
83695	520
7289	450
7004	325
10867	1938
56341	1
100129223	0
84766	497
57097	476
103752584	0
894	383
57103	336
8074	0
2251	0
57102	264
10635	172
8798	212
10566	10
4704	927
101929549	2
26290	0
3742	1
3736	0
3741	13
101929584	0
4908	63
57101	65
7450	2698
928	8970
55200	163
7132	2316
6337	1473
4055	1518
678655	335
939	14
55080	381
6843	213
51258	1259
9918	1432
692148	0
2597	46850
25900	352
4839	664
1108	7721
677780	0
57121	286
84519	27
51147	549
171017	823
196500	8
50813	1556
8079	3586
5763	3763
3902	17
920	1249
27239	45
10536	1394
2784	26
83461	105
8078	1773
7167	7410
84727	215
283345	28
171220	51
10233	284
2026	1132
1822	2838
113246	1908
100147744	0
5777	907
406985	0
406933	7
11331	3066
677777	8
10436	484
10162	909
716	5137
715	4375
51279	652
283314	76
83758	44
9746	771
5830	1210
341392	4
283316	142
9332	4453
339	0
9573	7
359787	0
170482	0
360030	0
79923	0
144195	0
6515	610
55810	723
719	843
25977	791
50856	83
642559	1
440077	0
440078	36
55138	68
653113	35
101927905	32
389634	1
93978	1
338339	0
26253	22
57379	0
8076	2653
57494	977
144568	147
1911	477
4074	1714
10219	20
253128	3
144571	22
2	11329
5858	0
3	1
100422872	14
100499405	78
642846	120
101930452	2
101928030	0
728715	14
105369647	0
440081	71
105376678	0
408186	0
3820	11
374443	186
105369728	1
29121	216
160365	26
969	46
51348	9
9976	386
100431172	2
387836	29
100506159	0
160364	50
51266	5
387837	0
102724020	0
283420	1
51267	53
64581	308
4973	420
120939	41
23710	760
3824	42
101928100	2
22914	1
100528032	0
8302	4
3823	2
3822	9
3821	2
10748	47
55110	297
55359	85
8531	1782
105369660	5
101928162	0
50837	0
50836	0
50835	0
50839	0
11272	0
100533464	0
5554	0
50838	0
5555	0
50840	0
259296	0
259295	0
259294	0
259290	0
259292	0
259289	0
259293	0
100129361	1
353164	0
5544	0
5545	0
5542	0
653247	0
338817	4
2120	786
79370	5
100506248	0
103504734	0
4040	1375
54682	741
503693	8
118426	250
80824	3574
1389	2139
2842	16
1027	3979
81575	434
693198	0
51202	1000
387841	3
9052	3355
693199	232
55507	6
50865	1053
100506314	96
93164	210
57613	2080
83445	0
2012	3150
283422	1
2904	1
55729	2136
79887	585
101928290	29
2984	34
105369669	83
121504	47
55766	1378
144608	54
51729	2404
440087	3
420	3
4256	105248
121506	214
397	5620
5149	1
101928340	3
85004	3618
100873980	1
5800	163
2059	840
11171	2832
51071	397
729025	1
4257	2062
55885	0
102724196	3
728622	0
100616279	0
79785	9
5288	25
89869	5
93661	1
54477	865
121536	779
100506393	0
5139	316
53919	9
28234	0
338821	1
10599	0
6579	0
3375	0
79912	302
5965	832
51026	1212
80763	0
2998	0
3945	1402
3764	257
10060	403
55907	1264
6489	94
9847	1544
55500	1907
101928441	1
6660	207
100126320	0
101928471	0
144360	0
586	1537
102724371	6
196415	1
645177	0
4033	122
55259	34
144363	317
3845	1470
160492	4
100422897	0
100506451	121
11228	5318
79365	755
8082	776
3709	5258
55726	516
26127	880
51768	1426
9412	722
728858	0
23012	1303
56938	258
101928646	0
341346	4
8496	2105
387849	21
60488	1663
100287284	1
57542	1235
5744	92
55297	684
55711	198
100506606	1
51290	1049
101055625	0
341350	0
83857	343
10526	1169
65981	296
100287314	18
441631	96
100506660	8
1663	358
144203	0
58516	5
79857	0
160518	211
100874249	2
254013	104
196394	350
440093	21
55196	5978
636	212
121512	388
10059	1381
51067	342
5318	344
341359	0
84920	105
105369729	0
144245	503
144402	196
55605	504
225	11
283461	0
114134	207
120892	238
283463	1
1272	1282
29951	77
283464	1074
10138	292
85437	776
102467003	1
51535	825
144165	259
101927058	0
80070	0
83448	478
51135	676
5756	3643
84216	105
4753	2612
440097	1
83956	0
51054	50
196527	2349
400027	211
196528	1104
9169	3212
105369970	1
81539	15860
54407	9363
100288798	58
55089	11
347902	433
91523	84
100616486	0
100233209	67
100616478	0
79657	757
8909	16
10411	207
55652	553
51564	1866
7421	584
79022	1721
1280	1262
29843	390
5213	1324
102466657	0
140461	748
387856	22
121275	3
341567	0
121274	517
121273	1
23519	0
341568	0
3906	0
54934	550
677815	0
100302221	0
677793	0
677794	2
904	1172
255411	0
112	1556
100616262	1
100506125	2
784	660
9416	2092
27289	50
85478	26
51303	312
377	6633
7480	7
7471	2
23109	4
5571	1287
8085	3180
121268	28
50846	34
55716	446
10376	14015
7846	3700
84790	3032
101927267	2
5630	0
10024	55
338761	2
79962	316
65244	518
100335030	0
23416	6
10445	828
84070	27
25766	193
91010	1290
7009	26520
57701	607
100286844	14
144233	150
23017	20
283332	0
101927292	0
359	0
101927318	1
362	6
363	1
102723963	0
29127	666
41	43
6602	1115
2819	6
84987	619
91012	778
51474	2698
100302220	0
121006	0
113251	2149
57609	1328
466	548
283471	0
25840	595
613227	8
4891	2224
25875	847
81566	852
7024	1100
5463	98
9802	4143
57228	70
51411	258
1990	2
11226	1430
9498	148
6334	53
401720	29
105369971	1
341405	0
94	596
91	1120
160622	160
3164	253
60673	764
26628	2
144501	558
283403	0
283404	2
3855	7497
3892	11
3887	5
3889	2
3891	0
3890	0
3888	0
9119	0
3854	2
286887	0
3853	23
3852	1823
112802	1
121391	0
140807	1
319101	1
100127967	0
3849	1121
3848	14394
374454	443
51350	0
3850	4
3851	0
338785	2
196374	29
3856	40168
3875	16214
1975	17235
283335	107
23371	1580
102466193	0
84926	1376
3489	310
8435	1
51380	442
283337	1006
3695	51
5916	905
84975	738
9700	260
5204	3334
60314	485
8086	505
121340	3
6667	2726
269	1
54458	1937
5094	9417
102157401	0
7786	391
6895	573
8620	28
11016	817
100652999	0
517	3636
57658	1182
102216268	0
100874366	3
3229	3
3228	0
100124700	0
3227	1
100874365	0
3226	33
406973	0
100874364	0
100874363	1
3225	51
3224	68
3223	100
3221	52
3222	23
693200	0
440101	5
100240735	7
100240734	1
400043	98
23583	417
23468	2769
100616400	0
3178	12066
4778	10
22818	2056
442892	0
53831	46
102724050	1
25946	1296
3678	2411
121355	9
3071	745
5153	80
5502	3
644076	0
90070	0
117159	0
118430	44
9840	23
58158	0
441639	0
121364	0
254783	0
283365	0
390321	0
254786	0
390323	0
403282	0
390326	0
341416	0
390327	0
403284	0
341418	0
121129	0
121130	0
196410	22
3679	164
100528022	0
2647	117
5959	5
967	10766
10220	247
84324	612
29095	608
85406	1297
440104	259
4327	255
84305	629
102724112	28
1606	389
6490	60
1017	619
5869	4738
6821	563
64375	246
6231	5462
2065	8698
5036	2460
6171	10610
84872	240
23344	2335
140465	374
4637	12317
6601	2497
100189152	1
10193	901
79035	587
283375	1
283373	1823
93058	98
1431	2803
10330	1254
9924	605
51561	17
6773	1815
319	23
8914	795
4284	9
283377	248
27165	124
5939	950
11176	3695
506	10502
692090	4
26789	0
10728	6607
4666	9578
5557	152
8630	197
121214	47
8608	29
11318	0
9880	328
6866	0
4640	1
23306	658
4665	990
6778	3446
4035	7588
100302201	0
11247	16
6472	1161
56901	566
246329	76
22864	1574
3626	1
83729	0
2735	2
64333	153
4141	1578
102465454	2
1649	252
693201	1
114785	914
10540	1660
3798	27
79837	1549
196403	481
115557	409
101927583	2
65012	57
2583	185
10956	5996
116986	65
100130776	31
6302	1041
1019	1776
102466729	1
92979	385
1594	22
4234	227
25895	270
10102	640
10677	138
10106	6564
407016	1
100506844	26
91419	1
105369972	0
101927653	0
100506869	0
121227	264
9194	182
338811	7
9958	930
102465133	0
23041	1550
283416	10
406891	1
57460	963
552	305
283417	34
10329	357
104169670	5
57522	510
144577	232
115749	3
11260	2684
29110	854
283349	1373
100500856	0
693129	0
2799	5759
23329	192
400046	0
11197	0
23592	841
253827	1740
100507065	0
105369187	0
204010	0
8091	15
100129940	60
102464827	0
84298	519
103625681	18
51643	1775
11213	283
102465249	0
92797	42
23426	118
102724421	0
55832	5119
100507175	8
8445	939
101927901	2
101927922	0
100885789	2
3458	4
55801	0
50616	0
56890	247
100507195	1
5908	2457
100379132	0
100507250	0
57122	914
55508	421
100130075	1
4193	3859
1368	909
11052	1607
100302182	0
4069	4083
8089	257
10818	2203
100500903	0
100500868	0
10576	3127
376132	0
144453	1
101928002	0
117177	714
196446	11
101928062	16
4848	1229
27345	135
5787	1149
5801	21
7103	3
8549	71
105369834	0
196441	1108
83591	106
55266	906
23011	1009
64786	960
729633	0
121278	1
283392	0
29953	9
101928137	0
100507377	0
552889	2281
3747	1
84698	25
256710	5
144321	18
11010	667
11103	783
22822	1411
4673	6341
79738	352
114882	4349
23390	816
1466	182
144455	63
89795	134
6857	26
100302136	0
5074	2361
4659	1627
283310	7
105369868	0
105378254	0
374462	0
4618	0
4617	0
101928420	0
8825	1086
693202	0
693203	0
105369869	7
79611	372
100616133	0
8499	46
102724663	0
101928449	0
29080	358
84190	126
160335	376
55117	0
144448	0
84125	11
8092	0
9182	51
4922	0
25834	0
400058	0
160419	0
91298	439
80184	693
160418	910
4254	1619
728084	0
1848	2439
105369889	25
282809	562
8693	27
100528030	0
102724782	7
490	1361
338758	38
439916	0
196477	0
1833	306
11081	7
4060	33432
1634	22315
256021	7
694	1652
101930023	0
574016	0
574028	1
338809	0
440107	0
8411	1168
643339	2
102724933	0
11163	986
7334	2069
28977	985
144481	14
8835	297
8738	157
101928731	1
10154	1212
51134	261
144486	5
100847031	0
57458	174
102465834	0
105369914	0
574449	0
160313	0
55967	420
7181	473
55785	1410
55591	2047
442903	7
100500802	5
10988	1629
84101	2
100132594	1
59277	1186
6636	718
120935	1
144193	15
3034	90
4048	1995
100189239	0
2004	1505
5128	1242
144535	16
121441	691
196475	8
100302289	0
406926	5
643711	0
100873757	0
100616287	0
100422924	0
121456	16
643770	0
100189207	0
100189171	0
100128191	45
7112	1573
5250	6288
677832	1
121457	604
317	570
56899	140
101928937	0
196472	0
23074	867
55592	210
100302217	0
64431	728
120863	19
55681	1693
246213	0
9971	0
283431	165
121601	2
160728	31
27340	729
400	3640
121599	0
4604	13
56994	1818
50511	33
79158	1915
101929005	51
55332	816
51019	381
79023	307
55010	104
5367	2
3479	233
283432	0
5053	0
429	1
374470	0
101929058	0
101929084	0
55576	5
51559	312
253724	28
7184	17625
100500842	0
728568	199
6996	672
83468	725
29915	477
4801	770
7296	2185
493861	35
50515	649
100500843	0
84102	302
121053	117
160428	747
414300	0
23325	1317
55198	1107
387882	584
101929110	7
9891	1262
10970	2992
255394	240
55703	277
100287944	0
5992	1
100505978	0
55188	376
90488	2149
80298	291
1407	596
121551	40
11137	935
11108	975
101929162	8
121549	1
728739	34
9671	27
1240	669
102723562	0
11153	154
9733	1219
23479	1484
338773	1031
6404	418
100616240	0
23603	1946
54434	1685
693204	0
1610	0
55530	0
84749	511
100131733	7
121642	233
7374	1002
32	323
121643	3
101928138	0
283446	12
83892	2119
89910	1671
326625	316
4598	224
84915	180
84983	22
59341	77
100616454	0
51228	1088
84260	368
9815	1130
88455	819
400073	138
28981	441
488	6198
51434	1169
10094	4277
51184	521
29902	131
51699	1370
144715	12
160760	906
79600	599
84329	184
5501	3263
160762	0
4633	0
100131138	0
23316	0
102465455	0
144717	316
10019	1493
6311	750
8315	556
80724	639
217	2136
102465456	0
51275	200
8550	636
89894	140
8759	84
10961	3396
80018	801
100500889	1
10906	923
283450	2618
102465519	0
6128	13229
5781	4756
100302227	0
22895	0
4938	459
4940	723
4939	757
1840	26
8437	10
387885	12
79039	1323
102466222	0
84934	474
115811	23
53373	1429
102465457	0
80024	490
196463	983
10993	73
113675	332
64211	0
104355219	0
100506465	0
9904	469
6910	68
105369997	0
255480	124
6926	1625
23389	9873
693205	0
100616309	0
100287569	79
643246	19
79794	1247
84900	105
8739	0
26259	696
100506551	2
54997	16
101928244	0
23014	1147
4842	4
283455	63
5985	378
55884	1045
54621	386
5037	7005
51347	746
64426	1959
84530	1
26353	1627
144742	0
160777	2
387890	16
5564	717
11113	306
100302274	6
92558	580
11021	1004
10985	3218
100616179	0
6175	26074
100506649	31
5829	2016
26834	0
23409	13
26835	0
5319	0
4440	8
1337	2495
51499	318
283459	872
8683	1905
8655	1695
100506668	393
84274	424
9921	3175
51367	281
9478	9
9761	13015
84747	1851
100616329	0
35	145
121665	1255
283460	0
6927	22
64897	263
8638	61
5027	180
5025	646
10645	1564
51433	2274
80196	656
84678	799
102465665	0
84876	440
283385	45
144404	457
54509	22
338799	171
23067	1092
3242	1
5715	665
144406	72
605	360
22877	1363
254050	9
386653	0
79369	2
56616	676
101593348	5
65082	525
6249	2552
100507066	0
55596	538
65117	951
9735	556
338442	34
8843	17
27198	607
8562	1946
84660	10
9026	985
79720	702
23457	148
79676	299
51329	2254
57605	111
100422931	0
100507091	0
10198	540
91574	303
8099	2175
55206	1791
100293704	8
102466877	0
387893	767
196383	539
11066	291
353116	217
100500909	0
101927415	19
10959	10850
57696	661
1967	779
2967	812
79867	455
23545	677
196385	0
80212	78
144348	5073
100533183	0
144347	0
105370045	13
9612	4659
102466204	0
949	1167
7316	14129
100847004	0
100189232	0
100189343	0
100009606	0
100189347	0
100189339	1
57647	508
140707	216
102659353	388
65985	1571
114795	17
400084	4
101927464	0
105370059	0
100128554	0
100996671	0
387895	10
100507206	3
440117	0
101927592	0
101927616	0
101927637	0
400087	1
104472718	0
100862680	0
100996679	0
101927694	0
100616298	0
92293	0
100500817	0
121260	601
144423	3
121256	0
283352	0
101927735	0
100190940	0
440119	9
11211	24
9271	0
23504	51
2054	300
5901	5362
283383	51
116437	0
338797	0
100996701	0
6433	576
4326	253
8408	1178
80324	346
57634	1519
677829	1
347918	65
317781	384
79050	279
50614	3
100130238	2
101928416	0
100129528	3
57666	1271
100996573	14
102465975	2
100507055	0
22953	0
5426	835
5827	175
192111	951
23141	1858
2802	3541
55743	521
101928530	7
100289635	469
7574	244
101928597	0
7637	990
7699	403
101060200	66
7556	162
10795	591
647589	0
26080	0
100874164	0
284232	0
100873763	0
100873777	0
100652856	0
105370098	3
105377819	0
348021	0
100873761	0
7278	0
101928697	0
100101938	0
100287114	0
93492	0
54737	1407
55269	825
9205	364
7750	3315
104355137	0
2700	18
2706	866
10804	9
51084	567
100616304	0
8100	463
53342	93
221143	188
64328	981
101930748	0
26524	717
10284	2761
221150	96
78988	1044
103689843	0
101928764	86
650794	298
100652865	12
253832	1744
221154	2107
100873767	0
2254	1
100874182	0
100506622	1
646201	0
6445	20
100873766	0
26278	472
100506680	0
100506697	6
55504	1000
4285	575
542767	2
387911	1
400110	0
221178	1242
100313842	0
100874231	1
338872	2
143	2777
105370295	0
101927375	0
374491	1
479	0
56163	8
55835	148
646405	17
5042	6
219287	0
101928922	0
102723318	0
9107	1099
9818	1484
51761	76
100873778	0
387914	482
6049	1352
1024	320
10810	461
2835	0
219333	1296
100874070	0
100874071	3
102723332	0
6144	4918
26771	5
619499	6
387496	40
2971	2477
219402	767
100873768	0
222484	1228
51082	1392
219409	0
100861550	0
3651	0
432369	1
1045	0
646625	0
2322	36
255967	1280
100288730	1
100873781	0
2321	1156
51371	1850
283537	893
100873762	0
23281	5
100874107	0
6541	1534
5412	2254
100874059	0
100861573	0
440131	0
84056	446
100873769	0
100188949	6
103724387	2
3146	5128
10208	457
100189036	0
241	516
100874158	3
440132	0
100507064	0
84935	139
122046	0
10808	3016
145173	299
122042	0
196549	23
100507099	1
10129	743
646799	0
675	117
90634	261
10443	1602
100462953	0
116828	23
23047	1015
100874167	0
101927403	0
9365	18
90627	1073
100874241	2
5983	391
100874179	1
26960	939
4081	20
9201	240
100526761	0
54937	0
728591	0
100873774	0
23111	974
100507135	2
8900	7
400120	0
4093	52
5994	106
29880	660
11340	287
55578	943
122011	1
103695431	1
400121	0
10631	29359
7223	11
100874188	4
51569	1745
101929121	1
100874147	0
341640	433
100873764	0
161003	0
80209	928
387921	833
10186	541
105370296	2
57511	937
100422940	0
105370172	1
100874127	0
400123	0
646982	1
2308	340
100313896	3
10240	291
10166	388
100616668	24
693206	0
283507	17
1997	2736
100189333	0
11193	303
100422878	0
89890	500
101929140	7
84078	231
9617	152
79612	232
100873765	1
100506759	1
28984	405
23078	815
100847026	0
100507240	3
160851	751
11215	2602
8600	45
144809	0
103689845	0
104355147	0
94240	257
29103	653
100874159	7
55068	114
100874130	0
160857	43
144811	416
121838	1
101929212	7
79024	0
100874377	0
102465876	0
105370297	6
387923	48
400128	63
8848	3365
641467	22
144817	1
100189030	0
26747	215
55425	672
101929259	0
2963	507
100873773	0
386618	6
7178	49413
677814	1
100190939	88
253512	617
100874259	0
83548	1013
220081	0
103752581	0
220082	1
283514	0
23091	1911
100509894	8
1361	2
3936	2124
220416	2
100861554	1
80183	162
100873772	0
101929344	0
23143	676
2098	1635
3356	11
100874082	0
100861549	1
8803	976
101929410	3
55270	584
29079	740
100873965	0
9445	13108
100862704	0
5925	1629
10161	805
1102	396
100129597	0
57105	14
22862	2000
2862	1
81602	210
81617	706
83852	359
51131	689
55213	975
115761	73
84650	523
3839	1155
220429	0
57213	579
8847	54
100500908	1
10206	785
283518	6
406950	0
406948	0
10301	91
145165	19
103689915	0
220107	8
100874074	7
100874255	4
79621	540
2974	1
647166	0
220108	18
647174	3
100847003	0
26512	654
100507398	24
100616423	0
115825	380
79758	182
283521	2
83446	0
540	434
440138	247
9724	1137
341676	90
101929657	0
4752	216
100887750	165
103191607	0
55901	165
51028	1601
26586	833
220115	2
144983	279
10910	671
11061	0
100313778	0
5100	0
10562	0
102723875	0
100861552	0
100507428	0
100302187	0
100846996	0
122183	0
729233	0
729240	0
729246	0
729250	0
27253	463
101926897	0
81624	152
100874195	0
100874196	0
100874169	1
81550	504
101926930	0
100422973	0
64881	4
101926951	0
100874143	0
103752583	0
100874176	0
104355293	0
100874157	0
283491	0
100873780	0
102723968	0
101927016	0
100616302	0
100616205	0
5101	5
100874064	0
100874086	0
100874087	0
100874145	0
338862	0
103689913	0
57626	0
6315	0
100885781	0
1602	490
440145	835
79866	153
22894	1538
10464	428
100873779	0
688	531
100873770	0
100874155	0
11278	449
100874151	0
338864	0
647288	0
9882	942
170622	1135
7347	241
101927155	22
4008	1075
729420	0
104326189	0
115207	4205
690	0
730249	0
1203	644
26224	1797
23077	2163
100874212	0
8796	546
104355296	0
100129307	2
122060	3
100500861	0
100505518	3
1910	276
101927176	0
100874175	0
100874222	0
5457	0
79596	280
100874126	0
64062	1306
100505538	119
100874208	0
54602	1241
103724388	0
102724076	0
101927195	0
101515984	0
101927216	0
10253	161
103724386	0
100861546	0
100873771	0
114798	0
105370288	0
100874128	0
104355140	0
100874137	0
100873775	0
84189	1308
642345	1
100616182	0
26050	0
101930749	0
100874168	0
100874172	0
100874139	0
100874187	0
693207	0
101927224	0
100873776	0
144776	0
101930747	0
100874150	0
407975	58
406952	0
406953	0
406979	0
406982	0
406980	0
407048	0
2262	0
100873970	0
100847092	0
100873969	0
104326053	0
10082	2141
100873973	1
100873972	0
1638	1
100189251	0
23483	254
160897	705
101927248	0
11166	20
105376685	1
100507533	5
101927284	0
100861544	0
10257	209
9071	3
100874194	0
22873	258
5611	2725
55757	713
105370367	4
266722	266
100616137	0
100887754	0
27199	0
10150	1402
103625683	0
5911	1220
3843	3440
10160	2760
140432	0
100422881	0
8428	2568
6564	24
23348	2080
100874096	0
100873782	0
100861541	10
100289373	31
337867	1565
2841	8
1880	121
100131561	3
693208	0
102725509	18
9375	8262
104355149	0
171425	83
100422861	0
100874063	0
