Geneid	Samtools sort on 310(R)
338809	5
440107	12
8411	1285
643339	1
102724933	0
11163	1595
7334	2480
28977	990
144481	8
8835	209
8738	172
101928731	1
10154	916
51134	270
144486	1
100847031	0
57458	466
102465834	0
105369914	3
574449	0
160313	1
55967	566
7181	341
55785	681
55591	2257
442903	3
100500802	9
10988	2007
84101	2
100132594	1
59277	1077
6636	1042
120935	0
144193	6
3034	12
4048	1156
100189239	0
2004	1024
5128	1594
144535	24
121441	605
196475	2
100302289	0
406926	0
643711	0
100873757	0
100616287	0
100422924	0
121456	4
643770	1
100189207	0
100189171	0
100128191	87
7112	3232
5250	6834
677832	1
121457	324
317	558
56899	100
101928937	0
196472	0
23074	1043
55592	258
100302217	0
64431	753
120863	23
55681	2254
246213	0
9971	0
283431	330
121601	2
160728	1
27340	761
400	3015
121599	2
4604	1
56994	833
50511	13
79158	1561
101929005	16
55332	851
51019	349
79023	288
55010	158
5367	3
3479	654
283432	0
5053	74
429	179
374470	4
101929058	0
101929084	1
55576	16
51559	385
253724	22
7184	19376
100500842	0
728568	189
6996	2131
83468	215
29915	467
4801	1686
7296	3625
493861	16
50515	433
100500843	0
84102	382
121053	112
160428	175
414300	0
23325	1809
55198	1237
387882	341
101929110	2
9891	810
10970	2991
255394	283
55703	327
100287944	0
5992	0
100505978	0
55188	288
90488	1292
80298	342
1407	496
121551	133
11137	1093
11108	1227
101929162	10
121549	0
728739	13
9671	3
1240	770
102723562	0
11153	233
9733	1517
23479	1671
338773	850
6404	587
100616240	1
23603	2042
54434	1730
693204	0
1610	0
55530	0
84749	455
100131733	9
121642	190
7374	1370
32	1000
121643	2
101928138	0
283446	5
83892	1954
89910	1509
326625	543
4598	659
84915	406
84983	1
59341	75
100616454	0
51228	1400
84260	432
9815	1010
88455	878
400073	214
28981	284
488	6961
51434	1504
10094	4989
51184	514
29902	95
51699	1822
144715	25
160760	1088
79600	648
84329	80
5501	4353
160762	1
4633	0
100131138	0
23316	14
102465455	0
144717	303
10019	1107
6311	941
8315	758
80724	478
217	1136
102465456	0
51275	290
8550	1513
89894	141
8759	187
10961	3566
80018	1413
100500889	0
10906	1842
283450	2628
102465519	0
6128	10704
5781	7468
100302227	0
22895	1
4938	1761
4940	3240
4939	2984
1840	97
8437	149
387885	13
79039	1641
102466222	0
84934	705
115811	46
53373	2015
102465457	0
80024	361
196463	1156
10993	125
113675	349
64211	0
104355219	0
100506465	0
9904	594
6910	35
105369997	0
255480	43
6926	427
23389	10088
693205	0
100616309	0
100287569	2
643246	20
79794	2501
84900	31
8739	25
26259	537
100506551	0
54997	46
101928244	0
23014	1367
4842	2
283455	115
5985	584
55884	2220
54621	1122
5037	5352
51347	676
64426	2422
84530	0
26353	3603
144742	0
160777	0
387890	9
5564	513
11113	418
100302274	0
92558	1297
11021	1536
10985	3864
100616179	0
6175	19874
100506649	23
5829	3971
26834	1
23409	21
26835	0
5319	0
4440	407
1337	4622
51499	584
283459	1210
8683	1996
8655	2704
100506668	434
84274	468
9921	3130
51367	280
9478	8
9761	7644
84747	901
100616329	0
35	292
121665	1150
283460	0
6927	26
64897	350
8638	448
5027	150
5025	809
10645	1929
51433	2731
80196	1006
84678	694
102465665	0
84876	590
283385	7
144404	586
54509	27
338799	131
23067	1695
3242	3
5715	958
144406	27
605	655
22877	3040
254050	4
386653	0
79369	9
56616	1020
101593348	4
65082	670
6249	3843
100507066	0
55596	874
65117	1873
9735	766
338442	38
8843	14
27198	413
8562	3136
84660	6
9026	2320
79720	902
23457	1000
79676	460
51329	2286
57605	310
100422931	0
100507091	0
10198	795
91574	346
8099	2186
55206	2585
100293704	4
102466877	0
387893	1466
196383	294
11066	499
353116	256
100500909	0
101927415	3
10959	14421
57696	821
1967	839
2967	785
79867	172
23545	480
196385	0
80212	103
144348	8095
100533183	1
144347	0
105370045	0
9612	5822
102466204	1
949	2289
7316	17997
100847004	0
100189232	0
100189343	0
100009606	0
100189347	1
100189339	1
57647	734
140707	528
102659353	897
65985	1202
114795	6
400084	1
101927464	0
105370059	0
100128554	0
100996671	0
387895	4
100507206	0
440117	0
101927592	0
101927616	0
101927637	0
400087	0
104472718	0
100862680	1
100996679	0
101927694	0
100616298	0
92293	102
100500817	0
121260	310
144423	12
121256	0
283352	1
101927735	0
100190940	0
440119	19
11211	3
9271	0
23504	3
2054	347
5901	7158
283383	49
116437	3
338797	1
100996701	0
6433	969
4326	867
8408	3973
80324	613
57634	1580
677829	0
347918	77
317781	634
79050	386
50614	1
100130238	4
101928416	0
100129528	0
57666	1792
100996573	31
102465975	0
100507055	0
22953	5
5426	1410
5827	336
192111	1561
23141	2501
2802	4929
55743	760
101928530	2
100289635	61
7574	222
101928597	0
7637	1009
7699	578
101060200	37
7556	110
10795	134
647589	0
26080	0
100874164	0
284232	0
100873763	0
100873777	0
100652856	0
105370098	0
105377819	0
348021	0
100873761	0
7278	0
101928697	0
100101938	0
100287114	0
93492	1
54737	772
55269	905
9205	282
7750	1979
104355137	0
2700	11
2706	35
10804	2
51084	285
100616304	0
8100	233
53342	159
221143	134
64328	828
101930748	0
26524	347
10284	2745
221150	213
78988	925
103689843	0
101928764	0
650794	28
100652865	12
253832	2024
221154	908
100873767	0
2254	0
100874182	0
100506622	3
646201	0
6445	13
100873766	0
26278	362
100506680	0
100506697	0
55504	90
4285	293
542767	0
387911	1
400110	0
221178	1610
100313842	0
100874231	0
338872	6
143	1808
105370295	0
101927375	0
374491	3
479	3
56163	7
55835	176
646405	2
5042	14
219287	0
101928922	0
102723318	0
9107	665
9818	1532
51761	11
100873778	0
387914	20
6049	1157
1024	425
10810	117
2835	0
219333	1354
100874070	0
100874071	0
102723332	2
6144	2579
26771	6
619499	2
387496	68
2971	1628
219402	471
100873768	0
222484	773
51082	1097
219409	0
100861550	0
3651	0
432369	5
1045	0
646625	1
2322	116
255967	1113
100288730	1
100873781	0
2321	687
51371	1822
283537	470
100873762	0
23281	0
100874107	0
6541	1993
5412	2555
100874059	0
100861573	0
440131	1
84056	524
100873769	0
100188949	14
103724387	0
3146	4966
10208	421
100189036	0
241	132
100874158	0
440132	0
100507064	0
84935	100
122046	0
10808	3519
145173	216
122042	0
196549	5
100507099	3
10129	366
646799	0
675	236
90634	213
10443	852
100462953	1
116828	12
23047	718
100874167	0
101927403	1
9365	52
90627	351
100874241	0
5983	422
100874179	0
26960	252
4081	15
9201	442
100526761	0
54937	0
728591	0
100873774	0
23111	546
100507135	3
8900	9
400120	0
4093	77
5994	103
29880	533
11340	230
55578	695
122011	0
103695431	2
400121	0
10631	13437
7223	13
100874188	11
51569	1379
101929121	0
100874147	0
341640	26
100873764	0
161003	0
80209	1150
387921	688
10186	546
105370296	0
57511	603
100422940	0
105370172	0
100874127	0
400123	0
646982	1
2308	518
100313896	0
10240	200
10166	329
100616668	26
693206	0
283507	7
1997	2214
100189333	0
11193	361
100422878	0
89890	445
101929140	4
84078	264
9617	90
79612	334
100873765	0
100506759	0
28984	324
23078	472
100847026	2
100507240	0
160851	335
11215	1593
8600	5
144809	0
103689845	1
104355147	0
94240	533
29103	496
100874159	7
55068	34
100874130	0
160857	38
144811	243
121838	3
101929212	5
79024	1
100874377	0
102465876	0
105370297	3
387923	8
400128	1
8848	2153
641467	28
144817	0
100189030	0
26747	150
55425	322
101929259	0
2963	390
100873773	0
386618	0
7178	26843
677814	2
100190939	71
253512	499
100874259	1
83548	762
220081	0
103752581	2
220082	2
283514	0
23091	1384
100509894	5
1361	2
3936	3953
220416	1
100861554	0
80183	97
100873772	0
101929344	0
23143	366
2098	814
3356	3
100874082	0
100861549	4
8803	863
101929410	5
55270	436
29079	597
100873965	0
9445	8288
100862704	0
5925	1596
10161	494
1102	254
100129597	0
57105	19
22862	1271
2862	9
81602	180
81617	405
83852	346
51131	493
55213	626
115761	95
84650	343
3839	1104
220429	0
57213	309
8847	47
100500908	0
10206	569
283518	7
406950	0
406948	0
10301	85
145165	43
103689915	0
220107	13
100874074	6
100874255	1
79621	392
2974	4
647166	0
220108	39
647174	13
100847003	0
26512	909
100507398	23
100616423	0
115825	385
79758	105
283521	1
83446	0
540	354
440138	211
9724	923
341676	38
101929657	2
4752	111
100887750	135
103191607	0
55901	133
51028	1205
26586	791
220115	1
144983	162
10910	531
11061	0
100313778	0
5100	0
10562	5
102723875	0
100861552	0
100507428	0
100302187	0
100846996	0
122183	0
729233	0
729240	0
729246	0
729250	0
27253	97
101926897	0
81624	190
100874195	0
100874196	0
100874169	0
81550	341
101926930	0
100422973	0
64881	3
101926951	0
100874143	0
103752583	0
100874176	0
104355293	0
100874157	0
283491	0
100873780	0
102723968	0
101927016	0
100616302	0
100616205	0
5101	10
100874064	0
100874086	0
100874087	0
100874145	0
338862	0
103689913	0
57626	0
6315	0
100885781	0
1602	812
440145	643
79866	200
22894	900
10464	217
100873779	0
688	314
100873770	0
100874155	0
11278	479
100874151	0
338864	0
647288	1
9882	840
170622	581
7347	242
101927155	4
4008	339
729420	0
104326189	0
115207	3056
690	0
730249	0
1203	453
26224	1114
23077	1748
100874212	0
8796	5
104355296	0
100129307	0
122060	43
100500861	0
100505518	2
1910	430
101927176	0
100874175	0
100874222	1
5457	0
79596	247
100874126	0
64062	1080
100505538	39
100874208	0
54602	916
103724388	0
102724076	0
101927195	0
101515984	0
101927216	0
10253	164
103724386	0
100861546	0
100873771	0
114798	0
105370288	0
100874128	0
104355140	0
100874137	0
100873775	0
84189	12
642345	0
100616182	0
26050	2
101930749	0
100874168	0
100874172	0
100874139	0
100874187	0
693207	0
101927224	0
100873776	0
144776	0
101930747	0
100874150	0
407975	21
406952	0
406953	0
406979	0
406982	0
406980	0
407048	0
2262	0
100873970	0
100847092	0
100873969	0
104326053	0
10082	214
100873973	0
100873972	0
1638	3
100189251	0
23483	211
160897	527
101927248	0
11166	3
105376685	0
100507533	1
101927284	0
100861544	0
10257	241
9071	1
100874194	0
22873	115
5611	2471
55757	542
105370367	9
266722	539
100616137	0
100887754	0
27199	0
10150	880
103625683	0
5911	1076
3843	2439
10160	1755
140432	0
100422881	0
8428	2303
6564	2
23348	1584
100874096	0
100873782	0
100861541	9
100289373	7
337867	1104
2841	23
1880	203
100131561	1
693208	0
102725509	21
9375	6423
104355149	0
171425	41
100422861	0
100874063	0
101927465	0
101927437	0
85416	58
7546	167
100861542	0
5095	211
100885777	0
87769	85
84899	655
105370368	2
100885778	0
100874161	0
259232	4
9358	614
2259	13
100616110	0
100616239	0
283480	0
100874081	0
283481	7
7174	789
196541	0
643677	2
93081	170
79070	103
54841	375
100533467	0
2073	45
121952	5
6555	0
104326190	0
282706	0
267012	0
144920	0
728192	0
1948	395
55082	910
283483	0
100874173	0
728215	28
100302286	0
100874375	0
3981	517
84945	550
10673	362
23026	22
100885782	0
104326054	0
101409253	0
8660	661
104355146	0
1282	8989
1284	6067
102465872	0
100874203	1
55647	295
55739	514
79587	627
105376684	7
3621	344
105370362	0
283487	74
55608	1246
104355135	12
101927802	1
8874	1100
100874226	0
101060553	12
121793	7
105370369	0
101928616	0
100505996	0
105378193	0
6656	0
101928698	0
101928730	0
104266956	0
122258	0
10426	354
400165	1
23250	895
105370374	0
100874205	0
105378192	2
23263	1649
100289410	20
2155	249
2159	35
104413892	0
102724474	19
8858	2
55795	525
8451	2194
102465874	0
3916	5603
79774	515
100874068	2
101928841	5
113622	50
55208	297
55002	1642
7027	2163
496	1
6011	0
105377805	0
100130386	0
348013	57
650669	4
2621	1503
100506394	25
643365	0
100861555	13
100507747	9
22821	849
105377808	0
101929355	0
8881	1122
100847035	5
100616227	0
65110	763
283489	495
104355150	0
440153	0
642426	0
641455	0
100508046	0
642477	56
414763	0
503639	24
101101776	2
404785	0
101929572	0
79334	0
441669	0
441670	0
390429	0
390431	0
79544	0
79317	0
81127	0
122740	0
390433	0
122742	0
390436	0
390437	0
390439	0
122748	0
390442	0
91875	203
57820	277
100113391	0
85495	4
10038	346
7011	721
123103	4
55644	350
328	3062
90809	608
4860	838
338879	0
390443	0
122651	0
254028	0
493901	0
7217	0
7207	0
7218	0
7237	0
100189151	0
100189419	0
100189286	0
341799	0
100189424	0
100189405	0
100009601	2
100009602	0
100189263	1
100189001	0
100189088	0
283	52
6038	337
10876	0
64184	0
6039	196
6035	1893
6037	0
643332	0
6036	3
64745	454
101929718	12
29986	3
57447	531
102465428	1
122664	0
440163	0
84659	0
122665	0
55701	549
51222	674
643382	7
390445	0
283624	145
3183	11632
57096	21
11198	3295
57680	2097
692053	3
319103	0
84932	473
9878	1658
56339	645
6297	339
26533	0
28693	9
26534	0
28692	6
26686	0
28691	14
28690	6
28689	8
28688	1
6956	5
28686	0
28685	4
28678	0
28676	5
28674	15
28684	13
28683	16
28671	31
28673	14
28682	4
28670	15
28669	10
28677	10
28672	12
28680	15
28667	2
28666	16
28665	1
28664	14
28663	3
28662	8
28661	8
28660	5
28518	20
28659	5
28658	5
28657	10
28679	0
28655	4
28653	4
28652	3
28656	2
28648	1
28647	0
28646	5
28644	1
28643	8
28642	1
28641	0
28640	3
28517	6
28525	0
28524	0
28523	0
28522	0
28519	0
28521	0
28520	2
28526	180
28516	0
28694	0
28696	0
28697	0
28698	0
28699	0
28701	0
28702	0
28703	0
28705	0
28706	0
28707	0
28708	0
28709	0
28710	0
28711	0
28712	0
28713	0
28714	0
28715	0
28716	0
28717	0
28718	0
28719	0
28720	0
28721	0
28722	0
28723	0
28724	0
28725	0
28726	0
28727	0
28728	0
28729	0
28730	0
28731	0
28732	0
28733	0
28734	0
28735	0
28736	0
28737	0
28738	0
28739	0
28740	0
28741	0
28742	0
28743	0
28744	0
28745	0
28746	1
28747	0
28748	0
28749	0
28750	0
28751	0
28752	1
28753	0
28754	0
28755	663
105370399	0
1603	1791
63874	659
5018	1454
9056	320
122704	560
4323	2822
26020	9109
161253	23
55147	1540
100505758	4
10419	963
101926933	4
100189243	0
54930	471
100616424	0
84962	231
60686	154
5693	3529
122706	0
64403	214
105370705	2
22985	3185
55017	738
1053	1
23428	357
100507650	31
57594	589
90673	124
105378176	16
599	2179
100529063	1
8106	314
51310	77
10278	131
64806	0
116173	0
4624	2
406990	0
4625	1
104564225	0
100126336	0
25983	594
79178	375
85446	69
8906	798
102724814	70
84502	3
10202	1169
55449	341
10901	289
317749	297
728635	42
90668	24
9362	2
4901	37
5106	1600
80344	2514
161247	7
5720	3822
51016	378
5721	2867
102465801	0
55072	1429
10379	2734
9985	130
79711	2255
10548	1810
283629	34
29082	1037
145553	41
100528064	1
4738	574
51292	1261
26277	988
7051	15
5875	682
115817	234
161424	933
27141	10
56413	35
1241	256
196883	200
11035	231
4776	1132
57523	291
23351	3830
643866	137
56948	230
101927045	95
1215	6
1511	10
2999	52
3002	145
29091	3
4857	169
101927062	0
102724890	0
101927081	0
100423019	0
100505967	1
100422830	0
103695363	0
2290	0
387978	0
5587	72
55632	553
23256	823
1690	18
100506071	0
29966	850
693209	0
11154	97
25831	3995
25938	1132
101927124	4
112487	460
2856	0
80224	312
84837	16
394	2029
101954275	0
101954278	0
9472	38
64067	44
112399	76
171546	1499
55837	650
26865	0
26866	0
58533	1631
1073	375
11177	1551
280655	1
6729	1512
283635	1167
101927178	4
55012	327
9692	648
5687	3603
4792	2097
84684	0
253959	1144
84312	261
101101773	0
100886964	0
102723418	0
51562	162
253970	0
7080	0
100506237	0
26257	2
5083	56
89874	41
100616280	0
100129794	16
145282	123
3169	6742
319089	184
6751	4
161198	389
102723503	2
283547	27
10484	880
8487	128
122553	717
5411	2040
117153	1
4253	940
100288846	3
254170	403
644919	0
145581	12
84075	0
122525	109
101927418	4
54813	668
23116	874
55015	691
100113389	0
2287	1163
57697	196
55320	557
100506412	0
140801	0
161357	0
100500919	0
100506433	0
6235	3406
6029	1226
122769	241
6166	1685
4247	852
55172	382
5427	138
122773	52
23588	1346
9147	1113
378706	1738
382	8251
102464828	0
283551	373
100506499	21
196913	5
79609	197
6655	980
79944	378
100616261	0
27109	259
8814	59
11183	1280
51062	99
60485	652
51199	1696
145447	0
5836	465
114088	34
81542	1205
283553	0
100874185	0
122786	779
145438	14
54331	456
102723604	0
51637	1556
22795	613
5729	38
5732	62
57544	469
283554	218
30001	1054
5706	1986
6815	744
64841	1927
10979	670
80821	610
101927620	0
100847076	0
652	33
1033	213
10175	1546
2764	2075
10668	171
23034	232
2643	644
100422984	0
11169	325
122809	1079
93487	1846
3958	3194
9787	396
55030	726
22863	616
387332	0
100129075	13
3895	6393
645683	0
645687	0
57161	69
54916	574
5015	0
100309464	0
10640	2132
55745	1054
122830	1314
55195	0
341880	0
145407	76
55860	1083
100189107	0
5684	2344
379025	763
5926	683
387990	10
26520	449
9786	479
51339	153
102723742	0
23002	1439
64582	53
112849	149
51528	1274
729665	0
6252	197
100847088	0
341883	0
64430	893
51635	648
5494	2792
317761	0
4990	0
105378189	3
104548971	2
6495	72
51804	868
4331	534
57570	509
145389	193
161291	1596
5583	957
101927780	0
400221	4
100750246	0
3091	3727
100750247	1
6617	146
83851	0
646113	1
101954204	0
27133	0
57381	200
122876	0
5529	1239
112840	386
81537	1004
23224	2156
100313830	0
2100	27
441687	7
4522	1747
7597	138
9495	131
22890	1583
102723809	7
3306	71
145376	2
26030	1075
6710	97
102465841	0
100529261	0
91612	1281
2877	120
376267	2474
2342	37
4149	1212
100616490	0
100506321	2
100128233	0
100616176	0
645431	17
2530	1139
693210	0
101927878	0
440184	0
10243	313
161142	2
64398	1093
51382	823
1965	1552
26499	51
100847064	0
161145	581
57475	454
5283	143
384	190
10490	755
51109	1434
145226	3
23503	679
5890	77
100996664	1
677	2717
105370548	6
87	2563
161159	0
8816	1484
55218	907
57452	161
2079	1452
55334	1854
105370551	7
400224	164
56936	1
9766	1397
100289511	9
6430	1599
6554	4
64093	28
6547	5
145241	1
51241	93
100529257	0
105370554	0
55333	1845
8747	1
317760	3
8748	3
10001	450
101928075	3
23508	1242
103695436	9
4293	585
22990	1445
105370706	0
26037	782
319139	0
145474	0
9628	30
102465832	0
8110	49
26094	328
100189359	0
53349	691
58517	1821
5663	1444
89932	339
101928123	3
8650	1293
101928143	3
399671	24
79697	446
641371	308
10965	727
122970	215
641372	6
83544	440
9240	1353
91748	1579
100616158	1
100506476	57
145482	186
57862	734
145483	96
51004	258
957	597
80127	137
4329	655
91750	198
338917	0
5826	385
55237	0
646658	0
10577	1268
100616211	0
122961	273
4053	1944
9870	1137
51077	558
56252	1099
283571	23
1743	998
83694	218
5228	87
8892	415
27030	383
97	53
79696	43
91754	1594
10972	7137
2353	468
731223	2
101928377	26
122953	388
10538	121
102724153	0
55640	103
102465753	0
11161	482
23093	444
7043	516
112752	289
55668	1323
2103	13
22846	704
100506603	38
23357	590
145497	1
64207	1726
105370579	5
283575	1
102724190	4
85457	812
283576	2
57156	294
58157	0
100302236	0
29954	375
2954	298
283578	717
161394	24
122945	15
63894	317
10598	1978
145501	0
9517	2407
8846	184
81892	474
22938	997
283579	1
57143	185
9369	34
1734	214
100628307	0
145508	113
7253	6
2957	1486
677845	0
85439	362
100506700	0
6400	2600
101928559	0
100996280	0
23768	212
101928767	14
283585	0
2581	622
8477	156
101928791	1
283587	8
54207	2
55812	124
11099	217
79882	1097
161436	120
123016	398
1112	1336
400236	44
29018	0
90141	129
55775	314
101927029	1
56659	23
5700	2834
55051	285
801	5735
400238	0
145567	269
101928909	0
9252	216
80017	350
100124539	0
8111	81
440193	1445
55671	1947
79820	0
123036	88
10516	675
9321	1288
4287	287
4707	334
53981	1038
123041	28
105370707	8
79890	262
5641	3538
9950	1172
1113	0
3705	103
319085	0
64112	1
26175	0
84520	0
55148	4
55727	11
57578	2
341947	0
145270	0
283592	0
90050	0
51676	1
100616140	0
256369	0
78990	0
57062	5
122509	0
3429	370
83982	2
57718	0
51156	0
866	0
390502	0
5265	221
256394	42
327657	5
145264	4
5267	5
5104	4030
12	15052
388007	0
145258	48
23405	2211
100422981	0
400242	33
79789	1368
101929080	7
79686	166
161176	180
105370641	1
283596	69
677768	0
51218	727
27004	0
9623	0
8115	15
100507043	0
56967	429
624	311
623	20
55102	901
51527	449
122481	9
730202	18
10914	4504
7443	194
145249	2
101929241	3
100129345	0
388011	9
283598	0
64919	164
84193	1377
8812	772
317762	1335
84439	63
10858	15
2009	460
51466	4206
100616247	0
442909	0
123099	500
7528	1999
102466730	1
123096	1580
442910	0
283600	1
7453	3248
79446	105
57596	38
283601	0
8788	44
100616495	0
55384	128
768222	0
574450	0
442905	0
100126315	0
388015	0
574038	0
574034	0
406914	0
574451	0
406927	0
79104	0
692215	0
442915	0
767561	0
767562	0
767563	1
767564	0
767565	0
767566	0
767567	0
767568	0
767569	0
767577	0
767578	0
767579	0
767580	0
767581	0
767582	2
767583	0
767584	0
767585	0
767588	0
101929369	0
767589	0
767590	0
767591	0
767592	0
767593	0
767594	0
767595	0
767596	0
767597	0
767598	0
767599	0
767600	0
767603	0
767604	0
767605	0
767606	0
767608	0
767609	0
767610	0
767611	0
767612	0
494328	0
693121	0
407023	0
494329	0
100302250	0
442897	0
768212	0
574408	0
574409	0
574452	0
100422837	0
100126335	0
574453	0
442913	0
664615	0
724024	0
574435	0
494325	0
100126297	0
100302157	0
100302209	0
378881	0
494330	0
664616	0
664612	0
100126345	0
664613	0
724025	0
619555	0
494331	0
406924	0
768214	0
574436	0
574410	0
406946	0
574454	0
494326	0
100126308	0
574413	0
574433	0
442914	0
574434	0
724026	0
100507257	2
338002	1
64150	0
100302145	2
1735	14
145200	8
5527	1595
1778	5543
3320	30821
91833	617
5891	181
100189275	0
55778	332
51550	298
9895	434
122416	481
100422954	0
23186	1252
7187	1071
81693	1
9578	3128
91828	155
7127	2189
100131366	1
1983	5256
677811	0
4140	1284
1152	138
115708	282
9529	1108
84334	398
3831	949
7517	218
79038	795
23368	821
145216	2
9556	724
122402	23
647286	0
105370691	0
374569	5
406986	1
100616173	0
105370708	3
26153	166
105378190	0
400258	3
388021	0
100616300	0
64423	2867
122622	63
10572	652
207	6447
100128927	1227
196872	4
283638	1980
122618	81
113146	430
122616	260
55038	316
29933	120
102723354	1
3714	826
102465458	0
256281	364
2972	703
90135	1059
23241	1254
647310	10
100507437	23
9112	923
1397	4141
105378191	36
1396	6109
283643	281
80757	182
3494	189
3497	12
102465871	0
3503	80
102466889	3
3501	615
2003	0
3493	142
3500	11480
3502	2393
3495	0
3507	12
100616374	0
100616135	0
100616276	1
100616422	0
28475	13
28476	0
28477	0
28479	0
28480	0
28481	0
28483	0
28484	0
28506	0
28485	0
28489	0
28493	0
28497	0
28502	0
28507	0
28486	0
28490	0
28494	0
28498	0
28503	0
28508	0
28487	0
28491	0
28495	0
28499	0
28500	0
28504	0
28509	0
28488	0
28492	0
28496	0
28501	0
28505	0
9834	4
28510	0
28385	24
28377	0
8755	0
28474	5
28355	0
28473	2
28401	9
28457	12
28354	0
28353	0
28453	0
28452	34
28450	2
28352	0
28471	0
28449	2
28351	0
28470	0
28448	19
28376	0
28447	0
28350	0
28469	0
28468	485
28446	0
28445	14
28375	0
28444	16
28443	0
28374	0
28349	0
28442	103
28467	3
338004	0
28441	0
28348	0
28455	0
28347	0
28373	0
28383	0
28400	1
28372	0
28440	0
28439	1
28371	0
28438	0
28396	0
28370	0
28435	0
28434	381
28369	0
28395	0
28382	0
28432	0
28431	0
28430	0
28429	0
28346	0
28394	65
28381	0
28368	0
28428	4
28427	0
28426	3
28367	0
28345	0
338005	0
28337	0
28366	0
28466	0
28465	1
28425	0
28344	0
28424	45
28423	2
28364	0
28422	0
28388	0
28343	0
28363	0
28421	0
28420	0
28362	0
28419	0
28393	6
28380	0
28418	0
28464	0
28392	12
28417	0
28361	0
28391	130
28416	0
28360	0
28415	0
28414	20
28413	0
28359	0
28412	0
28463	0
28358	0
28342	0
28341	0
28340	0
28462	0
28461	4
28454	0
28411	0
28410	1
28409	8
28408	4
28357	0
28407	0
28406	0
28339	0
100847062	0
28387	0
28356	0
28405	0
28390	0
28378	0
28338	0
105379210	0
105370719	0
646096	0
105379211	0
283755	206
100996379	0
727832	0
729786	0
606	3
100422949	0
100287399	0
100847060	0
348120	0
646214	6
646243	0
100422844	0
102724631	0
100847005	0
727924	0
105369274	0
102724760	0
102724971	1
100422935	0
100996331	0
440225	0
103504741	0
101927079	0
390538	0
283694	0
390539	0
642131	0
101928039	2
100302233	0
646396	7
390535	0
440243	0
100132101	2
400322	338
283796	0
339005	72
283683	2
105379261	0
123606	1490
81614	1869
23191	2184
114791	128
283767	0
100132979	0
100616223	0
102723534	0
102723623	0
653061	1
283685	0
100616275	0
7681	8
54551	12
4692	218
791115	0
101928840	0
791114	0
23742	0
6638	0
8926	0
347746	15
91380	0
8123	30
347686	0
338427	0
338428	0
100033413	0
100033414	0
100033415	1
100033416	5
100033417	0
100033418	1
100033419	0
100033420	0
100033421	0
100033422	0
100033423	0
100033424	0
100033425	0
100033426	0
100033427	0
100033428	0
100033429	0
100033430	0
727708	1
100033431	2
100033432	1
100033433	2
100033434	0
100033435	2
100033436	0
100033438	0
100033439	0
100033820	1
100033821	0
100873856	0
3653	83
145624	1
338433	0
100033437	0
100033440	0
100033441	0
100033442	0
100033443	0
100033444	0
100033445	0
100033446	0
100033447	0
100033448	0
100033449	0
100033450	0
100033451	0
100033453	0
100033454	0
100033455	0
100033456	0
100033458	0
100033460	0
100033603	0
100033799	0
347745	0
100033800	0
100036563	0
100033801	0
100033802	0
100036564	0
100036565	0
100033803	0
100033804	0
100033805	0
100033806	0
100033807	0
100033808	0
100033809	0
100033810	0
100033811	0
100033812	0
100033813	0
100033814	0
100033815	0
100033816	0
100033817	0
100033818	0
100036566	0
100873857	0
100036567	0
100033822	0
338429	0
7337	2713
57194	469
100616474	0
100128714	0
100189063	0
503519	0
2562	11
2558	0
2567	1
101928869	0
4948	0
8924	410
645202	0
100132565	0
100616228	0
100616382	0
283768	0
100996738	0
440248	8
653720	0
440253	0
100289656	0
646278	5
728310	0
321	4
23359	0
56160	0
7082	27
653073	0
89837	0
653075	0
26082	0
89832	2
101059918	3
101060569	1
728498	3
101927579	1
100288380	1
89839	0
100288637	27
105370748	0
390561	0
22909	24
54893	54
4308	0
406993	0
102725022	0
283710	0
51621	292
105370939	0
161725	1
105370940	0
1139	1
653125	8
89838	0
728047	9
100653133	2
100288615	44
100996255	5
101928042	0
643699	0
9824	45
6447	0
26585	0
100131315	0
342184	331
100652857	0
101928134	0
6263	31
57099	212
1133	2
56851	869
161779	33
79768	379
51234	1112
9990	406
55505	728
256646	1
254531	405
23015	645
100302160	0
440270	295
100422845	0
57369	0
101928174	0
70	20
9716	1086
54989	1935
723972	3
89978	162
100500904	0
100507466	1
100616293	0
84529	122
161635	2
145845	0
4212	175
102466875	0
145942	0
101928227	1
161742	881
283742	1174
10125	347
400359	2
400360	0
7057	2213
161835	18
105370941	9
11245	130
440275	1295
6727	4523
100131089	39
90427	690
701	632
56924	115
644809	18
100131244	14
5330	380
100505573	364
388115	332
644844	6
85455	85
90417	509
3712	2741
22893	1639
113189	450
90416	351
359821	3
27079	193
100189229	0
57082	414
100505648	27
5888	267
55177	1721
2644	89
55192	240
643338	33
84936	1105
54866	40
6692	5881
171177	1040
57617	887
105370943	22
54567	161
79094	52
54617	1200
161829	1
11261	2236
729082	1040
11339	141
51203	832
51103	294
23168	2286
3706	259
4058	13
26015	443
7301	292
23269	1200
693211	0
23005	481
100137047	89
8681	0
100137049	17
51332	273
100423013	0
30844	1394
101928363	2
101928388	3
123745	1
283748	3
255189	261
23339	1433
693212	0
25963	2246
2595	154
825	62
64397	2265
8773	1488
255252	528
55142	555
57519	196
146059	483
146057	449
197131	913
80021	891
23582	879
2038	6
9333	4
116179	0
9836	410
161823	130
146050	1119
27229	223
7158	1193
4130	229
9677	315
1159	119
161497	12
117155	54
