Geneid	Samtools sort on 313(R)
9829	30
54741	760
3953	52
5142	722
101927139	0
84251	6
100422871	0
200132	2
10022	0
79819	12
57708	377
23169	164
400757	0
149233	1
3595	35
26135	3317
1647	309
55970	426
100289178	0
9077	10
79971	161
100302279	0
6121	0
55635	104
101927220	0
57554	1
5301	0
55631	169
9295	964
81573	231
11147	114
1491	15
101927244	0
5733	43
100132618	4
9406	543
406962	4
100852410	1
257194	27
100852409	0
101927295	0
127255	12
100526835	0
8790	173
51086	0
105378804	0
105378803	0
127254	0
101927320	0
1429	251
127253	163
431707	0
204962	0
34	541
1744	3
5876	445
692085	3
26805	2
26804	0
4438	0
127247	0
101927342	0
256435	20
81849	67
102466995	0
10026	278
26289	5
26009	398
23032	405
374986	220
374987	0
91624	105
8880	665
11080	99
54810	12
149047	0
5737	24
10964	224
10561	202
64123	183
101927412	10
23266	328
101927434	0
101927498	0
101927587	0
101927560	2
79739	37
5567	760
148418	8
391051	0
58511	36
80135	386
2787	846
100505741	9
1486	272
103695366	0
439927	0
117178	193
23566	2
255231	202
55283	12
126820	10
100616481	0
84144	33
148423	149
8915	245
646626	0
23576	256
3491	394
54680	228
255631	11
57489	234
102465842	0
9635	288
1179	0
22802	1
9629	0
105378828	4
51100	918
9403	1315
9653	353
339524	47
101927844	0
105378832	0
8543	809
100505768	0
101927891	5
5586	229
2959	232
56267	200
494115	184
2635	583
2633	3058
2634	1991
388646	3
115361	2098
115362	3246
729930	0
163351	13
400759	62
23507	221
84230	328
400761	20
55144	364
105378846	0
492303	4
284695	137
343472	0
84146	274
164045	0
8317	95
7049	107
676	9
253152	33
646817	6
284697	2
23285	11
388649	0
11146	73
79871	96
2672	200
7813	97
6125	4801
388650	140
6083	4
26782	0
22823	229
50999	751
343099	73
100131564	63
1810	617
54874	350
100126520	0
8412	280
100129046	1
100126348	0
100189133	2
30836	331
2730	166
24	2
9411	172
5825	459
2152	95
101928079	7
100616321	0
126969	34
1266	824
105378862	0
729970	4
199857	58
101928098	0
148534	12
100527978	1
101928118	0
25950	45
440594	0
100996635	0
102723661	0
101928241	0
58155	55
1806	718
100873932	0
100873933	0
400765	0
100616452	0
406928	0
729987	0
51375	109
163404	0
100129620	0
9890	31
101928270	0
54873	73
391059	48
178	303
23443	252
64645	513
163786	50
54482	62
127495	7
1629	166
100506007	0
8634	321
693138	0
8556	119
54112	7
100128787	0
7412	927
2135	60
148867	305
51611	122
102606465	17
101928334	0
101928370	3
1901	280
104355286	0
118427	0
94236	0
1301	283
101928436	0
55599	57
280	49
648740	2
279	0
276	0
277	0
278	5
100129138	0
101928476	0
55170	266
22854	3
10451	338
102465839	0
100873946	2
29957	597
148545	0
653149	0
284611	282
113802	155
55119	534
163479	0
6814	285
254268	0
642864	1
29899	69
23155	294
22911	157
6884	105
56900	470
677766	1
127003	1
57535	494
6301	1005
1952	290
84722	83
343263	0
6272	758
5686	969
284612	7
127002	86
284613	210
57463	23
83873	0
2773	815
406974	4
2780	6
271	495
2948	259
2946	60
2944	0
2949	0
2947	489
79574	0
1435	1217
10768	1114
85369	316
257	17
104355139	3
164153	11
388662	1
100873974	0
3749	93
440600	4
64783	168
9122	43
10542	504
101410535	1
84432	0
643160	0
440602	0
3744	0
3737	53
3738	551
963	3293
55791	206
128338	487
10390	255
79961	726
1117	63
149620	0
27159	0
128344	6
441897	0
5016	17
79084	247
515	1079
128346	412
57413	13
140	43
100129269	5
5906	999
55924	39
100506343	0
101928718	0
11218	154
3752	7
100874295	0
100873995	0
643355	3
55917	327
100422976	0
7482	4
54879	99
829	1876
4343	794
389	1631
333926	11
284467	1
100996702	8
6566	183
246182	0
100506392	10
100996251	0
9860	93
643441	0
260425	118
10745	144
54665	264
100287722	2
26191	320
440603	8
10717	199
64858	179
101928846	0
204851	640
56944	355
148281	0
51592	298
10286	314
163259	7
270	11
4893	538
7812	4026
80143	268
6847	0
7252	0
10100	56
4803	4
81839	325
845	0
4808	0
101928995	0
101928977	0
55356	27
126868	0
476	4595
84852	14
101929023	2
965	156
100616384	0
3321	629
100302117	0
388667	0
914	1117
5738	452
9398	134
101929099	3
8458	244
100126331	1
80263	40
79679	1335
104355292	0
10905	546
100996263	0
54855	1760
54834	137
10885	364
200162	0
6913	28
10352	146
104472716	4
101929147	24
51179	0
100874270	0
3284	0
3283	0
128102	0
644242	0
90874	111
26227	566
3158	5
83998	0
343505	0
11085	0
4853	1793
9554	968
105378954	13
728841	67
767846	3
100996724	136
101929796	15
101060684	101
100189005	0
101954277	1
653505	0
728855	138
101954264	0
100189257	0
105369199	1
100996721	0
100126488	0
101929798	1
2210	69
100996318	5
337875	3
653820	14
653464	39
100873165	0
647121	12
101929815	0
100189261	0
101954269	0
26863	0
791227	0
105369140	0
388692	0
100189142	0
100189326	0
199882	1
100189356	0
100132417	66
100996713	3
554282	0
100996712	8
101060524	0
730262	0
101954267	0
100189323	0
284565	107
100189127	0
728945	0
105371215	0
1818	0
645166	13
647135	61
728833	14
101929805	0
102724235	18
103091866	66
645142	0
101954266	0
7214	0
100288142	156
100126510	0
101060254	0
101929780	11
653519	66
5174	0
11126	24
27246	298
10623	258
200035	30
10401	286
102466191	0
148741	17
8515	8
8799	391
114814	9
9939	1050
128077	319
84265	243
284615	25
10628	7599
148738	0
100189384	0
100189064	0
100188991	0
100189198	0
101954276	0
101928979	2
100132406	47
388677	107
170688	0
105371242	0
102724558	1
100288805	0
105373468	4
149013	131
728989	30
100189334	0
101447996	0
644861	0
5565	118
171423	193
2330	27
9557	295
100289211	1
607	386
51205	99
2702	46
2703	0
51463	45
100034743	0
100189140	0
26864	2
100189193	0
200030	116
101927468	0
100189056	1
100189307	0
100189174	0
100188998	0
100847044	0
101954273	0
102466225	0
26860	0
100132057	2
101954272	0
388685	59
644591	0
25832	92
100996763	165
440672	1
9659	1044
400818	107
653513	162
100996761	27
101060226	217
653598	1
57234	97
644634	1
100189228	0
102723955	8
100189059	0
440689	1
2209	860
101927767	2
653604	0
8370	0
105371405	0
126961	0
8337	6
337873	2
723790	6
333932	0
554313	0
8349	59
8338	5
317772	0
51027	116
9900	20
10262	885
10903	56
56957	190
105373477	0
11311	320
51177	2151
81611	695
23632	10
51107	2269
79630	157
148523	25
54460	360
9129	333
23248	493
80222	407
102465529	0
1893	622
100874054	0
54507	387
105371437	6
100422997	0
574406	2
4170	5598
2029	2426
55204	237
84072	7
1520	13141
1513	2196
405	463
9869	462
29956	1566
8416	117
55793	125
58497	283
149428	201
54964	47
56882	1884
10962	41
126626	27
10500	53
100534012	2
79626	322
388695	29
79005	7
29765	6
6944	483
8394	518
5710	1192
57592	517
5298	958
5993	927
8991	447
5692	2039
23126	509
57530	276
7286	223
693139	0
81609	443
11189	0
284485	3
65005	489
51686	30
11022	141
339398	1
6097	46
100191040	21
100132111	10
284486	31
117145	98
6281	1187
441908	0
6282	3739
100131107	0
126637	0
7062	6
126638	0
388697	2
2312	3
339400	5
388698	0
49860	263
254910	0
54544	1
353145	0
84648	0
353144	0
353143	0
353142	0
353141	0
353140	0
26239	0
353139	0
199834	0
100129271	0
448834	0
353137	0
353135	0
353134	0
353133	0
353132	0
353131	0
448835	0
4184	1
3713	5
163778	0
6698	0
6707	0
6699	0
6703	0
6700	0
6701	0
6704	0
6705	0
6702	0
6706	0
101928009	0
149018	0
574414	0
4014	5
114771	1
57115	1
6280	644
6283	2
6279	262
338324	11
645922	0
6278	81
6277	1674
6276	0
6275	904
101928034	0
6274	12
6273	6
140576	1599
57402	1809
6284	187
6271	34
26097	838
23557	393
3608	1442
100189015	0
4881	46
102466879	0
65123	34
11000	12
343052	0
105371448	0
57459	8
9909	930
200186	625
27173	1802
102465441	0
148327	319
10899	1493
5872	1187
6232	3733
91181	1
100847024	0
7170	5966
100126346	0
388701	0
25912	1929
9898	1660
10456	611
89872	0
57198	842
3570	726
126669	77
126668	10
55585	801
100874097	0
1141	1
103	3631
3782	125
10654	350
57326	1448
90780	760
101928120	8
6464	1287
1163	381
100423020	2
80308	401
55891	0
51043	961
127579	2
149095	0
100505666	2
8751	1792
1945	174
1944	164
1942	387
55974	563
54344	235
200185	747
80128	166
4582	1098
693235	0
7059	290
4580	121
2630	3
2629	12
10712	0
10067	0
1196	0
57657	1
5313	0
2224	1322
284618	0
23623	801
55870	406
693140	0
645682	0
645676	20
55154	118
55249	696
7818	946
100129405	34
54856	358
23208	402
6016	435
22889	372
677823	0
677771	0
339403	1
9181	1661
102465442	1
105371729	2
6746	2318
56893	829
28956	679
57111	828
92312	461
4000	2791
64218	1152
9673	426
11243	261
100527963	2
632	1
79957	54
23381	1633
84283	416
112770	851
391104	0
7203	2506
128229	0
57127	2
10485	8
407046	0
4209	931
128239	271
164118	53
128240	945
54865	284
101928177	0
60484	0
63827	14
10763	325
1382	2608
81875	538
51093	264
79590	342
3068	3051
5546	886
9047	264
4914	3
3645	0
375033	69
149499	0
9826	945
768220	0
440695	0
2117	286
360155	0
83416	284
83417	5
115352	94
79368	50
115350	49
922	0
55243	419
646268	1
912	44
909	12
911	65
910	71
913	96
128360	0
391107	0
391109	0
343406	0
391112	0
128366	0
128367	0
128368	0
6708	9
81448	0
391114	0
128371	0
128372	0
81442	0
4332	619
149628	194
3428	1523
9447	176
100189166	0
57863	64
100131825	1
2532	244
2205	2
441911	0
26476	0
127385	0
325	0
1401	0
54935	475
343413	268
56833	2080
284677	7
391123	1
25790	15
100422852	0
8407	6196
57549	577
89886	0
100505633	0
93183	147
3766	357
3765	0
93185	611
477	2
480	44
844	36
729867	3
8682	2503
50717	821
5824	565
4807	1
1314	2330
474338	1
23385	1443
57216	46
114836	404
8832	1538
6504	269
962	1209
57823	4252
4063	185
51744	109
55600	2
101928372	0
142683	0
50848	1474
100131187	345
7391	673
257106	2163
81607	366
126823	21
5202	515
4817	227
9191	382
51506	1083
27005	369
5498	181
8703	1491
9507	467
4720	1122
2207	1698
336	0
84134	218
100847090	0
9970	3
654790	12
4359	15
6391	1023
257177	40
100189373	1
100189407	4
100189402	0
100188997	0
100189412	0
100189394	0
100189366	0
100189091	0
100189260	0
100189235	0
100189009	0
100189252	0
100189385	0
100189141	0
100189290	0
100189316	0
100189230	0
100189259	0
100189188	0
100189134	0
100189364	0
100189160	0
100189017	0
100189039	0
100189120	0
100189139	0
100189274	0
2212	920
100189380	0
3310	69
100189018	1
100189011	0
100189126	0
2214	2938
9103	43
3311	285
100189003	0
2215	14
2213	169
641311	0
84824	71
127943	21
11266	148
102724329	0
22926	610
25903	431
9722	23
100616386	0
693141	0
284680	0
400793	54
117157	32
127933	1254
6675	472
4921	318
51478	88
339512	0
5999	37
8490	410
101928404	0
83540	86
100422212	0
5087	865
100505795	0
4009	0
6258	0
400794	0
440699	0
4259	961
223	1383
440700	0
54499	966
100147773	3
7371	457
100500832	0
149297	28
100126349	0
116123	0
57645	594
117143	141
387597	0
84944	0
10223	13
92235	3
101928484	0
5451	178
919	649
8804	1968
92241	1083
100189211	0
100189019	0
9019	1286
55811	1
25874	691
55827	491
100313835	0
23432	113
261726	477
375035	68
84832	45
9095	52
693142	0
100505918	0
101928565	0
6846	56
6375	26
1805	436
79100	2
101978719	0
101928596	24
481	526
29922	72
8548	162
57821	1
10560	75
2153	29
6403	100
6402	690
6401	148
92342	64
55732	78
57147	163
22920	292
149281	0
100423010	0
100422839	0
284688	0
101928650	3
92344	74
5396	429
80133	0
2328	77
100302178	0
100847009	0
388714	0
2327	395
2326	116
2329	25
7151	0
23215	1302
4653	8
8674	141
51603	641
26052	28
100874284	0
100628315	30
406996	0
100422882	0
406977	0
102724541	6
92346	0
5279	205
51430	433
356	216
8995	9
7292	120
100506023	18
101928673	3
9588	1409
284525	0
730159	0
339416	1
27252	160
91687	91
55157	218
100506046	3
60674	607
26769	0
26802	2
26774	10
26770	7
692198	1
26806	3
692197	2
692196	5
692195	0
619498	7
84614	18
462	0
149041	235
102724601	5
9910	383
9293	0
101928696	0
27101	799
63931	279
63923	108
9674	794
7143	2
101928727	0
101928751	0
64326	437
677679	0
60676	0
460	4
574441	0
57795	1
102724661	0
101928778	0
89866	37
730102	52
100302401	6
9462	270
400797	0
84066	1
105373472	1
400798	3
100616328	0
55103	265
9068	8
9917	601
64222	1373
27	315
6646	778
126859	1
7827	0
163589	39
148753	1
163590	354
26092	743
9857	425
5768	2141
200058	191
89884	6
100527964	23
84320	289
100423032	0
148756	0
9213	341
57710	23
10228	823
3140	589
51278	887
101928973	0
100287948	0
777	58
127665	0
400799	0
2752	9120
127670	0
388719	0
353299	0
6041	170
6004	337
284648	2
85397	0
80896	1195
1660	1444
81626	0
3915	643
3918	15
23057	2
284649	2
9887	928
4688	1564
10092	2916
23179	576
403314	0
23127	19
116461	309
102724846	0
81563	135
80267	447
116496	806
101929069	0
6045	210
81627	205
54823	42
10625	1320
100288079	0
101929093	0
83872	93
10216	4
7175	934
54953	188
10896	0
102724919	0
5132	0
5743	4
103752588	0
5321	64
104169671	0
101929766	0
339479	4
101929120	1
440704	0
64407	82
431704	0
5996	260
6003	10
100616345	16
5997	98
102724954	0
51377	329
6738	161
51022	106
79577	401
100302163	0
8707	4
101929184	0
343450	3
100616363	0
3075	691
10878	0
3078	0
10877	0
3080	0
81494	0
2165	0
259266	195
360023	274
23418	1
163486	207
388722	29
56956	1
140609	512
127124	0
5788	3472
100131234	0
406955	0
406995	0
102800316	0
104266961	0
400800	0
2494	102
554279	1
23528	259
9928	95
83479	249
101929224	2
23271	231
2848	76
55765	387
23046	658
779	0
647219	0
252839	1087
91156	1
5317	1112
7139	11
3898	1725
7135	13
23612	961
1465	3032
376693	23
89796	548
100873949	1
100847050	0
100302158	0
55705	1242
102466724	0
149345	76
25802	75
10440	1031
6051	2352
102465443	0
1999	1239
9283	5
127829	1396
5778	875
148713	0
59352	287
29089	343
4660	218
127833	2
10765	957
100506696	19
641515	0
148709	3
5877	232
59349	402
51094	1440
51706	637
100506747	0
92703	896
8497	18
4656	0
134	136
4608	4
1116	17995
1118	9083
100506775	4
730227	1
7832	2049
2331	542
5549	244
26254	0
493	1227
677843	0
84719	0
54900	353
9877	1071
100381270	27
6635	450
284573	0
9580	354
55224	273
101929441	2
5972	0
3814	4
127845	46
22874	384
127841	0
84919	773
5287	434
100189122	0
100189425	0
4194	313
10446	139
23114	24
6900	0
388730	15
5929	262
25778	197
9911	52
81788	196
55220	8
284576	0
93273	5
101669762	13
105371697	3
442891	0
100189098	0
5129	116
284578	4
148808	6
2005	425
85414	48
64710	2012
8934	559
254428	225
148811	0
284581	20
115019	0
103021296	4
103021295	1
338382	69
1510	0
440712	22
553	0
729533	30
23380	403
9641	625
102466202	0
83593	1192
1939	267
8444	35
9261	1650
3586	61
29949	6
50604	1
11009	8
9214	637
5284	62
83953	0
79098	92
5208	234
55432	76
725	0
722	0
1604	299
1380	34
1378	307
1379	12
4179	1727
407026	3
407025	2
148696	2
947	317
105372883	3
5362	61
642587	21
406988	0
57172	23
3914	98
100422894	0
50486	91
3290	1059
80342	619
148304	35
3664	346
27042	164
255928	0
574036	2
56256	198
105373474	0
55733	104
3756	4
55758	226
7188	316
84791	35
343035	0
7779	276
4751	115
9926	518
102723727	0
25896	246
51514	142
100131205	7
100422947	0
101929541	1
5525	695
692157	0
55248	214
29937	494
101929565	2
467	207
149647	0
55509	45
25936	246
128387	113
149643	1
642946	16
28982	154
79805	198
90806	321
26750	221
100505832	0
100861504	0
5629	11
105372911	0
56950	327
5784	110
1063	431
3776	3
101929612	0
51133	316
7399	0
102723833	0
2104	18
55105	118
128153	3
103752555	0
100885798	0
101929631	0
51018	170
728463	0
7042	12
103611157	0
643723	6
127018	147
102723886	5
55532	0
2058	1046
10380	418
55699	1043
406997	0
406969	0
25782	347
100302234	0
677818	0
6791	6
4139	51
79762	406
54996	81
64757	70
101929730	2
100873924	3
105373280	1
3142	202
400804	0
11221	228
101929771	0
100189378	0
79802	0
9015	60
100506161	4
375056	572
64853	373
148362	372
400823	6
84976	82
7100	95
55061	328
164127	1
388743	3
824	1058
7159	480
105369195	39
441124	4
23219	323
8560	641
101927143	1
101927164	4
4931	194
100313769	0
29097	313
80232	1144
100616468	0
149111	91
127602	27
3930	622
55740	1163
6726	2190
2052	945
9725	1048
10637	2
29920	817
102466270	0
7044	4
163859	288
3020	3863
64746	562
83881	56
286826	70
142	2048
375057	13
3707	935
100506443	1
5664	433
56997	514
105379282	3
8476	150
339500	51
100130093	23
65094	115
116841	426
105373289	2
339501	0
7483	150
100847072	0
101060022	0
89780	0
100506571	0
375	8614
100500810	0
79169	328
128308	237
2987	3264
57165	23
574432	0
200205	198
574407	8
84033	239
101927401	0
81559	645
102465444	0
51127	8
8290	0
92815	126
128312	2
100616308	0
149603	1769
100129094	1
100169751	0
100169753	0
100169754	0
100169755	0
100169756	0
100169757	0
100169758	0
100169759	0
100169760	0
100169761	0
100169762	0
100169763	0
100169764	0
100169765	0
100169766	0
100169767	0
58480	290
574029	0
100169768	0
105373132	0
5867	395
10638	0
126731	240
58	1
55746	512
101927478	0
23456	255
27097	319
9816	173
101927532	0
2590	1714
79605	164
101927553	0
22796	245
183	3
10753	4
84886	808
101927604	0
79573	160
