Geneid	Samtools sort on 313(R)
644919	1
145581	8
84075	0
122525	28
101927418	0
54813	173
23116	133
55015	204
100113389	0
2287	468
57697	66
55320	338
100506412	0
140801	0
161357	0
100500919	0
100506433	0
6235	935
6029	571
122769	119
6166	856
4247	766
55172	212
5427	52
122773	33
23588	460
9147	345
378706	959
382	2801
102464828	0
283551	19
100506499	16
196913	2
79609	92
6655	288
79944	97
100616261	0
27109	107
8814	42
11183	184
51062	39
60485	295
51199	828
145447	0
5836	222
114088	11
81542	661
283553	0
100874185	0
122786	490
145438	15
54331	421
102723604	0
51637	825
22795	200
5729	59
5732	132
57544	144
283554	21
30001	544
5706	635
6815	313
64841	396
10979	115
80821	373
101927620	0
100847076	0
652	60
1033	82
10175	502
2764	631
10668	52
23034	317
2643	545
100422984	0
11169	93
122809	209
93487	726
3958	1913
9787	214
55030	356
22863	241
387332	0
100129075	7
3895	1472
645683	0
645687	0
57161	32
54916	209
5015	1
100309464	0
10640	605
55745	456
122830	266
55195	0
341880	0
145407	25
55860	491
100189107	0
5684	914
379025	280
5926	191
387990	4
26520	136
9786	149
51339	119
102723742	3
23002	268
64582	21
112849	122
51528	361
729665	0
6252	697
100847088	0
341883	0
64430	311
51635	674
5494	609
317761	1
4990	0
105378189	5
104548971	0
6495	443
51804	132
4331	77
57570	150
145389	239
161291	134
5583	789
101927780	7
400221	3
100750246	0
3091	1106
100750247	0
6617	81
83851	0
646113	0
101954204	0
27133	0
57381	59
122876	0
5529	436
112840	116
81537	464
23224	884
100313830	0
2100	15
441687	3
4522	1008
7597	47
9495	138
22890	498
102723809	0
3306	279
145376	4
26030	929
6710	40
102465841	0
100529261	0
91612	295
2877	63
376267	659
2342	6
4149	859
100616490	0
100506321	1
100128233	0
100616176	0
645431	19
2530	440
693210	0
101927878	0
440184	0
10243	101
161142	4
64398	233
51382	609
1965	768
26499	73
100847064	0
161145	417
57475	150
5283	111
384	105
10490	769
51109	929
145226	8
23503	513
5890	45
100996664	5
677	2842
105370548	9
87	2587
161159	0
8816	605
55218	200
57452	44
2079	898
55334	609
105370551	0
400224	19
56936	0
9766	1554
100289511	52
6430	1306
6554	0
64093	11
6547	0
145241	0
51241	66
100529257	0
105370554	0
55333	224
8747	2
317760	0
8748	0
10001	181
101928075	0
23508	240
103695436	0
4293	78
22990	597
105370706	0
26037	368
319139	0
145474	0
9628	0
102465832	0
8110	40
26094	123
100189359	0
53349	286
58517	585
5663	683
89932	355
101928123	18
8650	676
101928143	8
399671	3
79697	223
641371	145
10965	433
122970	75
641372	1
83544	84
9240	492
91748	541
100616158	0
100506476	5
145482	75
57862	343
145483	75
51004	150
957	228
80127	33
4329	112
91750	60
338917	2
5826	261
55237	0
646658	1
10577	2986
100616211	0
122961	221
4053	1179
9870	517
51077	312
56252	500
283571	14
1743	597
83694	7
5228	84
8892	238
27030	156
97	27
79696	7
91754	715
10972	2569
2353	267
731223	0
101928377	12
122953	263
10538	389
102724153	0
55640	298
102465753	0
11161	348
23093	201
7043	489
112752	66
55668	333
2103	15
22846	1099
100506603	28
23357	339
145497	1
64207	1156
105370579	7
283575	2
102724190	1
85457	298
283576	0
57156	138
58157	4
100302236	0
29954	220
2954	184
283578	248
161394	3
122945	2
63894	172
10598	716
145501	4
9517	594
8846	116
81892	146
22938	505
283579	2
57143	66
9369	44
1734	219
100628307	0
145508	107
7253	21
2957	430
677845	0
85439	77
100506700	0
6400	1746
101928559	0
100996280	0
23768	54
101928767	17
283585	0
2581	335
8477	213
101928791	0
283587	0
54207	2
55812	32
11099	53
79882	261
161436	31
123016	99
1112	743
400236	31
29018	0
90141	50
55775	194
101927029	1
56659	34
5700	836
55051	108
801	3365
400238	0
145567	277
101928909	0
9252	105
80017	415
100124539	0
8111	512
440193	991
55671	730
79820	3
123036	37
10516	227
9321	322
4287	129
4707	80
53981	441
123041	24
105370707	9
79890	866
5641	2343
9950	366
1113	0
3705	51
319085	0
64112	1
26175	1
84520	1
55148	3
55727	4
57578	0
341947	0
145270	0
283592	0
90050	0
51676	1
100616140	0
256369	0
78990	0
57062	75
122509	0
3429	97
83982	1
57718	0
51156	0
866	0
390502	0
5265	1383
256394	0
327657	2
145264	0
5267	0
5104	17
12	191
388007	0
145258	15
23405	778
100422981	0
400242	7
79789	301
101929080	0
79686	116
161176	91
105370641	1
283596	39
677768	0
51218	600
27004	1
9623	0
8115	64
100507043	0
56967	128
624	52
623	5
55102	219
51527	232
122481	0
730202	0
10914	1159
7443	143
145249	1
101929241	0
100129345	0
388011	33
283598	0
64919	395
84193	700
8812	558
317762	389
84439	138
10858	0
2009	188
51466	3991
100616247	0
442909	0
123099	507
7528	993
102466730	0
123096	364
442910	0
283600	0
7453	7263
79446	120
57596	24
283601	0
8788	436
100616495	0
55384	72
768222	0
574450	0
442905	0
100126315	0
388015	0
574038	0
574034	0
406914	0
574451	0
406927	0
79104	2
692215	0
442915	0
767561	0
767562	0
767563	0
767564	0
767565	0
767566	0
767567	0
767568	0
767569	0
767577	0
767578	0
767579	0
767580	0
767581	0
767582	0
767583	0
767584	0
767585	0
767588	0
101929369	0
767589	0
767590	0
767591	0
767592	0
767593	0
767594	0
767595	0
767596	0
767597	0
767598	0
767599	0
767600	0
767603	0
767604	0
767605	0
767606	0
767608	0
767609	0
767610	0
767611	0
767612	0
494328	0
693121	0
407023	0
494329	0
100302250	0
442897	0
768212	0
574408	0
574409	0
574452	0
100422837	0
100126335	0
574453	0
442913	0
664615	0
724024	0
574435	0
494325	0
100126297	0
100302157	0
100302209	0
378881	0
494330	0
664616	0
664612	0
100126345	0
664613	0
724025	0
619555	0
494331	0
406924	0
768214	0
574436	0
574410	0
406946	0
574454	0
494326	0
100126308	0
574413	0
574433	0
442914	0
574434	0
724026	0
100507257	0
338002	0
64150	0
100302145	6
1735	14
145200	7
5527	1217
1778	2525
3320	10225
91833	339
5891	79
100189275	0
55778	164
51550	328
9895	333
122416	169
100422954	0
23186	412
7187	993
81693	2
9578	1315
91828	66
7127	4155
100131366	0
1983	1791
677811	0
4140	688
1152	796
115708	343
9529	434
84334	244
3831	1032
7517	232
79038	743
23368	365
145216	0
9556	483
122402	31
647286	0
105370691	0
374569	0
406986	0
100616173	0
105370708	0
26153	59
105378190	0
400258	0
388021	0
100616300	0
64423	1935
122622	21
10572	647
207	3489
100128927	377
196872	7
283638	1340
122618	157
113146	50
122616	102
55038	383
29933	349
102723354	6
3714	453
102465458	0
256281	400
2972	817
90135	619
23241	828
647310	2
100507437	7
9112	1002
1397	4234
105378191	6
1396	620
283643	298
80757	84
3494	1430
3497	0
102465871	0
3503	1123
102466889	0
3501	9745
2003	7
3493	967
3500	83733
3502	14676
3495	9
3507	523
100616374	1
100616135	0
100616276	0
100616422	1
28475	8
28476	1
28477	2
28479	0
28480	0
28481	1
28483	0
28484	0
28506	0
28485	0
28489	0
28493	0
28497	0
28502	0
28507	0
28486	0
28490	0
28494	0
28498	0
28503	0
28508	0
28487	0
28491	0
28495	0
28499	0
28500	0
28504	0
28509	0
28488	0
28492	0
28496	0
28501	1
28505	0
9834	1
28510	0
28385	206
28377	0
8755	0
28474	415
28355	0
28473	60
28401	26
28457	48
28354	0
28353	0
28453	0
28452	294
28450	320
28352	0
28471	0
28449	18
28351	0
28470	0
28448	133
28376	0
28447	0
28350	0
28469	0
28468	301
28446	0
28445	5
28375	0
28444	386
28443	0
28374	0
28349	0
28442	1246
28467	17
338004	0
28441	0
28348	0
28455	47
28347	0
28373	0
28383	0
28400	6
28372	0
28440	0
28439	485
28371	0
28438	0
28396	194
28370	0
28435	0
28434	7873
28369	0
28395	16
28382	0
28432	0
28431	0
28430	0
28429	0
28346	0
28394	117
28381	0
28368	0
28428	0
28427	0
28426	0
28367	0
28345	0
338005	0
28337	0
28366	0
28466	0
28465	15
28425	0
28344	0
28424	161
28423	16
28364	0
28422	0
28388	48
28343	0
28363	0
28421	0
28420	6
28362	0
28419	0
28393	61
28380	0
28418	0
28464	0
28392	28
28417	1
28361	0
28391	33
28416	1
28360	0
28415	0
28414	0
28413	0
28359	0
28412	12
28463	0
28358	0
28342	0
28341	0
28340	0
28462	0
28461	27
28454	1488
28411	3
28410	25
28409	60
28408	374
28357	0
28407	0
28406	0
28339	0
100847062	0
28387	0
28356	0
28405	0
28390	0
28378	0
28338	0
105379210	1
105370719	0
646096	0
105379211	1
283755	235
100996379	0
727832	0
729786	0
606	2
100422949	0
100287399	0
100847060	0
348120	0
646214	2
646243	0
100422844	0
102724631	0
100847005	0
727924	0
105369274	0
102724760	4
102724971	14
100422935	0
100996331	0
440225	0
103504741	0
101927079	0
390538	0
283694	0
390539	0
642131	0
101928039	1
100302233	0
646396	2
390535	0
440243	0
100132101	0
400322	16
283796	0
339005	12
283683	0
105379261	0
123606	264
81614	873
23191	1780
114791	40
283767	0
100132979	0
100616223	0
102723534	2
102723623	0
653061	0
283685	0
100616275	0
7681	0
54551	0
4692	146
791115	0
101928840	0
791114	0
23742	0
6638	0
8926	0
347746	6
91380	0
8123	1
347686	0
338427	0
338428	0
100033413	0
100033414	0
100033415	0
100033416	1
100033417	0
100033418	0
100033419	0
100033420	0
100033421	3
100033422	0
100033423	0
100033424	0
100033425	0
100033426	0
100033427	0
100033428	0
100033429	0
100033430	0
727708	2
100033431	0
100033432	2
100033433	1
100033434	0
100033435	0
100033436	0
100033438	1
100033439	0
100033820	0
100033821	0
100873856	0
3653	35
145624	0
338433	0
100033437	0
100033440	0
100033441	0
100033442	0
100033443	0
100033444	0
100033445	0
100033446	0
100033447	0
100033448	0
100033449	0
100033450	0
100033451	0
100033453	0
100033454	0
100033455	0
100033456	0
100033458	0
100033460	0
100033603	0
100033799	0
347745	0
100033800	0
100036563	0
100033801	0
100033802	0
100036564	0
100036565	0
100033803	0
100033804	0
100033805	0
100033806	0
100033807	0
100033808	0
100033809	0
100033810	0
100033811	0
100033812	0
100033813	0
100033814	0
100033815	0
100033816	0
100033817	0
100033818	0
100036566	0
100873857	4
100036567	0
100033822	0
338429	0
7337	904
57194	225
100616474	0
100128714	0
100189063	0
503519	0
2562	0
2558	0
2567	0
101928869	0
4948	0
8924	99
645202	0
100132565	0
100616228	0
100616382	0
283768	0
100996738	0
440248	1
653720	0
440253	2
100289656	0
646278	9
728310	0
321	25
23359	1
56160	1
7082	14
653073	0
89837	0
653075	0
26082	0
89832	0
101059918	4
101060569	0
728498	1
101927579	1
100288380	0
89839	0
100288637	12
105370748	0
390561	0
22909	18
54893	44
4308	0
406993	0
102725022	0
283710	0
51621	182
105370939	0
161725	7
105370940	0
1139	0
653125	3
89838	2
728047	4
100653133	0
100288615	12
100996255	2
101928042	0
643699	2
9824	13
6447	1
26585	14
100131315	0
342184	34
100652857	0
101928134	0
6263	9
57099	165
1133	5
56851	542
161779	12
79768	202
51234	784
9990	384
55505	683
256646	0
254531	340
23015	169
100302160	0
440270	191
100422845	0
57369	0
101928174	0
70	0
9716	341
54989	298
723972	3
89978	61
100500904	0
100507466	1
100616293	0
84529	36
161635	1
145845	0
4212	29
102466875	0
145942	2
101928227	4
161742	647
283742	399
10125	404
400359	5
400360	1
7057	1852
161835	9
105370941	4
11245	120
440275	506
6727	3089
100131089	44
90427	875
701	332
56924	254
644809	4
100131244	4
5330	959
100505573	308
388115	225
644844	1
85455	13
90417	286
3712	1411
22893	868
113189	336
90416	310
359821	0
27079	160
100189229	0
57082	77
100505648	13
5888	145
55177	700
2644	314
55192	191
643338	24
84936	319
54866	0
6692	2025
171177	316
57617	757
105370943	21
54567	133
79094	67
54617	435
161829	0
11261	958
729082	252
11339	56
51203	530
51103	213
23168	821
3706	21
4058	31
26015	438
7301	65
23269	327
693211	0
23005	345
100137047	53
8681	0
100137049	3
51332	51
100423013	0
30844	1141
101928363	1
101928388	0
123745	0
283748	0
255189	79
23339	924
693212	0
25963	917
2595	117
825	52
64397	845
8773	1159
255252	175
55142	229
57519	100
146059	313
146057	128
197131	337
80021	511
23582	653
2038	0
9333	1
116179	0
9836	132
161823	62
146050	232
27229	81
7158	373
4130	71
9677	137
1159	72
161497	1
117155	18
548596	49
440278	7
2923	5177
80237	220
10169	5254
100529067	0
100302254	0
619189	9
25764	0
4236	465
79968	172
84978	4
728758	0
113201	1002
51496	318
645212	62
8669	784
80208	747
197135	63
567	16569
100419583	2
140691	4
145645	0
6652	398
50506	0
405753	0
90527	0
53905	9
90525	36
100188986	0
100188988	0
100189065	0
105369153	0
101928414	1
9153	0
2628	188
79029	204
84419	514
100126311	0
105376714	3
7782	63
283651	15
26258	675
58472	1651
80031	8
101928442	0
283652	0
50804	166
399697	2
6557	26
1854	929
2200	605
22995	53
399694	2
23741	1273
9728	480
9318	527
2585	134
100306975	0
100616332	0
196951	61
2252	128
56986	117
79895	47
11001	206
3067	28
2553	224
55056	67
100129387	33
100616396	2
9101	453
373509	1
54822	467
84888	649
23431	129
100132724	0
388121	28
105370815	1
1588	1
100616369	0
102465855	0
102466250	0
342035	7
23312	582
29106	7
256586	289
29767	100
29766	783
100422556	1
123169	329
5597	455
10017	4
10681	220
100129973	7
55930	168
100302202	0
4644	552
10776	1568
56204	373
3175	1
256764	1
105370828	0
440279	1
51187	689
5873	505
9488	128
9236	192
100533483	0
693213	0
145788	14
161582	8
26108	11
283659	2
4734	137
64864	202
374618	41
55329	37
54816	147
145783	41
6938	504
283663	34
101928611	0
84952	308
145781	1
100820829	2
81488	34
8854	14
366	192
101928635	2
3990	11
101928694	0
101928668	0
102	931
664618	1
54629	202
79811	761
54778	361
9133	209
4643	657
100313886	0
92483	1
145773	35
9245	13
2958	557
663	602
27023	2
302	6375
79664	327
101928784	6
6095	170
100996876	0
101928850	0
100506530	0
54832	712
145741	12
388125	30
105370849	0
102465869	0
102464834	0
83660	334
197003	0
406965	0
7168	979
114294	684
51065	504
51762	557
83464	225
771	2055
102723344	23
9960	414
100130855	5
283807	12
8925	860
494334	0
23604	156
101928988	0
84191	696
6642	1259
79856	60
5479	1834
53944	268
9768	376
9325	243
23060	705
4947	1353
348093	13
100302184	0
80119	108
80301	2408
348094	35
51324	1250
123263	108
123264	3
51285	125
390594	3
390595	2
10081	329
10845	379
8483	918
54956	184
26831	0
26832	0
9543	37
57722	56
54878	362
51495	1151
100873754	0
81556	419
9187	154
10260	265
100616379	0
100189317	0
8766	1861
84465	0
100422905	0
115752	305
54962	43
692149	0
5604	859
10302	90
100616149	0
6124	12333
595100	0
595099	1
595097	4
595098	0
55055	176
197021	1
102723165	0
4091	106
102723481	0
4088	368
79719	581
64799	3
100506686	60
145853	85
5607	228
390598	4
101929076	0
26827	0
8554	492
91860	102
54982	789
10116	675
22801	151
10391	10
8125	1594
100422971	0
80035	0
79400	7
246777	2
283673	27
26035	281
54852	49
9493	231
6176	14054
145837	11
104472713	10
414926	0
7090	1919
693214	0
104548972	0
104548973	0
55075	260
55323	55
54839	9
56906	11
196993	0
79875	40
101929196	0
101929173	0
10002	4
4649	233
123228	25
196996	56
5315	12331
56965	423
60677	20
3073	1419
80072	31
338949	0
25820	720
693215	0
55889	2
646670	0
123346	0
585	132
83440	622
100287559	13
4756	174
10021	0
283677	0
27020	860
101241892	4
80381	913
388135	51
101929221	0
161514	0
100287616	28
4016	1004
9399	123
5371	1323
342096	0
732265	0
283731	0
57611	17
3671	1009
64220	296
80125	0
1583	21
729739	0
8482	384
102465530	0
84993	440
440288	28
10620	243
1198	355
102723750	5
80153	316
1543	0
1544	0
1445	2734
100616183	0
79748	1
594855	0
25989	507
102465531	0
10066	1471
4351	186
57184	370
9377	890
54913	262
192683	258
60490	152
56905	746
105376731	0
653641	0
653643	0
54939	454
79661	48
693216	0
4123	676
25942	621
5780	574
10073	297
55272	759
257364	271
1464	73
161753	2
100128285	4
100423035	0
92912	389
26263	132
692224	0
145957	4
123591	33
101929439	0
2108	806
7302	0
64843	23
49855	80
100500855	0
5955	406
9051	502
10099	1396
79834	334
81698	0
10363	260
84894	48
253044	0
101929478	0
645752	0
440292	0
91450	4
23102	1489
646892	1
10518	26
105370945	0
3419	410
23205	4
55466	380
80349	426
1381	22
3658	493
123688	14
5685	1230
1138	20
1136	0
1143	1
646938	0
11173	149
100189013	0
10933	2062
1512	5403
5923	190
729911	0
406960	0
390616	0
23423	930
23251	24
100189155	0
10588	35
100528021	0
400410	6
283687	27
597	312
54469	553
2184	306
100996492	1
283688	0
9915	109
101929586	0
100847042	0
58489	101
57214	47
693132	0
23184	574
100616181	0
59274	939
161502	2
3603	1152
80765	105
101929655	6
342125	2
84206	58
101929690	0
79631	204
283726	1
390660	1
647042	0
100134869	0
440295	0
102724034	0
80154	1
642402	0
6218	26
64506	0
283692	0
8120	9
338963	0
283693	2
100505616	4
123722	1
677778	0
123720	156
9455	186
83640	98
123207	85
53339	708
100616404	0
53346	273
50810	148
105370929	0
646	5
6457	0
57188	38
648809	0
440299	0
100505679	2
440300	0
388152	4
643707	0
103171574	1
102724135	0
374650	2
388165	4
100506874	2
54993	102
54581	91
84942	195
4828	62
23478	947
9640	674
57538	20
9154	0
5151	214
642423	2
101929479	16
100133220	0
102465803	0
11214	1591
101929679	0
64410	118
100302121	0
100847084	0
123624	0
101929701	0
727915	0
102724452	0
145978	12
4916	10
283738	0
26589	117
64963	321
55070	40
101929743	1
64782	261
100302235	0
407044	0
100616238	0
3669	839
176	10
145864	998
4240	973
105376732	0
11057	2105
6017	0
55215	305
5428	807
102466983	0
100189264	0
407051	0
254559	32
105371031	0
51458	3
283761	0
90381	52
374654	63
5346	16
8800	71
56964	0
55897	12
145873	0
290	822
10239	2
100526783	0
100847059	0
100846993	0
348110	214
374655	587
100422841	0
3418	3987
10509	756
10519	1128
390637	28
440307	4
51335	853
23766	0
342132	2
8826	2401
64784	525
101926895	0
101929765	0
641	89
5045	1865
2242	529
4122	524
55898	903
374659	115
91433	95
9055	348
100507118	0
26276	155
101926911	0
9899	14
105370971	0
101926928	0
28232	331
8128	1
104613533	0
145858	0
100144604	4
400451	407
728619	0
100507217	317
1106	785
100422995	0
56963	102
105370980	0
101927153	0
101927129	0
101927112	0
55784	81
440311	11
400456	7
145820	4
644192	6
7026	509
100302258	1
100652749	0
145946	0
101927286	0
101927310	0
91948	0
91947	443
101927332	0
283777	0
104472848	0
3480	171
100616432	0
145814	0
104564224	1
23336	97
64927	85
123355	72
7190	9
4205	442
145748	45
196968	5
170691	51
388182	4
102723320	0
204219	4
441733	51
102723335	3
55180	89
140460	159
105369201	0
220	314
101927751	2
79705	665
105371026	0
22856	536
55829	907
6627	320
5046	13
100507472	0
102723394	0
80213	372
123283	106
100128108	23
105376734	0
101927628	0
390648	0
390649	0
390651	0
26682	0
100124412	0
100422834	0
374666	89
102465910	1
100288486	0
100287029	2
103504738	8
100132169	3
51728	281
79622	425
64285	369
4350	889
105376746	4
8131	607
3050	0
3042	0
3040	31
3039	1
3049	0
55692	323
83986	1257
8786	17
398	4
64714	2
8312	839
10573	571
58986	1320
100134368	25
4833	2286
26063	0
9727	120
64493	0
6650	1327
100847028	0
100423037	0
146325	0
283948	28
9091	1037
57799	481
117166	7
84326	482
64717	0
84331	518
197335	337
89941	1246
9028	11
105371184	3
10273	1082
339123	396
84219	362
146330	73
79006	138
65990	640
124093	46
84264	265
64428	443
10232	26
724032	0
113000	551
63922	437
51764	0
388199	3
64788	291
101929387	1
30812	12
146336	0
6755	0
390664	0
8912	49
25823	9
64499	160
7177	192
23430	0
7329	1493
8938	49
115939	773
84572	703
64718	440
283951	161
105371045	0
645811	34
1186	2300
390667	0
9894	848
9742	277
79652	335
57585	380
90861	1499
23162	601
100423012	0
4832	934
65993	1323
197342	59
90864	782
10101	1033
3483	12
3029	442
81889	281
254528	0
64735	0
64711	0
51734	543
6123	0
4716	658
6187	20270
574042	6
26784	11
735301	28
677844	2
146310	0
10607	565
124056	19
2671	376
9143	100
90850	797
283869	27
9351	791
4913	100
7249	1083
5310	1148
100188847	0
102465429	0
100616258	0
100500916	0
25837	106
100507303	81
26788	1
84231	1465
57524	18
64223	729
283870	50
283871	513
1877	550
1775	28
1632	547
10921	1855
100500812	2
100126328	4
100616241	0
21	285
650655	3
899	395
102465459	0
80178	97
102465460	0
729652	0
4917	1
57465	224
527	6326
51005	543
752014	113
100422974	0
5170	697
652276	15
645644	20
100507321	63
54442	801
83886	14
100128788	0
23524	4171
6923	1463
260429	1
360226	0
10942	31
124220	106
124221	2
64063	171
114984	342
84256	578
79412	63
124222	374
9088	553
283875	3
101929613	32
9080	1
9074	0
51330	641
54985	246
79228	427
146439	189
100128770	18
64386	353
100507419	73
9235	2819
84891	0
81854	4
7755	174
100507458	52
7760	453
100189173	0
100189168	0
100189119	0
100189335	0
100189221	0
100189282	0
100189209	0
100189136	0
100189388	0
100189281	0
100189296	0
4992	4
100189062	0
100189020	0
100189270	0
26184	0
7752	115
4210	18
283876	21
10127	254
91151	43
7627	107
4993	1
100463285	0
54925	156
7727	153
146434	57
79903	863
102465134	0
646174	0
23059	102
197358	560
84464	163
1773	62
10131	1258
1387	1110
102724927	4
115	161
6345	13
100507501	41
105371063	0
7023	175
84662	22
101926896	0
51025	3
100529144	1
79585	0
114990	0
9093	0
57407	1
3163	0
29965	21
342346	3
124402	332
23295	1515
102466731	0
84309	960
124401	205
146562	13
26048	221
124404	0
440335	321
79641	571
84656	1337
29855	1079
5493	216
9717	3
51172	382
100507589	0
146556	72
56052	296
196483	137
54715	0
101926950	0
102465867	0
283953	2
79091	69
18	142
25880	96
5373	342
23589	371
101929989	0
7874	1038
29035	783
104355218	0
104266959	0
2903	54
80063	62
2013	955
146279	0
4682	221
780776	51
4261	1484
28955	326
23274	408
8651	422
7142	0
58531	0
5620	0
5619	0
100313773	0
116028	85
400499	6
101927131	0
9516	4146
8303	797
51061	1247
29066	431
400500	0
26156	1113
2935	1183
608	172
92017	250
101929304	0
55313	497
100616195	0
729993	22
2072	70
101927311	3
101927348	0
57496	148
100189086	0
574455	0
100126355	0
5073	36
51283	9
8399	0
105371095	0
642778	0
100652777	0
105376747	0
642799	0
730013	0
23420	28
100422960	0
101927469	0
100500910	0
100422870	0
100288162	14
102466268	0
102465461	0
9284	2
23042	87
100302243	0
123803	15
54700	21
100505915	0
353511	21
102465985	0
105369154	3
100500852	0
100288332	5
255027	10
89927	7
9665	3
102465252	0
54820	0
619553	0
4629	4
123811	30
4363	192
368	11
408050	1
100422886	0
100846994	0
100422956	0
339044	32
102466812	0
102465908	0
102465683	0
101059938	1
64131	192
101059953	2
102465684	0
105376752	9
102466259	0
100422836	0
103504726	0
100423006	0
102723728	3
103504740	0
103504729	0
283820	181
653190	1
6210	3200
23204	2197
23049	833
79905	12
102723385	1
10229	144
162073	856
51760	82
728276	3
79838	126
51573	860
9738	158
57020	404
400506	205
124152	94
51704	261
124274	0
2813	23
7369	1
204474	0
54988	106
123876	0
348158	0
116285	1
55623	452
6296	26
112479	42
81691	28
123879	47
57149	129
55567	6
57146	420
7783	6
257629	0
1428	17
400508	1
100652781	1
23117	11
100190986	1
100271836	6
100500917	0
387254	9
101927814	0
51108	795
10261	1120
146183	22
730092	62
440345	14
7385	1313
255762	14
730094	46
146177	2
100288072	0
100189032	0
29904	365
100189291	0
55718	437
1039	311
105371130	0
100131998	19
641298	9
100132247	143
653786	3
9956	159
57478	111
6340	6
6338	27
91949	222
23062	1486
124454	271
56061	481
4706	443
79728	149
84516	465
5347	301
10595	0
63928	0
5579	560
102466247	0
10368	3
5930	461
400511	0
27327	339
115584	3
55114	716
554206	7
102723510	2
51451	258
100506655	0
343	0
342357	28
9951	0
100422923	0
162083	0
79831	81
197370	338
400512	2
3566	1019
50615	670
283888	3
2975	804
23247	203
146395	0
23214	1438
388228	442
728741	0
728689	227
102465520	0
1201	637
55911	446
246778	1
26471	2796
112869	124
6799	10
105371164	0
6817	106
728734	1
8663	221
102465907	0
100507607	2
11273	1437
7284	2234
100616256	0
25970	429
487	14
100289092	4
79874	458
930	167
84901	369
100616487	1
83985	906
27040	710
653390	28
105371162	11
440352	18
728888	22
552900	38
606724	3
79008	0
100526831	0
445329	0
388242	0
440354	10
100847041	0
81893	9
6693	1104
23475	456
283897	440
653808	0
3835	540
4150	2793
112476	13
79447	461
9961	3038
10423	1173
440356	0
26470	125
253982	18
253980	232
124446	885
9344	803
8479	191
283899	400
8448	11
146378	0
83723	0
226	14393
5531	1430
6911	5
83719	555
79153	17
5595	532
11151	4782
654483	2
548593	2
100526830	12
6818	0
613038	11
613037	10
595101	29
10421	809
26000	853
105371169	2
29895	5
1731	846
197407	123
105379472	0
51333	69
79077	547
22928	1434
3683	2631
100616405	0
79724	403
65988	188
92595	131
146542	178
146540	112
115509	205
78994	365
64319	1392
730183	2
10847	1400
677813	0
100862671	159
5261	324
90835	6
9810	988
23361	237
9274	362
100616231	0
101928736	13
100313837	0
1489	26
283932	12
54620	486
9739	458
93129	261
80270	509
112755	3
6810	677
79759	248
9726	333
339105	19
79001	826
10295	793
84148	280
5652	906
146547	71
2521	2548
29108	643
100652740	13
493829	1
260434	1
3684	1037
3687	1535
3681	65
1339	0
283933	4
79798	275
7041	201
6524	0
64755	651
51327	5
440359	3
100132341	23
124411	87
10308	249
102725101	7
105371190	4
100289574	1
729264	0
100507221	0
390705	0
105369184	0
105371191	0
102724062	0
105371179	0
24150	0
386757	0
105371176	1
388255	3
105371192	0
653550	0
102724101	0
105369266	0
729355	0
105379473	0
102724127	0
105379474	0
101929605	0
102724207	0
104644205	0
649159	0
102724485	0
102724928	0
606551	5
283914	0
146481	0
100130700	0
400533	0
124149	0
79801	130
55737	1026
23594	77
91807	9
388272	67
84706	519
10294	682
81831	183
101927102	0
81533	407
5257	496
100507534	0
101927132	0
94160	0
85320	0
83752	479
100507577	12
6477	74
9683	666
869	18
123970	0
101927228	0
23090	52
255919	146
55027	219
101927250	0
64282	134
113	1470
102465462	0
29117	468
85407	26
124460	491
101927272	2
64127	236
1540	953
100422972	5
101927313	0
101927334	0
105371253	0
6299	7
101927364	0
388276	0
100505619	0
102467079	0
27324	7
643714	0
80205	223
643802	0
102723373	3
5934	875
64400	199
23322	36
79068	244
100505692	0
100996338	0
79191	659
643911	130
10265	487
79190	17
4313	3363
54947	527
84290	0
6530	0
390732	0
51716	0
1066	5
221223	0
283856	0
2775	30
26077	0
100500891	0
267	954
11051	752
55239	306
583	336
84560	0
4504	0
4502	1650
4500	14
4493	357
4499	11
4498	0
4489	2
326343	0
4490	0
4494	114
4495	257
4496	0
644314	0
4501	171
9688	627
406930	0
6559	8
102466752	0
9709	2071
1071	11
84166	1726
221184	532
80011	601
89970	260
23568	472
51090	27
100189130	0
100189089	0
6367	156
6376	476
6361	17
57019	340
57017	323
5432	427
55715	110
92922	181
221188	188
9289	1002
222487	12
84229	3
10300	357
3801	449
102465463	0
388282	0
1258	0
374739	0
57567	262
79650	663
4324	418
29105	233
1459	185
29070	10
221191	0
64785	83
65009	24
79918	129
23019	1453
677827	0
677830	0
55238	286
2806	819
644649	0
101927580	0
729159	0
1006	12
100302738	0
102723550	0
1009	1119
101927650	0
283867	1
1003	297
100505865	3
146227	69
101927726	1
7084	371
51192	46
100529251	0
113540	23
146225	1
123920	1044
146223	559
1783	740
283847	0
8883	272
766	4
57546	73
1014	0
6236	12
51647	502
8824	427
23491	15
283848	19
865	752
80262	247
84752	152
8717	743
55336	52
3299	73
8996	138
653319	97
283849	79
1874	870
79767	41
442901	0
26231	24
105369155	0
29100	382
29109	548
6553	7
25894	58
146212	0
55282	0
51673	23
29800	90
3291	21
9114	1876
181	0
100505942	5
79567	1098
10664	670
146206	354
65057	220
50855	64
84080	99
388284	59
81577	230
57610	304
55815	20
80152	325
57215	500
10204	741
23644	828
123904	1
5681	461
1506	13
5699	1579
3931	22
6560	419
64180	8
64174	205
100131303	0
55794	199
54920	132
