Geneid	Samtools sort on 322(S)
105369591	0
84881	240
79607	124
6734	1750
55572	472
114609	77
28960	360
399972	53
6484	583
84623	21
101929427	7
100874251	0
100422918	0
283165	0
101929473	0
101929497	0
2113	1448
102466104	0
101929517	0
2313	210
100507392	4
3758	3
3762	96
219833	30
63970	3
9743	333
8538	52
101929557	0
120224	2
4798	570
56980	163
440072	1
334	3778
6768	5551
29068	494
11095	2
170689	15
102466873	0
283171	0
100507431	1
103611081	46
399979	766
50863	86
101929653	0
101929637	0
100874281	0
4978	0
646522	0
219938	0
283174	43
100616119	0
22997	31
100128239	3
83700	160
23310	874
112936	787
29087	267
27034	182
112937	2
89944	545
27087	51
283177	1
100288778	3
677784	0
440073	21
574538	0
6539	15
101929384	0
6540	2
102723544	0
5927	1182
84318	259
283358	124
4815	114
100049716	54
65125	5123
5893	201
23085	838
100292680	21
81029	344
144699	753
100500816	0
79602	1502
93589	31
654429	25
100271702	0
196513	226
775	165
100874369	0
100874234	0
100874370	0
100874235	1
100652846	0
283440	1
2288	7329
55846	444
83714	57
100507424	10
101929469	8
2305	3275
83695	563
7289	508
7004	545
10867	924
56341	0
100129223	0
84766	298
57097	308
103752584	0
894	339
57103	283
8074	1
2251	0
57102	350
10635	565
8798	340
10566	23
4704	1457
101929549	6
26290	4
3742	4
3736	2
3741	3
101929584	0
4908	1
57101	6
7450	1609
928	4171
55200	548
7132	1828
6337	119
4055	2286
678655	285
939	97
55080	583
6843	174
51258	1485
9918	2994
692148	3
2597	51622
25900	244
4839	2300
1108	4706
677780	0
57121	55
84519	21
51147	547
171017	1047
196500	27
50813	852
8079	5312
5763	918
3902	305
920	722
27239	13
10536	155
2784	13
83461	705
8078	2252
7167	10521
84727	102
283345	25
171220	25
10233	32
2026	243
1822	6579
113246	631
100147744	0
5777	906
406985	1
406933	1
11331	4518
677777	38
10436	368
10162	581
716	6943
715	4448
51279	706
283314	321
83758	419
9746	3371
5830	1567
341392	10
283316	192
9332	1167
339	0
9573	0
359787	0
170482	3
360030	3
79923	0
144195	29
6515	413
55810	668
719	185
25977	356
50856	28
642559	5
440077	4
440078	36
55138	11
653113	46
101927905	20
389634	11
93978	3
338339	5
26253	32
57379	0
8076	174
57494	387
144568	881
1911	624
4074	1478
10219	9
253128	5
144571	12
2	3285
5858	2
3	2
100422872	10
100499405	53
642846	507
101930452	42
101928030	0
728715	91
105369647	96
440081	718
105376678	0
408186	21
3820	23
374443	49
105369728	0
29121	267
160365	15
969	34
51348	1
9976	99
100431172	0
387836	0
100506159	1
160364	39
51266	0
387837	2
102724020	0
283420	3
51267	74
64581	1253
4973	64
120939	30
23710	281
3824	34
101928100	4
22914	0
100528032	0
8302	2
3823	3
3822	12
3821	14
10748	54
55110	284
55359	106
8531	3037
105369660	7
101928162	0
50837	0
50836	0
50835	0
50839	0
11272	0
100533464	0
5554	0
50838	0
5555	0
50840	0
259296	0
259295	0
259294	0
259290	0
259292	0
259289	1
259293	0
100129361	3
353164	0
5544	0
5545	0
5542	0
653247	0
338817	7
2120	1185
79370	56
100506248	14
103504734	1
4040	951
54682	127
503693	2
118426	130
80824	1111
1389	320
2842	57
1027	1761
81575	224
693198	0
51202	893
387841	6
9052	269
693199	18
55507	8
50865	551
100506314	116
93164	68
57613	131
83445	0
2012	647
283422	2
2904	5
55729	1166
79887	1240
101928290	9
2984	24
105369669	10
121504	2
55766	1874
144608	14
51729	2038
440087	0
420	3
4256	1310
121506	254
397	1287
5149	0
101928340	0
85004	262
100873980	0
5800	75
2059	370
11171	2518
51071	364
729025	0
4257	2020
55885	57
102724196	19
728622	5
100616279	0
79785	7
5288	67
89869	2
93661	2
54477	257
121536	529
100506393	0
5139	498
53919	6
28234	0
338821	0
10599	0
6579	2
3375	0
79912	167
5965	421
51026	474
80763	0
2998	8
3945	11909
3764	100
10060	73
55907	824
6489	262
9847	517
55500	783
101928441	0
6660	12
100126320	0
101928471	0
144360	0
586	328
102724371	3
196415	0
645177	0
4033	47
55259	3
144363	198
3845	598
160492	0
100422897	0
100506451	1
11228	59
79365	556
8082	268
3709	386
55726	530
26127	323
51768	817
9412	238
728858	3
23012	980
56938	420
101928646	0
341346	10
8496	455
387849	3
60488	929
100287284	2
57542	590
5744	27
55297	343
55711	36
100506606	5
51290	635
101055625	274
341350	66
83857	357
10526	716
65981	72
100287314	2
441631	56
100506660	17
1663	1102
144203	0
58516	87
79857	0
160518	48
100874249	2
254013	9
196394	41
440093	46
55196	460
636	117
121512	72
10059	756
51067	315
5318	189
341359	0
84920	41
105369729	0
144245	79
144402	86
55605	224
225	12
283461	0
114134	73
120892	83
283463	0
1272	37
29951	1
283464	234
10138	78
85437	246
102467003	0
51535	478
144165	180
101927058	0
80070	3
83448	83
51135	197
5756	511
84216	36
4753	115
440097	2
83956	2
51054	43
196527	559
400027	82
196528	252
9169	934
105369970	0
81539	1527
54407	1082
100288798	3
55089	3
347902	75
91523	127
100616486	0
100233209	77
100616478	0
79657	270
8909	0
10411	61
55652	252
51564	1109
7421	334
79022	367
1280	7
29843	245
5213	560
102466657	0
140461	227
387856	4
121275	0
341567	0
121274	222
121273	2
23519	1
341568	0
3906	0
54934	364
677815	1
100302221	0
677793	1
677794	0
904	458
255411	0
112	778
100616262	1
100506125	0
784	508
9416	1810
27289	33
85478	18
51303	294
377	2521
7480	39
7471	4
23109	107
5571	388
8085	1572
121268	12
50846	3
55716	320
10376	10586
7846	1105
84790	5487
101927267	6
5630	2
10024	809
338761	52
79962	87
65244	567
100335030	4
23416	14
10445	523
84070	29
25766	250
91010	514
7009	6462
57701	413
100286844	4
144233	15
23017	6
283332	0
101927292	0
359	0
101927318	0
362	7
363	1
102723963	0
29127	784
41	32
6602	834
2819	29
84987	213
91012	367
51474	505
100302220	0
121006	0
113251	561
57609	511
466	236
283471	1
25840	185
613227	4
4891	611
25875	277
81566	674
7024	466
5463	101
9802	1553
57228	227
51411	324
1990	1
11226	583
9498	18
6334	11
401720	7
105369971	0
341405	0
94	334
91	459
160622	60
3164	288
60673	364
26628	0
144501	199
283403	0
283404	2
3855	874
3892	87
3887	30
3889	1
3891	1
3890	6
3888	0
9119	2
3854	56
286887	1
3853	74
3852	6604
112802	0
121391	0
140807	0
319101	0
100127967	0
3849	1
3848	1
374454	0
51350	0
3850	1
3851	5
338785	35
196374	10
3856	15327
3875	1874
1975	4017
283335	34
23371	494
102466193	0
84926	392
3489	107
8435	5
51380	442
283337	539
3695	347
5916	979
84975	279
9700	896
5204	648
60314	283
8086	436
121340	0
6667	1197
269	0
54458	690
5094	5379
102157401	0
7786	99
6895	308
8620	13
11016	381
100652999	0
517	1210
57658	565
102216268	0
100874366	3
3229	34
3228	0
100124700	174
3227	105
100874365	11
3226	385
406973	0
100874364	20
100874363	21
3225	71
3224	73
3223	75
3221	50
3222	11
693200	2
440101	9
100240735	5
100240734	0
400043	101
23583	336
23468	1991
100616400	0
3178	10111
4778	1
22818	591
442892	0
53831	38
102724050	0
25946	321
3678	890
121355	6
3071	368
5153	46
5502	12
644076	0
90070	0
117159	0
118430	17
9840	34
58158	0
441639	0
121364	0
254783	0
283365	0
390321	0
254786	0
390323	0
403282	0
390326	0
341416	0
390327	0
403284	0
341418	0
121129	0
121130	0
196410	3
3679	92
100528022	0
2647	48
5959	5
967	3157
10220	144
84324	363
29095	164
85406	634
440104	182
4327	87
84305	423
102724112	23
1606	164
6490	10
1017	557
5869	1295
6821	186
64375	118
6231	1668
2065	762
5036	2339
6171	4886
84872	74
23344	1059
140465	406
4637	2838
6601	1646
100189152	0
10193	452
79035	451
283375	6
283373	1594
93058	47
1431	2232
10330	1158
9924	242
51561	27
6773	2720
319	0
8914	1227
4284	0
283377	173
27165	22
5939	328
11176	1395
506	7320
692090	0
26789	1
10728	3978
4666	5180
5557	124
8630	76
121214	3
8608	14
11318	0
9880	203
6866	1
4640	9
23306	484
4665	365
6778	2078
4035	2884
100302201	0
11247	745
6472	3150
56901	1681
246329	86
22864	762
3626	2
83729	33
2735	17
64333	307
4141	2025
102465454	6
1649	156
693201	3
114785	710
10540	867
3798	2
79837	579
196403	325
115557	489
101927583	50
65012	113
2583	48
10956	2428
116986	161
100130776	15
6302	131
1019	2222
102466729	2
92979	145
1594	38
4234	133
25895	114
10102	338
10677	65
10106	1405
407016	0
100506844	17
91419	0
105369972	0
101927653	0
100506869	0
121227	189
9194	77
338811	1
9958	364
102465133	0
23041	311
283416	1
406891	4
57460	126
552	86
283417	23
10329	364
104169670	3
57522	109
144577	71
115749	0
11260	1770
29110	79
283349	448
100500856	0
693129	0
2799	1883
23329	77
400046	0
11197	7
23592	753
253827	266
100507065	0
105369187	0
204010	0
8091	4
100129940	3
102464827	0
84298	725
103625681	37
51643	518
11213	114
102465249	0
92797	60
23426	339
102724421	0
55832	3872
100507175	0
8445	810
101927901	0
101927922	0
100885789	0
3458	25
55801	0
50616	0
56890	191
100507195	6
5908	1203
100379132	0
100507250	0
57122	1640
55508	183
100130075	0
4193	780
1368	113
11052	1853
100302182	0
4069	1154
8089	334
10818	448
100500903	0
100500868	0
10576	4054
376132	0
144453	0
101928002	0
117177	148
196446	56
101928062	20
4848	516
27345	28
5787	106
5801	9
7103	0
8549	51
105369834	1
196441	329
83591	87
55266	231
23011	383
64786	282
729633	0
121278	0
283392	0
29953	0
101928137	0
100507377	0
552889	1577
3747	0
84698	39
256710	8
144321	1
11010	188
11103	225
22822	1044
4673	546
79738	101
114882	436
23390	206
1466	567
144455	117
89795	17
6857	4
100302136	0
5074	609
4659	466
283310	8
105369868	0
105378254	0
374462	1
4618	0
4617	0
101928420	0
8825	11
693202	0
693203	0
105369869	0
79611	26
100616133	0
8499	7
102724663	2
101928449	0
29080	304
84190	37
160335	160
55117	0
144448	0
84125	0
8092	0
9182	54
4922	0
25834	0
400058	0
160419	0
91298	139
80184	77
160418	214
4254	152
728084	0
1848	199
105369889	6
282809	150
8693	6
100528030	1
102724782	7
490	170
338758	11
439916	0
196477	0
1833	9
11081	0
4060	2039
1634	2000
256021	0
694	1215
101930023	0
574016	0
574028	1
338809	2
440107	5
8411	274
643339	0
102724933	0
11163	519
7334	1099
28977	558
144481	0
8835	26
8738	26
101928731	0
10154	270
51134	119
144486	4
100847031	0
57458	70
102465834	0
105369914	0
574449	0
160313	0
55967	387
7181	163
55785	254
55591	499
442903	1
100500802	3
10988	1014
84101	2
100132594	0
59277	170
6636	701
120935	1
144193	3
3034	0
4048	461
100189239	0
2004	376
5128	219
144535	6
121441	252
196475	0
100302289	0
406926	0
643711	0
100873757	0
100616287	0
100422924	0
121456	10
643770	0
100189207	0
100189171	0
100128191	118
7112	1747
5250	2929
677832	2
121457	122
317	121
56899	6
101928937	0
196472	0
23074	153
55592	232
100302217	0
64431	446
120863	12
55681	525
246213	0
9971	0
283431	134
121601	1
160728	0
27340	293
400	528
121599	0
4604	13
56994	324
50511	5
79158	705
101929005	11
55332	456
51019	89
79023	218
55010	169
5367	2
3479	94
283432	0
5053	2
429	0
374470	0
101929058	0
101929084	0
55576	6
51559	93
253724	8
7184	11702
100500842	0
728568	83
6996	461
83468	82
29915	79
4801	469
7296	950
493861	21
50515	531
100500843	0
84102	75
121053	149
160428	310
414300	0
23325	373
55198	293
387882	150
101929110	0
9891	232
10970	4018
255394	18
55703	196
100287944	0
5992	1
100505978	0
55188	89
90488	278
80298	167
1407	348
121551	44
11137	532
11108	410
101929162	3
121549	5
728739	3
9671	1
1240	167
102723562	0
11153	41
9733	891
23479	685
338773	348
6404	325
100616240	0
23603	1010
54434	568
693204	0
1610	0
55530	0
84749	346
100131733	56
121642	722
7374	2512
32	204
121643	4
101928138	0
283446	21
83892	1224
89910	946
326625	575
4598	703
84915	227
84983	2
59341	688
100616454	0
51228	983
84260	502
9815	595
88455	595
400073	112
28981	186
488	6768
51434	1278
10094	1824
51184	364
29902	125
51699	1063
144715	26
160760	794
79600	303
84329	64
5501	3874
160762	0
4633	0
100131138	3
23316	12
102465455	0
144717	735
10019	996
6311	713
8315	522
80724	479
217	2772
102465456	1
51275	280
8550	778
89894	87
8759	153
10961	1820
80018	737
100500889	1
10906	1489
283450	1548
102465519	0
6128	13812
5781	1601
100302227	0
22895	2
4938	2219
4940	5014
4939	4814
1840	89
8437	315
387885	1
79039	2538
102466222	0
84934	571
115811	10
53373	626
102465457	0
80024	1147
196463	722
10993	96
113675	279
64211	2
104355219	0
100506465	1
9904	789
6910	137
105369997	3
255480	28
6926	934
23389	3210
693205	0
100616309	0
100287569	41
643246	31
79794	1076
84900	70
8739	7
26259	736
100506551	7
54997	68
101928244	0
23014	1096
4842	1
283455	47
5985	772
55884	1314
54621	226
5037	6858
51347	584
64426	1405
84530	0
26353	938
144742	0
160777	0
387890	2
5564	445
11113	978
100302274	0
92558	288
11021	1661
10985	5408
100616179	0
6175	24995
100506649	26
5829	1632
26834	0
23409	20
26835	0
5319	3
4440	361
1337	2880
51499	486
283459	854
8683	2607
8655	2015
100506668	68
84274	272
9921	2659
51367	261
9478	14
9761	5864
84747	997
100616329	0
35	232
121665	1975
283460	1
6927	36
64897	311
8638	906
5027	84
5025	615
10645	2016
51433	2591
80196	617
84678	1669
102465665	3
84876	1185
283385	230
144404	687
54509	38
338799	337
23067	1816
3242	11
5715	653
144406	23
605	532
22877	2795
254050	20
386653	0
79369	15
56616	685
101593348	2
65082	328
6249	1417
100507066	0
55596	576
65117	1171
9735	790
338442	46
8843	6
27198	107
8562	1885
84660	7
9026	1285
79720	1181
23457	157
79676	442
51329	3090
57605	288
100422931	0
100507091	0
10198	202
91574	278
8099	4571
55206	1152
100293704	9
102466877	0
387893	1209
196383	186
11066	276
353116	456
100500909	0
101927415	7
10959	7455
57696	817
1967	1233
2967	845
79867	197
23545	494
196385	3
80212	108
144348	2792
100533183	0
144347	0
105370045	13
9612	5620
102466204	0
949	2185
7316	8908
100847004	0
100189232	0
100189343	0
100009606	0
100189347	0
100189339	1
57647	1192
140707	402
102659353	178
65985	1206
114795	8
400084	0
101927464	0
105370059	0
100128554	0
100996671	1
387895	1
100507206	1
440117	0
101927592	0
101927616	0
101927637	0
400087	0
104472718	0
100862680	0
100996679	0
101927694	0
100616298	0
92293	0
100500817	0
121260	613
144423	8
121256	0
283352	0
101927735	0
100190940	6
440119	83
11211	182
9271	0
23504	107
2054	145
5901	8412
283383	177
116437	0
338797	0
100996701	0
6433	706
4326	65
8408	2091
80324	955
57634	954
677829	0
347918	70
317781	501
79050	514
50614	6
100130238	1
101928416	0
100129528	0
57666	2462
100996573	99
102465975	2
100507055	7
22953	3
5426	1298
5827	153
192111	1673
23141	1152
2802	1177
55743	466
101928530	0
100289635	293
7574	100
101928597	0
7637	399
7699	253
101060200	24
7556	77
10795	179
647589	0
26080	0
100874164	0
284232	0
100873763	0
100873777	0
100652856	0
105370098	0
105377819	0
348021	0
100873761	0
7278	0
101928697	0
100101938	0
100287114	0
93492	1
54737	598
55269	881
9205	149
7750	835
104355137	0
2700	0
2706	226
10804	3
51084	149
100616304	0
8100	59
53342	218
221143	114
64328	435
101930748	0
26524	269
10284	1237
221150	294
78988	504
103689843	0
101928764	2
650794	23
100652865	8
253832	1068
221154	284
100873767	0
2254	3
100874182	0
100506622	1
646201	0
6445	0
100873766	0
26278	258
100506680	0
100506697	1
55504	30
4285	175
542767	1
387911	0
400110	0
221178	409
100313842	0
100874231	0
338872	1
143	852
105370295	17
101927375	6
374491	3
479	3
56163	28
55835	321
646405	0
5042	24
219287	0
101928922	0
102723318	0
9107	184
9818	500
51761	9
100873778	0
387914	4
6049	472
1024	262
10810	222
2835	34
219333	241
100874070	0
100874071	0
102723332	1
6144	2356
26771	7
619499	12
387496	35
2971	1071
219402	265
100873768	0
222484	117
51082	1043
219409	0
100861550	4
3651	34
432369	2
1045	32
646625	0
2322	13
255967	377
100288730	2
100873781	0
2321	471
51371	1105
283537	102
100873762	0
23281	2
100874107	0
6541	1501
5412	345
100874059	0
100861573	0
440131	0
84056	89
100873769	0
100188949	18
103724387	3
3146	4641
10208	154
100189036	0
241	132
100874158	0
440132	0
100507064	0
84935	45
122046	0
10808	2044
145173	62
122042	0
196549	1
100507099	0
10129	80
646799	4
675	169
90634	190
10443	412
100462953	0
116828	17
23047	352
100874167	0
101927403	0
9365	6
90627	164
100874241	0
5983	625
100874179	0
26960	45
4081	9
9201	88
100526761	0
54937	0
728591	2
100873774	0
23111	554
100507135	7
8900	6
400120	2
4093	62
5994	171
29880	208
11340	324
55578	447
122011	1
103695431	0
400121	0
10631	2915
7223	7
100874188	5
51569	502
101929121	0
100874147	0
341640	57
100873764	0
161003	0
80209	1014
387921	321
10186	258
105370296	0
57511	173
100422940	0
105370172	0
100874127	0
400123	0
646982	0
2308	161
100313896	0
10240	251
10166	242
100616668	8
693206	0
283507	1
1997	561
100189333	1
11193	145
100422878	0
89890	282
101929140	2
84078	108
9617	97
79612	243
100873765	0
100506759	0
28984	203
23078	263
100847026	0
100507240	0
160851	145
11215	449
8600	11
144809	0
103689845	1
104355147	0
94240	323
29103	313
100874159	3
55068	25
100874130	0
160857	30
144811	108
121838	0
101929212	0
79024	0
100874377	0
102465876	0
105370297	0
387923	10
400128	2
8848	1158
641467	5
144817	0
100189030	0
26747	136
55425	144
101929259	0
2963	263
100873773	0
386618	2
7178	10004
677814	0
100190939	76
253512	173
100874259	0
83548	215
220081	0
103752581	0
220082	11
283514	0
23091	547
100509894	1
1361	0
3936	1440
220416	5
100861554	0
80183	173
100873772	0
101929344	6
23143	213
2098	521
3356	1
100874082	0
100861549	3
8803	255
101929410	1
55270	348
29079	251
100873965	0
9445	3511
100862704	0
5925	486
10161	500
1102	158
100129597	2
57105	7
22862	502
2862	1
81602	61
81617	110
83852	95
51131	334
55213	247
115761	55
84650	487
3839	617
220429	0
57213	165
8847	64
100500908	0
10206	243
283518	5
406950	0
406948	0
10301	54
145165	14
103689915	0
220107	5
100874074	1
100874255	1
79621	395
2974	6
647166	0
220108	20
647174	0
100847003	0
26512	284
100507398	15
100616423	0
115825	235
79758	69
283521	2
83446	0
540	43
440138	38
9724	296
341676	1
101929657	0
4752	52
100887750	39
103191607	0
55901	24
51028	479
26586	691
220115	0
144983	166
10910	225
11061	0
100313778	0
5100	167
10562	1838
102723875	0
100861552	0
100507428	1
100302187	0
100846996	0
122183	0
729233	0
729240	0
729246	0
729250	0
27253	82
101926897	0
81624	242
100874195	0
100874196	0
100874169	0
81550	122
101926930	0
100422973	0
64881	0
101926951	0
100874143	0
103752583	0
100874176	0
104355293	0
100874157	0
283491	0
100873780	0
102723968	0
101927016	0
100616302	0
100616205	0
5101	15
100874064	0
100874086	0
100874087	0
100874145	0
338862	0
103689913	0
57626	0
6315	0
100885781	0
1602	133
440145	263
79866	161
22894	456
10464	112
100873779	0
688	249
100873770	0
100874155	0
11278	131
100874151	0
338864	0
647288	2
9882	671
170622	345
7347	236
101927155	17
4008	433
729420	0
104326189	0
115207	758
690	0
730249	3
1203	243
26224	322
23077	723
100874212	0
8796	0
104355296	0
100129307	2
122060	64
100500861	0
100505518	0
1910	22
101927176	0
100874175	0
100874222	0
5457	168
79596	154
100874126	0
64062	601
100505538	17
100874208	0
54602	185
103724388	0
102724076	0
101927195	0
101515984	0
101927216	0
10253	62
103724386	0
100861546	0
100873771	0
114798	0
105370288	0
100874128	0
104355140	0
100874137	0
100873775	0
84189	2
642345	0
100616182	0
26050	1
101930749	0
100874168	0
100874172	0
100874139	0
100874187	0
693207	0
101927224	0
100873776	0
144776	0
101930747	0
100874150	0
407975	55
406952	0
406953	0
406979	0
406982	0
406980	0
407048	0
2262	1
100873970	0
100847092	0
100873969	0
104326053	0
10082	51
100873973	0
100873972	0
1638	0
100189251	0
23483	75
160897	250
101927248	0
11166	4
105376685	0
100507533	5
101927284	0
100861544	0
10257	162
9071	3
100874194	0
22873	422
5611	487
55757	189
105370367	0
266722	2
100616137	0
100887754	0
27199	60
10150	372
103625683	0
5911	516
3843	1749
10160	1286
140432	0
100422881	0
8428	1475
6564	17
23348	295
100874096	0
100873782	0
100861541	14
100289373	5
337867	607
2841	7
1880	48
100131561	0
693208	0
102725509	20
9375	1544
104355149	0
171425	30
100422861	0
100874063	0
101927465	0
101927437	0
85416	74
7546	41
100861542	0
5095	96
100885777	0
87769	92
84899	291
105370368	7
100885778	0
100874161	0
259232	13
9358	347
2259	11
100616110	0
100616239	0
283480	0
100874081	0
283481	8
7174	494
196541	0
643677	0
93081	114
79070	109
54841	135
100533467	0
2073	32
121952	0
6555	0
104326190	0
282706	0
267012	0
144920	0
728192	3
1948	252
55082	1178
283483	0
100874173	0
728215	7
100302286	0
100874375	0
3981	127
84945	186
10673	172
23026	9
100885782	0
104326054	0
101409253	0
8660	149
104355146	0
1282	6051
1284	11132
102465872	0
100874203	5
55647	183
55739	644
79587	703
105376684	1
3621	280
105370362	0
283487	26
55608	627
104355135	0
101927802	0
8874	567
100874226	0
101060553	5
121793	2
105370369	0
101928616	0
100505996	4
105378193	0
6656	0
101928698	0
101928730	0
104266956	0
122258	0
10426	247
400165	0
23250	1038
105370374	0
100874205	0
105378192	6
23263	745
100289410	37
2155	9
2159	11
104413892	0
102724474	5
8858	6
55795	604
8451	937
102465874	0
3916	3539
79774	257
100874068	5
101928841	9
113622	35
55208	197
55002	453
7027	1560
496	1
6011	0
105377805	0
100130386	0
348013	63
650669	21
2621	945
100506394	6
643365	0
100861555	4
100507747	0
22821	348
105377808	1
101929355	0
8881	639
100847035	3
100616227	0
65110	487
283489	279
104355150	0
440153	0
642426	0
641455	0
100508046	0
642477	201
414763	5
503639	181
101101776	4
404785	0
101929572	0
79334	0
441669	0
441670	0
390429	0
390431	0
79544	0
79317	0
81127	0
122740	0
390433	0
122742	0
390436	0
390437	0
390439	0
122748	0
390442	0
91875	172
57820	835
100113391	3
85495	3
10038	1058
7011	776
123103	1
55644	712
328	6194
90809	561
4860	2375
338879	0
390443	0
122651	0
254028	1
493901	0
7217	0
7207	0
7218	0
7237	0
100189151	0
100189419	0
100189286	0
341799	0
100189424	0
100189405	0
100009601	0
100009602	0
100189263	0
100189001	0
100189088	1
283	65
6038	189
10876	1
64184	0
6039	73
6035	2081
6037	1
643332	0
6036	7
64745	865
101929718	40
29986	16
57447	1102
102465428	1
122664	0
440163	0
84659	3
122665	0
55701	1405
51222	795
643382	8
390445	0
283624	33
3183	7226
57096	16
11198	2559
57680	1148
692053	0
319103	0
84932	245
9878	764
56339	591
6297	156
26533	0
28693	4
26534	0
28692	5
26686	0
28691	3
28690	7
28689	4
28688	6
6956	1
28686	0
28685	1
28678	0
28676	0
28674	9
28684	7
28683	3
28671	13
28673	3
28682	0
28670	10
28669	14
28677	4
28672	5
28680	14
28667	6
28666	5
28665	0
28664	15
28663	1
28662	11
28661	3
28660	8
28518	3
28659	2
28658	0
28657	1
28679	0
28655	5
28653	3
28652	0
28656	0
28648	0
28647	3
28646	1
28644	1
28643	10
28642	0
28641	0
28640	7
28517	0
28525	0
28524	0
28523	0
28522	0
28519	0
28521	0
28520	0
28526	12
28516	0
28694	0
28696	0
28697	0
28698	0
28699	0
28701	0
28702	0
28703	0
28705	0
28706	0
28707	0
28708	0
28709	0
28710	0
28711	0
28712	0
28713	0
28714	0
28715	0
28716	0
28717	0
28718	0
28719	0
28720	0
28721	0
28722	0
28723	2
28724	0
28725	0
28726	0
28727	0
28728	0
28729	0
28730	0
28731	0
28732	0
28733	0
28734	0
28735	0
28736	1
28737	0
28738	0
28739	0
28740	0
28741	0
28742	0
28743	0
28744	0
28745	0
28746	3
28747	0
28748	3
28749	1
28750	0
28751	0
28752	2
28753	0
28754	1
28755	514
105370399	1
1603	1212
63874	203
5018	1217
9056	301
122704	294
4323	5664
26020	1735
161253	4
55147	871
100505758	2
10419	781
101926933	1
100189243	0
54930	153
100616424	0
84962	284
60686	74
5693	1382
122706	0
64403	349
105370705	0
22985	2588
55017	351
1053	0
23428	201
100507650	5
57594	143
90673	60
105378176	11
599	429
100529063	2
8106	439
51310	239
10278	2016
64806	0
116173	0
4624	2
406990	0
4625	3
104564225	0
100126336	0
25983	362
79178	134
85446	77
8906	726
102724814	105
84502	0
10202	2
55449	245
10901	241
317749	184
728635	0
90668	30
9362	0
4901	25
5106	609
80344	852
161247	2
5720	1757
51016	190
5721	2033
102465801	0
55072	1155
10379	1492
9985	582
79711	902
10548	895
283629	16
29082	531
145553	8
100528064	0
4738	417
51292	226
26277	328
7051	57
5875	292
115817	297
161424	582
27141	12
56413	43
1241	386
196883	290
11035	87
4776	477
57523	436
23351	893
643866	71
56948	161
101927045	14
1215	0
1511	11
2999	69
3002	402
29091	5
4857	5
101927062	0
102724890	0
101927081	0
100423019	0
100505967	0
100422830	0
103695363	0
2290	3
387978	0
5587	44
55632	239
23256	432
1690	1
100506071	0
29966	202
693209	0
11154	49
25831	1206
25938	238
101927124	0
112487	136
2856	0
80224	78
84837	4
394	428
101954275	0
101954278	0
9472	15
64067	7
112399	188
171546	2238
55837	254
26865	0
26866	0
58533	677
1073	234
11177	917
280655	0
6729	468
283635	224
101927178	0
55012	135
9692	208
5687	1929
4792	2597
84684	0
253959	173
84312	141
101101773	0
100886964	0
102723418	0
51562	153
253970	0
7080	11
100506237	0
26257	2
5083	52
89874	23
100616280	0
100129794	6
145282	66
3169	50
319089	8
6751	0
161198	173
102723503	0
283547	9
10484	485
8487	126
122553	191
5411	2122
117153	0
4253	160
100288846	1
254170	217
644919	1
145581	2
84075	0
122525	43
101927418	4
54813	136
23116	263
55015	495
100113389	0
2287	1048
57697	152
55320	619
100506412	0
140801	0
161357	1
100500919	0
100506433	3
6235	1408
6029	615
122769	280
6166	1099
4247	958
55172	417
5427	129
122773	18
23588	715
9147	765
378706	1607
382	4243
102464828	0
283551	38
100506499	10
196913	5
79609	217
6655	466
79944	353
100616261	0
27109	130
8814	71
11183	777
51062	39
60485	856
51199	1090
145447	6
5836	229
114088	20
81542	991
283553	12
100874185	0
122786	769
145438	14
54331	150
102723604	0
51637	1739
22795	358
5729	25
5732	32
57544	481
283554	51
30001	843
5706	874
6815	542
64841	1209
10979	447
80821	435
101927620	0
100847076	0
652	74
1033	292
10175	654
2764	884
10668	73
23034	258
2643	515
100422984	0
11169	825
122809	459
93487	1288
3958	634
9787	977
55030	564
22863	326
387332	0
100129075	30
3895	4131
645683	0
645687	1
57161	38
54916	268
5015	0
100309464	0
10640	1065
55745	426
122830	521
55195	0
341880	5
145407	61
55860	694
100189107	0
5684	1731
379025	285
5926	217
387990	6
26520	402
9786	254
51339	177
102723742	0
23002	172
64582	57
112849	183
51528	214
729665	0
6252	65
100847088	0
341883	0
64430	278
51635	507
5494	500
317761	2
4990	1
105378189	3
104548971	1
6495	191
51804	173
4331	174
57570	196
145389	68
161291	594
5583	307
101927780	2
400221	2
100750246	5
3091	1406
100750247	0
6617	127
83851	0
646113	3
101954204	0
27133	0
57381	60
122876	0
5529	426
112840	153
81537	146
23224	1255
100313830	0
2100	6
441687	3
4522	1389
7597	70
9495	79
22890	388
102723809	0
3306	49
145376	0
26030	632
6710	34
102465841	0
100529261	0
91612	460
2877	2
376267	245
2342	1
4149	682
100616490	0
100506321	0
100128233	0
100616176	0
645431	14
2530	337
693210	0
101927878	0
440184	0
10243	152
161142	3
64398	183
51382	308
1965	1130
26499	46
100847064	0
161145	92
57475	173
5283	117
384	88
10490	438
51109	582
145226	3
23503	558
5890	65
100996664	23
677	9129
105370548	5
87	2869
161159	3
8816	698
55218	322
57452	136
2079	1593
55334	547
105370551	0
400224	0
56936	5
9766	817
100289511	18
6430	1944
6554	0
64093	147
6547	0
145241	1
51241	58
100529257	0
105370554	5
55333	279
8747	4
317760	0
8748	0
10001	246
101928075	5
23508	212
103695436	2
4293	272
22990	549
105370706	0
26037	426
319139	0
145474	0
