Geneid	Samtools sort on 322(S)
29889	1448
284654	44
54955	503
55143	1268
284656	382
149175	398
79693	360
127687	1470
4520	544
3633	292
10946	1917
2275	337
51118	711
5453	12
100500801	0
339442	1
64121	595
100527950	0
26292	9
81025	0
54933	271
79647	1597
4725	2888
23499	3205
643314	138
105378950	2
353500	125
728448	31
8761	3820
101929516	5
677834	5
26508	107
84618	4
51440	2
10450	692
656	153
64064	17
105378951	10
101929536	14
54802	637
4610	1775
84879	168
10487	3608
5538	1852
6018	462
127391	0
10269	1475
1298	255
64744	680
65243	53
339559	83
64789	232
127396	34
9783	228
100130557	42
4802	937
407034	0
407031	0
9132	496
163732	2832
1503	1604
100507178	67
200172	71
22955	727
100132074	407
1907	97
59269	342
2981	0
2980	0
22887	948
284716	15
84217	12
79717	778
728621	17
10465	713
4904	19511
149461	1
64175	1145
79078	127
100129924	6
374969	191
114625	165
51058	191
339539	3
6513	5135
440584	7
105378684	3
440585	16
10969	1806
102465439	0
149465	6
128218	152
149466	177
7075	229
4352	7
991	2616
64834	1161
102466723	0
112950	562
23334	1291
102465440	0
81888	4
5792	15419
9682	1662
100132774	34
6487	191
101929592	0
102464830	0
9048	83
9670	1148
1802	1065
533	1849
8704	1938
149473	112
6536	1236
128209	0
105378952	0
55929	748
79033	1527
100874278	31
55182	1457
100847089	0
79639	61
339541	47
26828	0
26830	0
11004	1466
6202	12103
26811	60
94161	10
94162	7
94163	21
266675	24
1263	215
343521	4
149478	69
8643	92
8891	487
79654	984
7389	758
57643	13
400752	32
84842	230
4595	521
114034	307
10420	130
126661	26
25974	178
5052	7895
10327	1156
4678	3633
149483	41
60313	1628
728963	4
51249	603
3652	204
23139	1364
8503	2549
101929626	0
10103	40
55624	1449
541468	7
8438	827
10489	4440
7388	3185
387338	564
2166	400
729041	5
101929651	0
127343	2
100507423	6
148930	0
8569	381
148932	306
64756	885
374973	3
100130197	0
9813	1544
1580	8
163720	1
1579	0
260293	24
199974	0
284541	0
100874253	3
10158	830
6886	27
6491	634
51727	2358
102724077	8
2301	0
84793	83
2306	53
388630	10
391037	1
200010	10
54558	26
84871	10
79656	69
101929721	0
100874313	0
1996	1
63950	3
11124	765
1031	315
100616189	0
102466656	0
284546	0
26994	1018
22996	171
102724097	2
2060	459
114883	248
4898	1518
100313892	0
5865	25
51060	584
112970	0
104355143	0
91408	577
9372	233
200014	489
4998	290
84950	566
23318	316
105378722	0
2882	264
348378	3
65260	188
79699	322
440590	110
55268	415
6342	714
100616156	0
100616458	0
100616145	0
127435	292
6512	8
1376	256
54987	361
4116	713
100507564	5
7804	749
163742	0
63948	0
148979	5
105369175	0
55706	669
54432	187
1733	9
51668	206
115353	299
388633	0
9528	1015
127428	123
100616315	0
200008	0
606495	37
51253	1471
23648	587
619518	7
26027	25
338094	4
374977	1
100527960	0
7268	13
25973	93
55001	287
163747	1
1718	5430
100126514	0
199964	11
7809	5
255738	39
23358	711
100507634	9
100616272	0
8613	581
5563	10
199920	1
731	0
732	0
1600	2
101926890	0
115209	64
4070	479
114803	236
3725	1699
100131060	1
101926925	5
729467	0
55277	16
100616409	0
101926944	1
51361	145
1573	85
127795	0
101926964	1
100996570	0
4774	91
645030	0
414927	0
83941	158
10207	487
100422902	0
100422946	0
54596	18
163782	25
7398	951
85440	451
27329	1
84938	109
199899	2
100996301	38
27022	32
102464823	0
29929	235
23421	176
84455	48
79469	1
5236	1256
4919	115
101927034	1
148581	0
57685	139
100616338	0
55225	295
3716	1066
101927084	0
105378775	0
100500854	2
406893	1
205	695
9829	12
54741	429
3953	28
5142	400
101927139	0
84251	51
100422871	0
200132	7
10022	0
79819	14
57708	299
23169	195
400757	0
149233	0
3595	43
26135	5766
1647	147
55970	483
100289178	1
9077	2
79971	278
100302279	0
6121	0
55635	347
101927220	0
57554	6
5301	0
55631	143
9295	1933
81573	212
11147	70
1491	33
101927244	3
5733	17
100132618	11
9406	989
406962	14
100852410	2
257194	21
100852409	0
101927295	0
127255	5
100526835	2
8790	89
51086	0
105378804	0
105378803	0
127254	3
101927320	0
1429	129
127253	127
431707	6
204962	2
34	295
1744	10
5876	420
692085	1
26805	1
26804	5
4438	0
127247	0
101927342	0
256435	22
81849	55
102466995	0
10026	156
26289	6
26009	334
23032	477
374986	195
374987	0
91624	246
8880	1142
11080	229
54810	8
149047	0
5737	225
10964	1786
10561	2162
64123	134
101927412	2
23266	297
101927434	0
101927498	0
101927587	4
101927560	4
79739	19
5567	246
148418	2
391051	0
58511	0
80135	267
2787	638
100505741	3
1486	86
103695366	1
439927	0
117178	152
23566	153
255231	43
55283	23
126820	2
100616481	0
84144	67
148423	166
8915	115
646626	0
23576	137
3491	595
54680	357
255631	12
57489	366
102465842	0
9635	19
1179	0
22802	2
9629	0
105378828	9
51100	858
9403	1041
9653	372
339524	23
101927844	0
105378832	0
8543	3851
100505768	0
101927891	1
5586	411
2959	145
56267	248
494115	365
2635	335
2633	2112
2634	870
388646	1
115361	736
115362	1200
729930	0
163351	24
400759	87
23507	247
84230	146
400761	5
55144	507
105378846	0
492303	8
284695	220
343472	0
84146	397
164045	2
8317	320
7049	118
676	0
253152	9
646817	7
284697	0
23285	11
388649	0
11146	83
79871	98
2672	70
7813	91
6125	6147
388650	171
6083	0
26782	3
22823	340
50999	423
343099	76
100131564	83
1810	714
54874	800
100126520	0
8412	74
100129046	7
100126348	0
100189133	0
30836	491
2730	203
24	8
9411	88
5825	419
2152	36
101928079	9
100616321	0
126969	48
1266	1215
105378862	2
729970	7
199857	58
101928098	0
148534	12
100527978	5
101928118	0
25950	50
440594	0
100996635	3
102723661	0
101928241	0
58155	94
1806	156
100873932	0
100873933	0
400765	0
100616452	0
406928	0
729987	0
51375	124
163404	1
100129620	0
9890	21
101928270	0
54873	93
391059	48
178	201
23443	358
64645	600
163786	128
54482	101
127495	5
1629	315
100506007	3
8634	355
693138	0
8556	57
54112	4
100128787	0
7412	533
2135	95
148867	359
51611	193
102606465	26
101928334	1
101928370	9
1901	130
104355286	0
118427	0
94236	0
1301	729
101928436	0
55599	83
280	52
648740	2
279	0
276	0
277	15
278	0
100129138	0
101928476	0
55170	265
22854	1
10451	729
102465839	0
100873946	0
29957	551
148545	0
653149	0
284611	307
113802	263
55119	792
163479	0
6814	217
254268	5
642864	3
29899	423
23155	368
22911	167
6884	122
56900	335
677766	5
127003	0
57535	491
6301	1524
1952	1313
84722	360
343263	0
6272	1120
5686	1102
284612	9
127002	210
284613	142
57463	57
83873	0
2773	853
406974	0
2780	1
271	1070
2948	153
2946	105
2944	427
2949	12
2947	51
79574	0
1435	971
10768	1459
85369	471
257	58
104355139	2
164153	5
388662	30
100873974	0
3749	170
440600	2
64783	252
9122	47
10542	525
101410535	4
84432	1
643160	0
440602	0
3744	0
3737	8
3738	79
963	518
55791	165
128338	242
10390	348
79961	345
1117	628
149620	0
27159	0
128344	0
441897	0
5016	23
79084	521
515	887
128346	76
57413	11
140	18
100129269	3
5906	520
55924	29
100506343	2
101928718	2
11218	318
3752	4
100874295	0
100873995	0
643355	1
55917	324
100422976	0
7482	6
54879	124
829	1519
4343	1468
389	1227
333926	124
284467	76
100996702	23
6566	990
246182	0
100506392	12
100996251	4
9860	142
643441	1
260425	389
10745	148
54665	223
100287722	5
26191	106
440603	0
10717	183
64858	273
101928846	1
204851	572
56944	260
148281	1
51592	513
10286	428
163259	15
270	3
4893	643
7812	5803
80143	433
6847	0
7252	0
10100	51
4803	8
81839	500
845	1
4808	0
101928995	0
101928977	0
55356	35
126868	1
476	4016
84852	24
101929023	1
965	63
100616384	0
3321	578
100302117	0
388667	0
914	229
5738	1179
9398	42
101929099	10
8458	281
100126331	0
80263	160
79679	108
104355292	0
10905	511
100996263	0
54855	259
54834	227
10885	1557
200162	7
6913	20
10352	150
104472716	0
101929147	79
51179	0
100874270	0
3284	4
3283	0
128102	1
644242	4
90874	61
26227	5603
3158	0
83998	0
343505	0
11085	0
4853	2827
9554	1131
105378954	15
728841	234
767846	7
100996724	178
101929796	32
101060684	145
100189005	2
101954277	0
653505	0
728855	145
101954264	0
100189257	0
105369199	0
100996721	0
100126488	1
101929798	0
2210	49
100996318	22
337875	10
653820	67
653464	90
100873165	0
647121	12
101929815	0
100189261	0
101954269	0
26863	0
791227	0
105369140	0
388692	0
100189142	0
100189326	0
199882	0
100189356	0
100132417	30
100996713	10
554282	37
100996712	58
101060524	0
730262	0
101954267	0
100189323	0
284565	497
100189127	0
728945	0
105371215	0
1818	0
645166	24
647135	80
728833	55
101929805	0
102724235	12
103091866	84
645142	0
101954266	3
7214	1
100288142	217
100126510	0
101060254	0
101929780	23
653519	131
5174	3
11126	6
27246	313
10623	420
200035	63
10401	701
102466191	0
148741	269
8515	45
8799	511
114814	15
9939	2443
128077	144
84265	113
284615	13
10628	1896
148738	0
100189384	0
100189064	0
100188991	0
100189198	0
101954276	0
101928979	0
100132406	37
388677	107
170688	0
105371242	0
102724558	18
100288805	25
105373468	4
149013	250
728989	1
100189334	0
101447996	0
644861	0
5565	237
171423	389
2330	20
9557	725
100289211	0
607	632
51205	320
2702	110
2703	0
51463	184
100034743	4
100189140	0
26864	1
100189193	0
200030	213
101927468	0
100189056	0
100189307	0
100189174	0
100188998	0
100847044	0
101954273	1
102466225	0
26860	0
100132057	20
101954272	1
388685	200
644591	0
25832	147
100996763	138
440672	0
9659	963
400818	342
653513	20
100996761	18
101060226	280
653598	0
57234	123
644634	0
100189228	0
102723955	2
100189059	0
440689	23
2209	171
101927767	49
653604	0
8370	1
105371405	0
126961	0
8337	11
337873	8
723790	6
333932	0
554313	3
8349	103
8338	31
317772	2
51027	186
9900	49
10262	1547
10903	294
56957	460
105373477	0
11311	717
51177	951
81611	2299
23632	6
51107	3627
79630	55
148523	50
54460	1254
9129	1309
23248	704
80222	768
102465529	1
1893	241
100874054	1
54507	211
105371437	9
100422997	0
574406	0
4170	5662
2029	2433
55204	396
84072	4
1520	1671
1513	765
405	494
9869	984
29956	1747
8416	46
55793	122
58497	588
149428	30
54964	34
56882	1701
10962	138
126626	51
10500	131
100534012	0
79626	43
388695	146
79005	15
29765	46
6944	1174
8394	1040
5710	2212
57592	884
5298	2308
5993	748
8991	540
5692	4024
23126	1246
57530	481
7286	375
693139	0
81609	402
11189	2
284485	0
65005	938
51686	27
11022	208
339398	8
6097	122
100191040	37
100132111	7
284486	25
117145	298
6281	610
441908	0
6282	2915
100131107	0
126637	0
7062	10
126638	0
388697	1
2312	10
339400	7
388698	0
49860	0
254910	0
54544	0
353145	0
84648	0
353144	0
353143	0
353142	0
353141	0
353140	0
26239	0
353139	0
199834	0
100129271	0
448834	0
353137	0
353135	0
353134	0
353133	0
353132	0
353131	0
448835	0
4184	0
3713	4
163778	0
6698	3
6707	0
6699	5
6703	0
6700	0
6701	0
6704	0
6705	0
6702	0
6706	0
101928009	0
149018	0
574414	0
4014	4
114771	3
57115	7
6280	687
6283	1
6279	136
338324	10
645922	0
6278	17
6277	589
6276	0
6275	318
101928034	4
6274	2
6273	10
140576	951
57402	646
6284	299
6271	40
26097	1601
23557	266
3608	3654
100189015	0
4881	77
102466879	0
65123	7
11000	0
343052	0
105371448	0
57459	11
9909	1552
200186	861
27173	2397
102465441	0
148327	276
10899	2261
5872	568
6232	3439
91181	2
100847024	0
7170	5160
100126346	0
388701	1
25912	2497
9898	4270
10456	985
89872	0
57198	328
3570	173
126669	25
126668	7
55585	1417
100874097	6
1141	38
103	9947
3782	49
10654	526
57326	991
90780	1039
101928120	28
6464	1755
1163	1531
100423020	3
80308	1504
55891	0
51043	1285
127579	25
149095	11
100505666	14
8751	6114
1945	305
1944	169
1942	1134
55974	395
54344	758
200185	1024
80128	47
4582	500
693235	0
7059	578
4580	235
2630	32
2629	14
10712	3
10067	1
1196	0
57657	0
5313	0
2224	2024
284618	6
23623	1093
55870	891
693140	0
645682	1
645676	33
55154	399
55249	1242
7818	1655
100129405	120
54856	642
23208	101
6016	371
22889	1105
677823	4
677771	0
339403	0
9181	1664
102465442	0
105371729	10
6746	2479
56893	1773
28956	558
57111	975
92312	3313
4000	5260
64218	1060
9673	665
11243	319
100527963	12
632	7
79957	500
23381	3179
84283	335
112770	490
391104	0
7203	8503
128229	9
57127	5
10485	3
407046	0
4209	709
128239	1424
164118	34
128240	2223
54865	496
101928177	0
60484	7
63827	38
10763	2484
1382	7032
81875	1190
51093	286
79590	499
3068	9935
5546	2213
9047	111
4914	28
3645	23
375033	118
149499	1
9826	1819
768220	5
440695	7
2117	943
360155	0
83416	107
83417	0
115352	28
79368	33
115350	22
922	0
55243	470
646268	0
912	26
909	37
911	11
910	3
913	8
128360	0
391107	0
391109	0
343406	0
391112	0
128366	0
128367	0
128368	0
6708	3
81448	0
391114	0
128371	0
128372	0
81442	0
4332	123
149628	44
3428	2984
9447	119
100189166	0
57863	20
100131825	5
2532	42
2205	3
441911	0
26476	0
127385	0
325	0
1401	2
54935	570
343413	23
56833	196
284677	12
391123	11
25790	21
100422852	0
8407	12689
57549	1675
89886	3
100505633	12
93183	343
3766	36
3765	11
93185	759
477	0
480	0
844	5
729867	13
8682	1663
50717	1475
5824	656
4807	26
1314	4188
474338	2
23385	1505
57216	1098
114836	60
8832	238
6504	47
962	163
57823	385
4063	30
51744	21
55600	0
101928372	0
142683	2
50848	3047
100131187	343
7391	1024
257106	653
81607	742
126823	19
5202	1382
4817	268
9191	484
51506	910
27005	843
5498	317
8703	981
9507	979
4720	1881
2207	403
336	2
84134	345
100847090	0
9970	29
654790	40
4359	7
6391	1252
257177	69
100189373	0
100189407	3
100189402	0
100188997	0
100189412	2
100189394	0
100189366	0
100189091	0
100189260	0
100189235	0
100189009	0
100189252	0
100189385	0
100189141	0
100189290	0
100189316	0
100189230	0
100189259	0
100189188	0
100189134	0
100189364	0
100189160	0
100189017	0
100189039	0
100189120	0
100189139	0
100189274	0
2212	430
100189380	0
3310	238
100189018	0
100189011	0
100189126	0
2214	1137
9103	51
3311	210
100189003	1
2215	11
2213	54
641311	1
84824	13
127943	12
11266	194
102724329	0
22926	883
25903	403
9722	52
100616386	0
693141	0
284680	2
400793	165
117157	4
127933	1626
6675	1022
4921	707
51478	160
339512	0
5999	85
8490	543
101928404	1
83540	371
100422212	0
5087	1731
100505795	0
4009	0
6258	0
400794	0
440699	0
4259	531
223	1210
440700	1
54499	1436
100147773	2
7371	1590
100500832	0
149297	20
100126349	0
116123	1
57645	1577
117143	239
387597	16
84944	0
10223	11
92235	0
101928484	0
5451	460
919	154
8804	1095
92241	223
100189211	0
100189019	0
9019	2216
55811	2
25874	558
55827	486
100313835	0
23432	469
261726	720
375035	145
84832	114
9095	34
693142	0
100505918	0
101928565	0
6846	8
6375	5
1805	159
79100	1
101978719	0
101928596	44
481	1088
29922	125
8548	240
57821	3
10560	260
2153	11
6403	23
6402	117
6401	34
92342	96
55732	333
57147	196
22920	492
149281	4
100423010	0
100422839	0
284688	1
101928650	7
92344	138
5396	1882
80133	0
2328	11
100302178	0
100847009	0
388714	14
2327	194
2326	60
2329	42
7151	5
23215	3137
4653	0
8674	176
51603	1200
26052	25
100874284	0
100628315	44
406996	0
100422882	0
406977	0
102724541	2
92346	0
5279	427
51430	590
356	81
8995	1
7292	80
100506023	17
101928673	11
9588	3260
284525	0
730159	0
339416	20
27252	235
91687	221
55157	262
100506046	4
60674	700
26769	2
26802	21
26774	39
26770	4
692198	10
26806	20
692197	2
692196	8
692195	0
619498	26
84614	34
462	0
149041	342
102724601	0
9910	389
9293	0
101928696	0
27101	2530
63931	304
63923	63
9674	304
7143	3
101928727	0
101928751	0
64326	612
677679	1
60676	4
460	4
574441	0
57795	0
102724661	0
101928778	0
89866	192
730102	211
100302401	10
9462	261
400797	3
84066	0
105373472	0
400798	12
100616328	0
55103	60
9068	17
9917	1168
64222	1288
27	534
6646	571
126859	5
7827	0
163589	94
148753	5
163590	615
26092	557
9857	511
5768	3466
200058	869
89884	21
100527964	63
84320	817
100423032	0
148756	0
9213	472
57710	29
10228	1130
3140	490
51278	717
101928973	0
100287948	0
777	7
127665	8
400799	1
2752	5679
127670	0
388719	0
353299	2
6041	127
6004	284
284648	4
85397	5
80896	189
1660	3377
81626	0
3915	2085
3918	292
23057	11
284649	1
9887	1623
4688	242
10092	2007
23179	405
403314	0
23127	13
116461	616
102724846	0
81563	184
80267	514
116496	627
101929069	0
6045	161
81627	197
54823	48
10625	1728
100288079	0
101929093	0
83872	145
10216	3
7175	1645
54953	288
10896	5
102724919	4
5132	0
5743	9
103752588	2
5321	49
104169671	0
101929766	0
339479	6
101929120	1
440704	0
64407	23
431704	0
5996	262
6003	4
100616345	18
5997	75
102724954	0
51377	1114
6738	270
51022	136
79577	640
100302163	0
8707	0
101929184	0
343450	7
100616363	0
3075	420
10878	0
3078	0
10877	0
3080	0
81494	0
2165	0
259266	786
360023	268
23418	1
163486	262
388722	48
56956	0
140609	472
127124	0
5788	678
100131234	0
406955	0
406995	0
102800316	0
104266961	0
400800	0
2494	36
554279	0
23528	302
9928	365
83479	324
101929224	5
23271	538
2848	35
55765	630
23046	355
779	0
647219	1
252839	1512
91156	5
5317	2330
7139	93
3898	1470
7135	19
23612	580
1465	1824
376693	17
89796	437
100873949	7
100847050	0
100302158	0
55705	2432
102466724	1
149345	62
25802	80
10440	1377
6051	1738
102465443	1
1999	5401
9283	34
127829	930
5778	276
148713	6
59352	72
29089	638
4660	276
127833	23
10765	2121
100506696	99
641515	0
148709	14
5877	252
59349	507
51094	1626
51706	425
100506747	6
92703	1508
8497	378
4656	0
134	91
4608	15
1116	1254
1118	43
100506775	0
730227	1
7832	538
2331	208
5549	221
26254	0
493	1375
677843	4
84719	4
54900	74
9877	1741
100381270	114
6635	1167
284573	22
9580	562
55224	62
101929441	1
5972	0
3814	2
127845	30
22874	317
127841	0
84919	1307
5287	257
100189122	0
100189425	0
4194	466
10446	472
23114	55
6900	6
388730	37
5929	492
25778	431
9911	70
81788	44
55220	42
284576	5
93273	22
101669762	53
105371697	22
442891	5
100189098	0
5129	1044
284578	6
148808	25
2005	659
85414	211
64710	7798
8934	357
254428	598
148811	1
284581	42
115019	41
103021296	5
103021295	2
338382	77
1510	1
440712	6
553	0
729533	63
23380	561
9641	561
102466202	0
83593	450
1939	432
8444	113
9261	2800
3586	6
29949	1
50604	0
11009	2
9214	122
5284	158
83953	8
79098	106
5208	211
55432	195
725	5
722	0
1604	447
1380	12
1378	56
1379	12
4179	2154
407026	5
407025	2
148696	0
947	311
105372883	9
5362	223
642587	171
406988	4
57172	1
3914	261
100422894	0
50486	51
3290	32
80342	188
148304	51
3664	996
27042	552
255928	0
574036	5
56256	73
105373474	0
55733	60
3756	0
55758	589
7188	219
84791	32
343035	0
7779	247
4751	459
9926	836
102723727	0
25896	729
51514	601
100131205	6
100422947	0
101929541	1
5525	404
692157	0
55248	318
29937	898
101929565	1
467	320
149647	0
55509	40
25936	243
128387	117
149643	0
642946	3
28982	627
79805	1025
90806	291
26750	312
100505832	0
100861504	0
5629	28
105372911	1
56950	482
5784	720
1063	2641
3776	7
101929612	0
51133	555
7399	0
102723833	0
2104	14
55105	212
128153	9
103752555	0
100885798	0
101929631	0
51018	507
728463	1
7042	160
103611157	0
643723	6
127018	171
102723886	15
55532	0
2058	2858
10380	1593
55699	2983
406997	0
406969	0
25782	770
100302234	0
677818	0
6791	21
4139	223
79762	374
54996	227
64757	376
101929730	0
100873924	1
105373280	6
3142	120
400804	1
11221	81
101929771	3
100189378	0
79802	17
9015	190
100506161	8
375056	846
64853	389
148362	486
400823	0
84976	66
7100	112
55061	243
164127	2
388743	4
824	2196
7159	866
105369195	189
441124	13
23219	724
8560	1267
101927143	1
101927164	0
4931	518
100313769	1
29097	748
80232	1608
100616468	0
149111	48
127602	161
3930	1495
55740	3961
6726	3109
2052	1255
9725	1171
10637	8
29920	983
102466270	0
7044	131
163859	518
3020	5516
64746	1015
83881	3
286826	338
142	6221
375057	118
3707	694
100506443	0
5664	337
56997	829
105379282	9
8476	645
339500	90
100130093	42
65094	378
116841	1020
105373289	4
339501	0
7483	55
100847072	0
101060022	1
89780	0
100506571	1
375	11218
100500810	0
79169	756
128308	466
2987	3468
57165	110
574432	5
200205	323
574407	4
84033	484
101927401	5
81559	1111
102465444	0
51127	48
8290	1
92815	130
128312	7
100616308	3
149603	2971
100129094	7
100169751	0
100169753	0
100169754	0
100169755	0
100169756	0
100169757	0
100169758	0
100169759	0
100169760	0
100169761	0
100169762	0
100169763	0
100169764	0
100169765	0
100169766	0
100169767	0
58480	179
574029	90
100169768	0
105373132	123
5867	291
10638	0
126731	456
58	6
55746	1018
