Geneid	Samtools sort on 317(S)
347735	2850
149086	1
284551	2
64129	1925
3061	3
553115	773
1307	953
576	981
100423028	0
90853	107
8073	4127
10657	2203
55116	247
100847018	0
23633	1519
200081	1330
79140	68
56063	127
55721	82
149069	15
8668	2168
339483	115
84734	42
3932	76
3065	2828
65108	8356
100128071	133
81629	181
55108	3078
728116	0
653121	218
339487	210
5928	1855
81493	39
57648	4745
8565	1072
64766	386
252995	30
3208	13
113452	1253
127544	518
204	1685
113451	137
55223	232
149076	439
127550	2
1912	1144
100500853	3
101929464	4
7579	99
114784	99
127540	0
402779	0
84970	8
693137	0
2709	178
127534	99
2707	214
2701	125
113444	628
58512	19
653160	46
100506144	191
9204	320
79830	213
6421	4547
9202	708
79932	751
23154	531
339488	22
5690	1919
127703	508
63967	218
192670	371
26523	401
192669	246
27285	7
54936	460
1296	581
27095	809
55700	3075
9967	2141
79729	367
55194	1086
83931	1165
84967	372
127700	46
64960	559
1441	163
2899	524
100422898	0
728431	46
80149	511
102465438	1
64769	844
100847010	3
79753	288
7802	11
29889	855
284654	0
54955	282
55143	417
284656	253
149175	351
79693	348
127687	901
4520	495
3633	235
10946	801
2275	252
51118	395
5453	11
100500801	0
339442	0
64121	413
100527950	0
26292	0
81025	0
54933	86
79647	814
4725	1464
23499	1440
643314	40
105378950	0
353500	461
728448	17
8761	1465
101929516	5
677834	2
26508	154
84618	0
51440	2
10450	316
656	403
64064	18
105378951	2
101929536	4
54802	85
4610	177
84879	92
10487	3863
5538	1091
6018	260
127391	0
10269	734
1298	242
64744	293
65243	26
339559	57
64789	101
127396	30
9783	196
100130557	15
4802	357
407034	0
407031	1
9132	52
163732	601
1503	324
100507178	14
200172	9
22955	311
100132074	329
1907	49
59269	333
2981	0
2980	0
22887	580
284716	10
84217	18
79717	721
728621	26
10465	177
4904	5157
149461	0
64175	498
79078	60
100129924	3
374969	96
114625	196
51058	116
339539	0
6513	1404
440584	0
105378684	0
440585	9
10969	741
102465439	0
149465	5
128218	324
149466	133
7075	234
4352	13
991	328
64834	1082
102466723	0
112950	364
23334	501
102465440	0
81888	3
5792	8751
9682	582
100132774	10
6487	74
101929592	0
102464830	0
9048	119
9670	530
1802	352
533	1531
8704	671
149473	116
6536	340
128209	1
105378952	0
55929	387
79033	704
100874278	8
55182	718
100847089	0
79639	94
339541	25
26828	0
26830	0
11004	397
6202	6797
26811	10
94161	3
94162	2
94163	18
266675	22
1263	341
343521	12
149478	148
8643	31
8891	247
79654	805
7389	291
57643	23
400752	14
84842	36
4595	192
114034	98
10420	79
126661	16
25974	42
5052	3316
10327	1214
4678	842
149483	18
60313	1159
728963	8
51249	299
3652	134
23139	1304
8503	1531
101929626	1
10103	1427
55624	740
541468	4
8438	167
10489	1395
7388	914
387338	274
2166	264
729041	3
101929651	0
127343	49
100507423	3
148930	0
8569	321
148932	234
64756	410
374973	0
100130197	2
9813	1253
1580	6
163720	6
1579	1
260293	37
199974	0
284541	0
100874253	0
10158	123
6886	31
6491	215
51727	1190
102724077	0
2301	1
84793	38
2306	18
388630	19
391037	0
200010	9
54558	82
84871	3
79656	4
101929721	0
100874313	0
1996	1
63950	12
11124	394
1031	148
100616189	0
102466656	0
284546	0
26994	1416
22996	1001
102724097	4
2060	572
114883	625
4898	1479
100313892	0
5865	149
51060	595
112970	0
104355143	0
91408	815
9372	215
200014	651
4998	65
84950	410
23318	307
105378722	0
2882	151
348378	7
65260	165
79699	344
440590	83
55268	646
6342	1190
100616156	0
100616458	0
100616145	0
127435	639
6512	16
1376	380
54987	390
4116	380
100507564	10
7804	418
163742	0
63948	0
148979	17
105369175	1
55706	447
54432	473
1733	9
51668	217
115353	463
388633	59
9528	7053
127428	319
100616315	0
200008	3
606495	182
51253	938
23648	512
619518	12
26027	64
338094	5
374977	7
100527960	3
7268	4
25973	106
55001	212
163747	2
1718	8290
100126514	0
199964	56
7809	5
255738	12
23358	612
100507634	13
100616272	0
8613	357
5563	183
199920	4
731	0
732	1
1600	4
101926890	0
115209	107
4070	3007
114803	298
3725	2417
100131060	3
101926925	2
729467	0
55277	65
100616409	0
101926944	0
51361	730
1573	54
127795	0
101926964	0
100996570	0
4774	973
645030	0
414927	0
83941	605
10207	1034
100422902	0
100422946	0
54596	0
163782	75
7398	564
85440	367
27329	1
84938	99
199899	0
100996301	34
27022	15
102464823	0
29929	211
23421	142
84455	64
79469	4
5236	622
4919	21
101927034	0
148581	0
57685	99
100616338	0
55225	115
3716	1313
101927084	0
105378775	0
100500854	0
406893	0
205	317
9829	93
54741	838
3953	29
5142	517
101927139	0
84251	240
100422871	0
200132	2
10022	0
79819	36
57708	359
23169	422
400757	0
149233	0
3595	32
26135	3248
1647	670
55970	760
100289178	6
9077	4
79971	286
100302279	0
6121	0
55635	186
101927220	0
57554	14
5301	0
55631	337
9295	3261
81573	294
11147	55
1491	63
101927244	2
5733	51
100132618	32
9406	1309
406962	8
100852410	0
257194	28
100852409	0
101927295	0
127255	1
100526835	0
8790	208
51086	0
105378804	0
105378803	0
127254	12
101927320	0
1429	458
127253	132
431707	16
204962	19
34	470
1744	9
5876	696
692085	6
26805	2
26804	4
4438	5
127247	0
101927342	0
256435	7
81849	72
102466995	0
10026	245
26289	26
26009	455
23032	869
374986	429
374987	3
91624	179
8880	918
11080	240
54810	4
149047	0
5737	1
10964	699
10561	699
64123	124
101927412	0
23266	103
101927434	0
101927498	1
101927587	1
101927560	0
79739	72
5567	160
148418	3
391051	0
58511	0
80135	338
2787	758
100505741	7
1486	158
103695366	0
439927	0
117178	298
23566	146
255231	106
55283	32
126820	1
100616481	0
84144	91
148423	222
8915	489
646626	0
23576	279
3491	1699
54680	240
255631	35
57489	317
102465842	0
9635	227
1179	0
22802	0
9629	0
105378828	16
51100	1231
9403	1137
9653	406
339524	6
101927844	0
105378832	0
8543	568
100505768	0
101927891	1
5586	514
2959	167
56267	164
494115	166
2635	125
2633	695
2634	626
388646	0
115361	376
115362	289
729930	0
163351	5
400759	19
23507	245
84230	149
400761	0
55144	228
105378846	0
492303	7
284695	267
343472	0
84146	515
164045	5
8317	115
7049	91
676	0
253152	24
646817	1
284697	6
23285	42
388649	0
11146	101
79871	101
2672	21
7813	156
6125	4620
388650	106
6083	0
26782	0
22823	324
50999	716
343099	42
100131564	164
1810	752
54874	1273
100126520	1
8412	422
100129046	3
100126348	0
100189133	0
30836	422
2730	333
24	15
9411	993
5825	759
2152	43
101928079	12
100616321	0
126969	97
1266	1806
105378862	2
729970	18
199857	58
101928098	0
148534	249
100527978	14
101928118	2
25950	79
440594	0
100996635	0
102723661	0
101928241	0
58155	159
1806	158
100873932	0
100873933	0
400765	0
100616452	0
406928	0
729987	0
51375	244
163404	1
100129620	0
9890	43
101928270	0
54873	63
391059	67
178	280
23443	462
64645	527
163786	134
54482	143
127495	5
1629	271
100506007	7
8634	608
693138	0
8556	66
54112	1
100128787	0
7412	329
2135	177
148867	397
51611	109
102606465	34
101928334	0
101928370	1
1901	97
104355286	0
118427	0
94236	0
1301	2245
101928436	0
55599	114
280	58
648740	4
279	0
276	0
277	0
278	0
100129138	0
101928476	0
55170	116
22854	1
10451	2156
102465839	0
100873946	0
29957	1243
148545	24
653149	11
284611	223
113802	267
55119	763
163479	0
6814	350
254268	0
642864	0
29899	149
23155	377
22911	210
6884	183
56900	476
677766	1
127003	1
57535	1040
6301	1334
1952	1108
84722	155
343263	0
6272	1039
5686	775
284612	5
127002	189
284613	311
57463	85
83873	1
2773	1372
406974	0
2780	2
271	626
2948	56
2946	39
2944	1
2949	4
2947	69
79574	0
1435	504
10768	1634
85369	228
257	43
104355139	0
164153	1
388662	25
100873974	0
3749	92
440600	3
64783	204
9122	85
10542	611
101410535	2
84432	0
643160	0
440602	2
3744	0
3737	4
3738	71
963	314
55791	158
128338	516
10390	294
79961	217
1117	17
149620	0
27159	0
128344	17
441897	0
5016	32
79084	335
515	1013
128346	68
57413	20
140	25
100129269	6
5906	767
55924	43
100506343	0
101928718	0
11218	175
3752	4
100874295	0
100873995	0
643355	0
55917	324
100422976	0
7482	14
54879	87
829	1856
4343	551
389	3365
333926	79
284467	5
100996702	0
6566	101
246182	0
100506392	3
100996251	0
9860	116
643441	3
260425	287
10745	146
54665	210
100287722	7
26191	38
440603	8
10717	170
64858	124
101928846	1
204851	813
56944	464
148281	0
51592	550
10286	396
163259	35
270	2
4893	865
7812	5251
80143	470
6847	0
7252	0
10100	65
4803	4
81839	580
845	1
4808	2
101928995	0
101928977	0
55356	53
126868	9
476	3244
84852	16
101929023	0
965	182
100616384	0
3321	1580
100302117	0
388667	0
914	70
5738	1309
9398	22
101929099	1
8458	253
100126331	0
80263	86
79679	283
104355292	0
10905	648
100996263	0
54855	321
54834	149
10885	346
200162	15
6913	71
10352	83
104472716	0
101929147	46
51179	1
100874270	0
3284	0
3283	0
128102	0
644242	7
90874	67
26227	409
3158	7
83998	0
343505	0
11085	0
4853	2009
9554	887
105378954	22
728841	227
767846	15
100996724	90
101929796	38
101060684	169
100189005	1
101954277	1
653505	0
728855	368
101954264	2
100189257	10
105369199	1
100996721	0
100126488	2
101929798	0
2210	15
100996318	6
337875	1
653820	40
653464	91
100873165	0
647121	4
101929815	0
100189261	0
101954269	0
26863	0
791227	0
105369140	0
388692	1
100189142	0
100189326	0
199882	1
100189356	0
100132417	16
100996713	0
554282	6
100996712	27
101060524	0
730262	0
101954267	0
100189323	0
284565	267
100189127	0
728945	0
105371215	0
1818	0
645166	6
647135	71
728833	24
101929805	0
102724235	45
103091866	119
645142	1
101954266	4
7214	0
100288142	72
100126510	0
101060254	0
101929780	20
653519	153
5174	26
11126	13
27246	238
10623	316
200035	56
10401	978
102466191	0
148741	27
8515	27
8799	398
114814	11
9939	1215
128077	124
84265	97
284615	4
10628	1259
148738	0
100189384	0
100189064	0
100188991	0
100189198	0
101954276	3
101928979	3
100132406	32
388677	196
170688	0
105371242	0
102724558	4
100288805	4
105373468	7
149013	254
728989	3
100189334	0
101447996	0
644861	1
5565	396
171423	330
2330	141
9557	526
100289211	2
607	969
51205	251
2702	92
2703	0
51463	92
100034743	3
100189140	0
26864	0
100189193	0
200030	164
101927468	0
100189056	0
100189307	0
100189174	0
100188998	0
100847044	3
101954273	1
102466225	0
26860	0
100132057	26
101954272	15
388685	184
644591	0
25832	281
100996763	276
440672	4
9659	554
400818	252
653513	55
100996761	3
101060226	271
653598	1
57234	512
644634	3
100189228	0
102723955	2
100189059	0
440689	6
2209	129
101927767	15
653604	0
8370	0
105371405	0
126961	0
8337	7
337873	1
723790	4
333932	0
554313	1
8349	94
8338	21
317772	1
51027	107
9900	12
10262	1057
10903	197
56957	472
105373477	0
11311	453
51177	450
81611	1037
23632	10
51107	2983
79630	36
148523	76
54460	432
9129	996
23248	521
80222	558
102465529	6
1893	715
100874054	2
54507	163
105371437	5
100422997	0
574406	7
4170	5869
2029	2528
55204	521
84072	1
1520	975
1513	1655
405	698
9869	669
29956	2731
8416	202
55793	440
58497	449
149428	362
54964	49
56882	2659
10962	163
126626	80
10500	194
100534012	0
79626	46
388695	170
79005	21
29765	14
6944	707
8394	1277
5710	1911
57592	815
5298	1468
5993	590
8991	728
5692	2982
23126	1270
57530	1362
7286	1049
693139	0
81609	604
11189	13
284485	2
65005	602
51686	51
11022	217
339398	0
6097	376
100191040	46
100132111	9
284486	9
117145	203
6281	2389
441908	0
6282	7336
100131107	1
126637	1
7062	51
126638	1
388697	3
2312	5
339400	4
388698	0
49860	0
254910	0
54544	9
353145	0
84648	0
353144	0
353143	0
353142	0
353141	0
353140	0
26239	0
353139	0
199834	0
100129271	0
448834	0
353137	0
353135	0
353134	0
353133	0
353132	1
353131	0
448835	0
4184	0
3713	238
163778	0
6698	25
6707	40
6699	84
6703	0
6700	0
6701	0
6704	1
6705	0
6702	0
6706	0
101928009	0
149018	0
574414	2
4014	0
114771	0
57115	5
6280	1111
6283	0
6279	572
338324	3
645922	0
6278	119
6277	3937
6276	4
6275	464
101928034	4
6274	5
6273	44
140576	3921
57402	3509
6284	1012
6271	1253
26097	1341
23557	554
3608	2351
100189015	0
4881	46
102466879	0
65123	8
11000	0
343052	0
105371448	0
57459	13
9909	1091
200186	910
27173	2146
102465441	0
148327	719
10899	1983
5872	1041
6232	3543
91181	2
100847024	0
7170	5448
100126346	0
388701	0
25912	2523
9898	3043
10456	877
89872	0
57198	438
3570	501
126669	81
126668	25
55585	1124
100874097	0
1141	11
103	5669
3782	52
10654	716
57326	1663
90780	874
101928120	19
6464	2139
1163	628
100423020	0
80308	887
55891	0
51043	2082
127579	34
149095	24
100505666	33
8751	4514
1945	266
1944	368
1942	1347
55974	765
54344	295
200185	931
80128	157
4582	2297
693235	0
7059	596
4580	151
2630	11
2629	26
10712	0
10067	2
1196	0
57657	0
5313	0
2224	1740
284618	7
23623	1266
55870	1059
693140	0
645682	0
645676	18
55154	224
55249	1026
7818	1295
100129405	70
54856	669
23208	107
6016	521
22889	1015
677823	2
677771	0
339403	0
9181	1948
102465442	0
105371729	0
6746	2001
56893	1284
28956	797
57111	1136
92312	737
4000	4482
64218	384
9673	538
11243	234
100527963	4
632	10
79957	787
23381	2137
84283	690
112770	795
391104	1
7203	4963
128229	3
57127	33
10485	8
407046	0
4209	1950
128239	1348
164118	1
128240	1596
54865	263
101928177	2
60484	4
63827	47
10763	644
1382	3950
81875	688
51093	383
79590	540
3068	4518
5546	1282
9047	54
4914	7
3645	7
375033	90
149499	1
9826	1295
768220	0
440695	0
2117	646
360155	0
83416	37
83417	4
115352	8
79368	0
115350	0
922	0
55243	642
646268	0
912	16
909	0
911	1
910	0
913	2
128360	0
391107	0
391109	0
343406	0
391112	0
128366	0
128367	0
128368	0
6708	2
81448	0
391114	0
128371	0
128372	0
81442	0
4332	123
149628	0
3428	613
9447	33
100189166	0
57863	0
100131825	0
2532	7
2205	6
441911	0
26476	0
127385	0
325	0
1401	0
54935	586
343413	13
56833	242
284677	30
391123	12
25790	24
100422852	0
8407	11827
57549	789
89886	2
100505633	4
93183	347
3766	15
3765	0
93185	2094
477	1
480	5
844	14
729867	12
8682	2919
50717	1337
5824	961
4807	8
1314	4891
474338	5
23385	2121
57216	554
114836	19
8832	207
6504	26
962	50
57823	210
4063	16
51744	1
55600	0
101928372	0
142683	0
50848	3267
100131187	488
7391	633
257106	423
81607	2149
126823	93
5202	882
4817	444
9191	570
51506	1063
27005	473
5498	261
8703	996
9507	328
4720	1382
2207	412
336	0
84134	208
100847090	0
9970	6
654790	11
4359	6
6391	1296
257177	192
100189373	1
100189407	2
100189402	1
100188997	2
100189412	1
100189394	0
100189366	0
100189091	0
100189260	0
100189235	0
100189009	0
100189252	0
100189385	0
100189141	0
100189290	0
100189316	0
100189230	0
100189259	0
100189188	0
100189134	0
100189364	0
100189160	0
100189017	0
100189039	0
100189120	0
100189139	0
100189274	0
2212	253
100189380	0
3310	297
100189018	0
100189011	0
100189126	0
2214	1024
9103	85
3311	335
100189003	0
2215	147
2213	39
641311	0
84824	5
127943	58
11266	170
102724329	0
22926	1140
25903	989
9722	21
100616386	0
693141	0
284680	2
400793	91
117157	3
127933	2401
6675	1159
4921	284
51478	198
339512	4
5999	72
8490	418
101928404	0
83540	317
100422212	0
5087	2587
100505795	0
4009	1
6258	3
400794	0
440699	0
4259	1824
223	937
440700	0
54499	1258
100147773	13
7371	993
100500832	0
149297	27
100126349	0
116123	3
57645	1358
117143	231
387597	26
84944	0
10223	1
92235	1
101928484	0
5451	449
919	24
8804	1142
92241	128
100189211	0
100189019	0
9019	1553
55811	2
25874	1078
55827	1194
100313835	0
23432	156
261726	723
375035	70
84832	81
9095	48
693142	0
100505918	0
101928565	0
6846	2
6375	2
1805	208
79100	0
101978719	0
101928596	35
481	1123
29922	157
8548	437
57821	8
10560	201
2153	15
6403	10
6402	55
6401	41
92342	127
55732	215
57147	343
22920	527
149281	5
100423010	0
100422839	0
284688	0
101928650	3
92344	160
5396	930
80133	2
2328	29
100302178	0
100847009	0
388714	0
2327	13
2326	39
2329	74
7151	1
23215	2189
4653	0
8674	284
51603	916
26052	55
100874284	0
100628315	117
406996	0
100422882	0
406977	0
102724541	14
92346	0
5279	480
51430	1170
356	9
8995	0
7292	58
100506023	18
101928673	7
9588	2342
284525	0
730159	0
339416	6
27252	314
91687	148
55157	450
100506046	11
60674	647
26769	7
26802	11
26774	40
26770	8
692198	2
26806	8
692197	1
692196	14
692195	0
619498	32
84614	46
462	2
149041	518
102724601	1
9910	392
9293	0
101928696	0
27101	1643
63931	400
63923	13
9674	1313
7143	0
101928727	0
101928751	0
64326	783
677679	0
60676	1
460	0
574441	0
57795	1
102724661	0
101928778	0
89866	113
730102	149
100302401	2
9462	400
400797	2
84066	3
105373472	3
400798	32
100616328	0
55103	339
9068	16
9917	1193
64222	626
27	401
6646	311
126859	3
7827	0
163589	90
148753	2
163590	1084
26092	701
9857	555
5768	1935
200058	811
89884	40
100527964	107
84320	523
100423032	0
148756	0
9213	548
57710	46
10228	1114
3140	262
51278	1380
101928973	0
100287948	1
777	2
127665	0
400799	0
2752	10091
127670	0
388719	1
353299	0
6041	186
6004	300
284648	6
85397	3
80896	230
1660	2346
81626	0
3915	2059
3918	2726
23057	178
284649	10
9887	1420
4688	280
10092	3248
23179	384
403314	3
23127	5
116461	382
102724846	0
81563	755
80267	1206
116496	416
101929069	0
6045	299
81627	375
54823	132
10625	1097
100288079	0
101929093	0
83872	129
10216	6
7175	1626
54953	406
10896	7
102724919	2
5132	0
5743	1
103752588	0
5321	25
104169671	0
101929766	0
339479	0
101929120	0
440704	0
64407	9
431704	0
5996	102
6003	1
100616345	12
5997	94
102724954	0
51377	666
6738	436
51022	130
79577	844
100302163	0
8707	4
101929184	0
343450	10
100616363	0
3075	543
10878	0
3078	0
10877	0
3080	0
81494	0
2165	0
259266	415
360023	463
23418	4
163486	378
388722	47
56956	0
140609	1015
127124	0
5788	392
100131234	0
406955	0
406995	0
102800316	0
104266961	0
400800	0
2494	7
554279	1
23528	431
9928	237
83479	367
101929224	1
23271	701
2848	9
55765	1086
23046	476
779	1
647219	5
252839	1511
91156	7
5317	609
7139	23
3898	1708
7135	27
23612	973
1465	1904
376693	22
89796	1118
100873949	1
100847050	0
100302158	0
55705	1535
102466724	2
149345	320
25802	200
10440	929
6051	1508
102465443	1
1999	3100
9283	12
127829	1283
5778	88
148713	9
59352	145
29089	292
4660	275
127833	12
10765	1950
100506696	89
641515	10
148709	2
5877	423
59349	583
51094	2573
51706	1035
100506747	0
92703	1283
8497	152
4656	0
134	304
4608	6
1116	455
1118	41
100506775	2
730227	0
7832	1038
2331	595
5549	176
26254	0
493	1553
677843	1
84719	5
54900	41
9877	2046
100381270	131
6635	1032
284573	2
9580	870
55224	424
101929441	0
5972	1
3814	7
127845	38
22874	1524
127841	1
84919	994
5287	812
100189122	0
100189425	0
4194	516
10446	771
23114	846
6900	4
388730	30
5929	438
25778	526
9911	46
81788	51
55220	10
284576	0
93273	1
101669762	9
105371697	9
442891	0
100189098	0
5129	217
284578	2
148808	41
2005	716
85414	117
64710	4225
8934	497
254428	610
148811	0
284581	1
115019	5
103021296	0
103021295	0
338382	60
1510	0
440712	2
553	0
729533	38
23380	590
9641	243
102466202	0
83593	210
1939	338
8444	67
9261	3147
3586	14
29949	0
50604	10
11009	7
9214	99
5284	4
83953	0
79098	340
5208	396
55432	213
725	3
722	0
1604	1592
1380	1
1378	11
1379	2
4179	4993
407026	24
407025	1
148696	1
947	267
105372883	5
5362	350
642587	312
406988	5
57172	4
3914	1236
100422894	0
50486	57
3290	10
80342	86
148304	42
3664	1455
27042	539
255928	2
574036	18
56256	322
105373474	2
55733	129
3756	10
55758	633
7188	322
84791	73
343035	0
7779	396
4751	243
9926	1081
102723727	2
25896	385
51514	299
100131205	5
100422947	0
101929541	1
5525	865
692157	4
55248	251
29937	585
101929565	4
467	255
149647	1
55509	31
25936	221
128387	129
149643	0
642946	10
28982	240
79805	49
90806	407
26750	355
100505832	0
100861504	0
5629	20
105372911	0
56950	612
5784	381
1063	880
3776	17
101929612	0
51133	1300
7399	1
102723833	0
2104	43
55105	304
128153	32
103752555	0
100885798	0
101929631	0
51018	318
728463	0
7042	140
103611157	0
643723	3
127018	335
102723886	2
55532	0
2058	2473
10380	631
55699	1787
406997	0
406969	0
25782	735
100302234	0
677818	0
6791	65
4139	291
79762	388
54996	259
64757	175
101929730	2
100873924	0
105373280	3
3142	102
400804	0
11221	323
101929771	2
100189378	0
79802	348
9015	104
100506161	17
375056	1439
64853	624
148362	806
400823	0
84976	73
7100	68
55061	134
164127	0
388743	331
824	5393
7159	684
105369195	146
441124	11
23219	740
8560	1284
101927143	2
101927164	5
4931	464
100313769	0
29097	578
80232	3556
100616468	0
149111	85
127602	157
3930	711
55740	3397
6726	3182
2052	1186
9725	1408
10637	3
29920	1009
102466270	0
7044	0
163859	506
3020	6136
64746	1405
83881	7
286826	172
142	3320
375057	33
3707	758
100506443	0
5664	503
56997	821
105379282	16
8476	816
339500	237
100130093	27
65094	206
116841	586
105373289	4
339501	0
7483	479
100847072	1
101060022	6
89780	15
100506571	2
375	9937
100500810	0
79169	663
128308	473
2987	2560
57165	20
574432	6
200205	235
574407	17
84033	1070
101927401	11
81559	1083
102465444	0
51127	215
8290	1
92815	209
128312	8
100616308	0
149603	2769
100129094	4
100169751	0
100169753	0
100169754	0
100169755	0
100169756	0
100169757	0
100169758	0
100169759	0
100169760	0
100169761	0
100169762	0
100169763	0
100169764	0
100169765	0
100169766	0
100169767	0
58480	270
574029	3
100169768	0
105373132	1
5867	751
10638	0
126731	189
58	23
