Geneid	Samtools sort on 314(R)
57648	4310
8565	734
64766	263
252995	23
3208	3
113452	1007
127544	333
204	1335
113451	181
55223	298
149076	856
127550	1
1912	1769
100500853	1
101929464	0
7579	105
114784	42
127540	0
402779	0
84970	2
693137	0
2709	35
127534	3
2707	11
2701	179
113444	434
58512	35
653160	31
100506144	226
9204	190
79830	111
6421	2963
9202	640
79932	1771
23154	839
339488	17
5690	1001
127703	327
63967	76
192670	251
26523	340
192669	197
27285	7
54936	439
1296	1913
27095	814
55700	2249
9967	1551
79729	257
55194	2242
83931	658
84967	451
127700	112
64960	498
1441	960
2899	289
100422898	0
728431	184
80149	479
102465438	1
64769	982
100847010	1
79753	288
7802	551
29889	633
284654	54
54955	230
55143	88
284656	58
149175	71
79693	170
127687	1131
4520	306
3633	213
10946	693
2275	377
51118	291
5453	8
100500801	0
339442	0
64121	365
100527950	0
26292	2
81025	0
54933	17
79647	804
4725	644
23499	1550
643314	20
105378950	0
353500	207
728448	60
8761	1592
101929516	5
677834	3
26508	364
84618	7
51440	31
10450	468
656	215
64064	8
105378951	25
101929536	4
54802	177
4610	143
84879	24
10487	3832
5538	4757
6018	237
127391	0
10269	914
1298	381
64744	640
65243	20
339559	33
64789	87
127396	45
9783	95
100130557	13
4802	653
407034	0
407031	0
9132	17
163732	954
1503	235
100507178	8
200172	11
22955	466
100132074	388
1907	150
59269	174
2981	0
2980	0
22887	552
284716	12
84217	60
79717	895
728621	59
10465	251
4904	4356
149461	16
64175	797
79078	111
100129924	0
374969	134
114625	293
51058	185
339539	4
6513	1231
440584	12
105378684	3
440585	15
10969	729
102465439	0
149465	18
128218	498
149466	192
7075	400
4352	6
991	264
64834	1152
102466723	1
112950	302
23334	508
102465440	0
81888	2
5792	15381
9682	706
100132774	6
6487	208
101929592	0
102464830	0
9048	36
9670	541
1802	358
533	1804
8704	1146
149473	341
6536	203
128209	0
105378952	0
55929	393
79033	698
100874278	2
55182	841
100847089	0
79639	71
339541	66
26828	0
26830	0
11004	168
6202	8289
26811	16
94161	0
94162	0
94163	12
266675	15
1263	273
343521	10
149478	71
8643	53
8891	306
79654	1014
7389	741
57643	84
400752	12
84842	22
4595	190
114034	141
10420	248
126661	13
25974	147
5052	4734
10327	970
4678	840
149483	18
60313	1088
728963	5
51249	205
3652	206
23139	1026
8503	541
101929626	14
10103	68
55624	1087
541468	11
8438	71
10489	1173
7388	1102
387338	396
2166	1091
729041	38
101929651	1
127343	3
100507423	4
148930	0
8569	277
148932	188
64756	583
374973	2
100130197	0
9813	1824
1580	172
163720	13
1579	0
260293	94
199974	1
284541	1
100874253	16
10158	109
6886	36
6491	78
51727	1279
102724077	0
2301	2
84793	26
2306	15
388630	76
391037	0
200010	4
54558	96
84871	4
79656	22
101929721	0
100874313	1
1996	11
63950	3
11124	503
1031	547
100616189	0
102466656	0
284546	0
26994	1123
22996	1081
102724097	2
2060	684
114883	679
4898	1311
100313892	0
5865	19
51060	652
112970	0
104355143	0
91408	642
9372	275
200014	499
4998	19
84950	372
23318	248
105378722	2
2882	221
348378	5
65260	92
79699	213
440590	11
55268	361
6342	1037
100616156	0
100616458	0
100616145	0
127435	2068
6512	60
1376	370
54987	269
4116	195
100507564	13
7804	107
163742	0
63948	0
148979	73
105369175	1
55706	275
54432	398
1733	4
51668	109
115353	275
388633	40
9528	1770
127428	78
100616315	0
200008	0
606495	31
51253	527
23648	318
619518	6
26027	20
338094	2
374977	1
100527960	0
7268	3
25973	101
55001	204
163747	0
1718	10314
100126514	0
199964	23
7809	3
255738	13
23358	225
100507634	1
100616272	0
8613	1035
5563	9
199920	2
731	0
732	3
1600	9
101926890	0
115209	231
4070	4393
114803	145
3725	3006
100131060	6
101926925	6
729467	0
55277	84
100616409	0
101926944	0
51361	231
1573	40
127795	0
101926964	0
100996570	3
4774	460
645030	0
414927	2
83941	227
10207	421
100422902	0
100422946	0
54596	138
163782	243
7398	331
85440	312
27329	0
84938	136
199899	1
100996301	3
27022	2
102464823	0
29929	89
23421	57
84455	37
79469	0
5236	557
4919	52
101927034	1
148581	0
57685	125
100616338	0
55225	68
3716	1334
101927084	1
105378775	3
100500854	0
406893	0
205	219
9829	24
54741	832
3953	153
5142	126
101927139	0
84251	116
100422871	0
200132	10
10022	2
79819	72
57708	365
23169	246
400757	0
149233	0
3595	2
26135	2263
1647	295
55970	687
100289178	7
9077	30
79971	391
100302279	0
6121	0
55635	50
101927220	1
57554	3
5301	0
55631	153
9295	1025
81573	264
11147	67
1491	29
101927244	0
5733	161
100132618	8
9406	373
406962	5
100852410	0
257194	292
100852409	0
101927295	0
127255	8
100526835	0
8790	82
51086	0
105378804	0
105378803	0
127254	0
101927320	0
1429	534
127253	173
431707	0
204962	37
34	448
1744	15
5876	285
692085	0
26805	6
26804	3
4438	1
127247	0
101927342	0
256435	16
81849	8
102466995	0
10026	329
26289	173
26009	391
23032	484
374986	286
374987	1
91624	203
8880	766
11080	176
54810	14
149047	0
5737	16
10964	160
10561	168
64123	163
101927412	0
23266	302
101927434	0
101927498	0
101927587	3
101927560	0
79739	9
5567	212
148418	2
391051	0
58511	1
80135	268
2787	454
100505741	5
1486	212
103695366	3
439927	0
117178	156
23566	2
255231	6
55283	13
126820	2
100616481	0
84144	71
148423	131
8915	121
646626	0
23576	257
3491	1397
54680	182
255631	53
57489	158
102465842	0
9635	26
1179	0
22802	6
9629	1
105378828	5
51100	925
9403	1319
9653	355
339524	31
101927844	0
105378832	0
8543	297
100505768	0
101927891	1
5586	329
2959	204
56267	197
494115	167
2635	482
2633	217
2634	640
388646	5
115361	293
115362	68
729930	2
163351	8
400759	9
23507	114
84230	72
400761	3
55144	195
105378846	0
492303	24
284695	180
343472	0
84146	277
164045	0
8317	59
7049	125
676	6
253152	39
646817	3
284697	7
23285	40
388649	1
11146	28
79871	29
2672	15
7813	132
6125	5079
388650	127
6083	0
26782	1
22823	160
50999	447
343099	25
100131564	123
1810	517
54874	872
100126520	0
8412	543
100129046	3
100126348	0
100189133	1
30836	303
2730	285
24	8
9411	364
5825	745
2152	461
101928079	22
100616321	0
126969	92
1266	1839
105378862	3
729970	24
199857	89
101928098	0
148534	46
100527978	0
101928118	2
25950	44
440594	0
100996635	1
102723661	0
101928241	0
58155	87
1806	192
100873932	0
100873933	0
400765	0
100616452	0
406928	0
729987	0
51375	211
163404	2
100129620	0
9890	31
101928270	0
54873	127
391059	47
178	461
23443	393
64645	461
163786	75
54482	74
127495	7
1629	298
100506007	3
8634	237
693138	0
8556	49
54112	21
100128787	0
7412	190
2135	145
148867	211
51611	152
102606465	56
101928334	1
101928370	7
1901	175
104355286	0
118427	0
94236	0
1301	2751
101928436	0
55599	81
280	101
648740	7
279	0
276	0
277	1
278	0
100129138	1
101928476	0
55170	398
22854	4
10451	322
102465839	0
100873946	0
29957	605
148545	300
653149	214
284611	1165
113802	34
55119	435
163479	0
6814	343
254268	3
642864	0
29899	118
23155	302
22911	138
6884	156
56900	365
677766	4
127003	0
57535	1868
6301	1198
1952	676
84722	97
343263	1
6272	861
5686	756
284612	4
127002	72
284613	292
57463	123
83873	0
2773	857
406974	0
2780	5
271	504
2948	272
2946	172
2944	0
2949	13
2947	1652
79574	1
1435	673
10768	1311
85369	367
257	62
104355139	1
164153	4
388662	10
100873974	1
3749	98
440600	0
64783	126
9122	76
10542	509
101410535	9
84432	1
643160	0
440602	0
3744	0
3737	1
3738	47
963	269
55791	133
128338	331
10390	275
79961	458
1117	78
149620	0
27159	2
128344	85
441897	0
5016	52
79084	183
515	1032
128346	112
57413	12
140	73
100129269	7
5906	701
55924	81
100506343	3
101928718	2
11218	183
3752	20
100874295	0
100873995	0
643355	6
55917	193
100422976	0
7482	17
54879	152
829	1225
4343	514
389	3277
333926	87
284467	6
100996702	2
6566	170
246182	1
100506392	9
100996251	4
9860	35
643441	0
260425	535
10745	148
54665	139
100287722	2
26191	23
440603	12
10717	115
64858	98
101928846	0
204851	622
56944	983
148281	3
51592	406
10286	322
163259	8
270	6
4893	607
7812	5475
80143	399
6847	0
7252	0
10100	55
4803	6
81839	516
845	22
4808	0
101928995	0
101928977	0
55356	57
126868	0
476	6290
84852	12
101929023	0
965	65
100616384	0
3321	1037
100302117	0
388667	0
914	65
5738	1448
9398	24
101929099	0
8458	214
100126331	0
80263	212
79679	2184
104355292	0
10905	645
100996263	0
54855	605
54834	115
10885	385
200162	6
6913	101
10352	67
104472716	0
101929147	46
51179	0
100874270	0
3284	0
3283	0
128102	2
644242	10
90874	76
26227	240
3158	3
83998	0
343505	0
11085	0
4853	1938
9554	1211
105378954	3
728841	185
767846	17
100996724	80
101929796	43
101060684	109
100189005	0
101954277	0
653505	0
728855	63
101954264	0
100189257	0
105369199	0
100996721	0
100126488	0
101929798	1
2210	13
100996318	0
337875	0
653820	29
653464	197
100873165	1
647121	4
101929815	0
100189261	0
101954269	0
26863	0
791227	0
105369140	2
388692	1
100189142	0
100189326	0
199882	0
100189356	0
100132417	5
100996713	0
554282	8
100996712	45
101060524	0
730262	0
101954267	1
100189323	0
284565	394
100189127	0
728945	0
105371215	1
1818	0
645166	13
647135	136
728833	15
101929805	2
102724235	34
103091866	75
645142	0
101954266	0
7214	0
100288142	70
100126510	0
101060254	0
101929780	17
653519	146
5174	41
11126	11
27246	455
10623	381
200035	42
10401	958
102466191	0
148741	48
8515	109
8799	710
114814	18
9939	1270
128077	290
84265	237
284615	9
10628	3254
148738	0
100189384	0
100189064	1
100188991	0
100189198	0
101954276	0
101928979	25
100132406	29
388677	142
170688	0
105371242	0
102724558	27
100288805	22
105373468	1
149013	200
728989	3
100189334	0
101447996	0
644861	0
5565	250
171423	364
2330	118
9557	435
100289211	0
607	494
51205	275
2702	169
2703	0
51463	57
100034743	0
100189140	0
26864	0
100189193	0
200030	292
101927468	2
100189056	0
100189307	0
100189174	0
100188998	0
100847044	1
101954273	2
102466225	0
26860	0
100132057	13
101954272	0
388685	96
644591	0
25832	190
100996763	66
440672	1
9659	562
400818	235
653513	9
100996761	1
101060226	181
653598	0
57234	230
644634	0
100189228	0
102723955	3
100189059	0
440689	8
2209	77
101927767	5
653604	0
8370	3
105371405	6
126961	1
8337	18
337873	3
723790	6
333932	0
554313	15
8349	138
8338	20
317772	0
51027	285
9900	159
10262	1505
10903	306
56957	554
105373477	0
11311	541
51177	399
81611	821
23632	19
51107	3416
79630	51
148523	72
54460	754
9129	494
23248	626
80222	701
102465529	0
1893	700
100874054	0
54507	282
105371437	3
100422997	0
574406	1
4170	7094
2029	2625
55204	563
84072	0
1520	531
1513	3143
405	721
9869	629
29956	4675
8416	343
55793	313
58497	521
149428	193
54964	232
56882	1594
10962	68
126626	52
10500	263
100534012	0
79626	48
388695	192
79005	9
29765	4
6944	923
8394	736
5710	1816
57592	957
5298	1335
5993	604
8991	2474
5692	3168
23126	1196
57530	1417
7286	592
693139	0
81609	581
11189	31
284485	3
65005	679
51686	50
11022	277
339398	44
6097	677
100191040	43
100132111	31
284486	66
117145	283
6281	1633
441908	1
6282	3930
100131107	0
126637	0
7062	3
126638	0
388697	0
2312	26
339400	17
388698	0
49860	0
254910	0
54544	2
353145	0
84648	0
353144	0
353143	0
353142	0
353141	0
353140	0
26239	0
353139	0
199834	0
100129271	0
448834	0
353137	0
353135	0
353134	0
353133	1
353132	0
353131	0
448835	0
4184	0
3713	2
163778	0
6698	7
6707	9
6699	1
6703	0
6700	1
6701	0
6704	0
6705	0
6702	0
6706	0
101928009	0
149018	0
574414	0
4014	10
114771	0
57115	0
6280	59
6283	0
6279	20
338324	2
645922	1
6278	4
6277	4025
6276	2
6275	658
101928034	2
6274	7
6273	73
140576	3538
57402	2280
6284	1055
6271	53
26097	1000
23557	604
3608	1731
100189015	0
4881	90
102466879	0
65123	11
11000	3
343052	0
105371448	0
57459	8
9909	1012
200186	716
27173	1921
102465441	0
148327	1188
10899	2128
5872	1628
6232	3614
91181	3
100847024	0
7170	3344
100126346	0
388701	0
25912	2808
9898	1927
10456	1060
89872	0
57198	851
3570	291
126669	82
126668	10
55585	1102
100874097	2
1141	18
103	5945
3782	39
10654	1171
57326	2385
90780	1135
101928120	18
6464	2541
1163	412
100423020	0
80308	701
55891	0
51043	1321
127579	84
149095	25
100505666	19
8751	2032
1945	160
1944	80
1942	718
55974	1368
54344	307
200185	1105
80128	143
4582	7707
693235	0
7059	836
4580	329
2630	17
2629	52
10712	0
10067	0
1196	2
57657	0
5313	0
2224	1016
284618	14
23623	959
55870	966
693140	0
645682	0
645676	9
55154	272
55249	915
7818	1221
100129405	38
54856	508
23208	174
6016	371
22889	448
677823	0
677771	0
339403	0
9181	673
102465442	0
105371729	0
6746	2247
56893	1266
28956	1068
57111	1112
92312	174
4000	8481
64218	281
9673	695
11243	305
100527963	0
632	1
79957	61
23381	1431
84283	170
112770	717
391104	2
7203	5558
128229	11
57127	1
10485	4
407046	0
4209	1701
128239	407
164118	6
128240	1955
54865	341
101928177	0
60484	32
63827	121
10763	727
1382	16768
81875	680
51093	868
79590	1210
3068	2892
5546	1293
9047	10
4914	7
3645	7
375033	201
149499	1
9826	1054
768220	1
440695	0
2117	626
360155	0
83416	15
83417	1
115352	10
79368	4
115350	1
922	0
55243	863
646268	0
912	26
909	3
911	21
910	2
913	18
128360	0
391107	0
391109	0
343406	0
391112	0
128366	0
128367	0
128368	0
6708	0
81448	0
391114	0
128371	0
128372	0
81442	0
4332	73
149628	7
3428	495
9447	4
100189166	0
57863	23
100131825	1
2532	74
2205	20
441911	0
26476	0
127385	0
325	0
1401	1
54935	804
343413	14
56833	63
284677	10
391123	20
25790	55
100422852	0
8407	11812
57549	650
89886	0
100505633	3
93183	429
3766	1
3765	0
93185	1551
477	35
480	3
844	0
729867	7
8682	2603
50717	1562
5824	1031
4807	2
1314	3592
474338	2
23385	1997
57216	733
114836	17
8832	136
6504	13
962	79
57823	94
4063	19
51744	7
55600	0
101928372	0
142683	0
50848	1961
100131187	998
7391	569
257106	426
81607	1275
126823	339
5202	574
4817	539
9191	419
51506	1028
27005	627
5498	263
8703	850
9507	240
4720	1832
2207	241
336	0
84134	202
100847090	0
9970	26
654790	8
4359	12
6391	1789
257177	157
100189373	0
100189407	1
100189402	0
100188997	0
100189412	0
100189394	0
100189366	0
100189091	0
100189260	0
100189235	0
100189009	0
100189252	0
100189385	0
100189141	0
100189290	0
100189316	0
100189230	0
100189259	0
100189188	0
100189134	0
100189364	0
100189160	0
100189017	0
100189039	0
100189120	0
100189139	0
100189274	0
2212	368
100189380	0
3310	48
100189018	0
100189011	3
100189126	0
2214	510
9103	11
3311	114
100189003	0
2215	5
2213	48
641311	0
84824	6
127943	6
11266	186
102724329	0
22926	1134
25903	1713
9722	96
100616386	0
693141	0
284680	6
400793	381
117157	1
127933	1745
6675	553
4921	658
51478	226
339512	0
5999	155
8490	1444
101928404	0
83540	97
100422212	0
5087	3724
100505795	0
4009	3
6258	3
400794	2
440699	0
4259	2694
223	2309
440700	0
54499	1994
100147773	12
7371	885
100500832	0
149297	32
100126349	0
116123	2
57645	1049
117143	186
387597	12
84944	1
10223	7
92235	3
101928484	0
5451	301
919	38
8804	1185
92241	176
100189211	0
100189019	0
9019	1887
55811	13
25874	1169
55827	1144
100313835	0
23432	197
261726	688
375035	30
84832	42
9095	40
693142	0
100505918	0
101928565	0
6846	0
6375	2
1805	485
79100	0
101978719	1
101928596	68
481	3215
29922	119
8548	269
57821	3
10560	409
2153	13
6403	42
6402	44
6401	20
92342	98
55732	119
57147	247
22920	792
149281	7
100423010	0
100422839	0
284688	0
101928650	8
92344	115
5396	1105
80133	0
2328	14
100302178	0
100847009	0
388714	0
2327	154
2326	180
2329	69
7151	1
23215	1353
4653	0
8674	252
51603	632
26052	67
100874284	0
100628315	198
406996	0
100422882	0
406977	0
102724541	1
92346	0
5279	461
51430	831
356	6
8995	1
7292	84
100506023	9
101928673	6
9588	1909
284525	0
730159	0
339416	8
27252	265
91687	83
55157	344
100506046	6
60674	740
26769	2
26802	7
26774	17
26770	1
692198	0
26806	1
692197	2
692196	3
692195	0
619498	18
84614	40
462	1
149041	355
102724601	0
9910	412
9293	0
101928696	0
27101	1136
63931	482
63923	385
9674	4674
7143	4
101928727	0
101928751	0
64326	489
677679	0
60676	17
460	10
574441	0
57795	4
102724661	1
101928778	0
89866	226
730102	105
100302401	8
9462	318
400797	0
84066	0
105373472	2
400798	6
100616328	0
55103	413
9068	11
9917	1035
64222	535
27	508
6646	303
126859	0
7827	0
163589	118
148753	1
163590	920
26092	1115
9857	390
5768	3046
200058	632
89884	8
100527964	51
84320	431
100423032	0
148756	0
9213	803
57710	64
10228	774
3140	524
51278	1090
101928973	2
100287948	0
777	7
127665	5
400799	0
2752	5946
127670	1
388719	0
353299	0
6041	279
6004	208
284648	3
85397	1
80896	79
1660	1712
81626	0
3915	1793
3918	577
23057	16
284649	9
9887	1225
4688	109
10092	2697
23179	232
403314	0
23127	11
116461	429
102724846	0
81563	1116
80267	786
116496	336
101929069	2
6045	325
81627	275
54823	104
10625	1001
100288079	0
101929093	0
83872	338
10216	11
7175	1093
54953	306
10896	2
102724919	5
5132	0
5743	3
103752588	0
5321	6
104169671	0
101929766	0
339479	0
101929120	0
440704	0
64407	9
431704	0
5996	233
6003	5
100616345	9
5997	122
102724954	0
51377	486
6738	282
51022	99
79577	655
100302163	0
8707	2
101929184	0
343450	2
100616363	0
3075	485
10878	1
3078	0
10877	1
3080	0
81494	0
2165	3
259266	88
360023	420
23418	11
163486	152
388722	16
56956	0
140609	693
127124	0
5788	232
100131234	0
406955	0
406995	0
102800316	0
104266961	0
400800	0
2494	22
554279	2
23528	881
9928	78
83479	299
101929224	1
23271	486
2848	4
55765	77
23046	111
779	0
647219	0
252839	2451
91156	13
5317	270
7139	118
3898	654
7135	21
23612	1411
1465	3261
376693	67
89796	852
100873949	4
100847050	0
100302158	0
55705	1302
102466724	0
149345	371
25802	495
10440	860
6051	2135
102465443	0
1999	1850
9283	1
127829	957
5778	68
148713	0
59352	209
29089	224
4660	496
127833	7
10765	1196
100506696	43
641515	3
148709	2
5877	294
59349	744
51094	2185
51706	1641
100506747	0
92703	1073
8497	35
4656	0
134	113
4608	0
1116	220
1118	7
100506775	4
730227	0
7832	1578
2331	1780
5549	1183
26254	0
493	1424
677843	1
84719	0
54900	24
9877	1924
100381270	124
6635	582
284573	1
9580	919
55224	1393
101929441	5
5972	1
3814	10
127845	91
22874	1719
127841	2
84919	849
5287	527
100189122	0
100189425	0
4194	399
10446	712
23114	778
6900	3
388730	30
5929	538
25778	548
9911	36
81788	142
55220	28
284576	0
93273	1
101669762	6
105371697	0
442891	0
100189098	0
5129	347
284578	0
148808	11
2005	503
85414	155
64710	4616
8934	341
254428	406
148811	0
284581	0
115019	0
103021296	0
103021295	0
338382	44
1510	1
440712	26
553	0
729533	18
23380	617
9641	73
102466202	0
83593	182
1939	478
8444	79
9261	2057
3586	4
29949	0
50604	15
11009	4
9214	174
5284	28
83953	0
79098	96
5208	297
55432	117
725	7
722	2
1604	1156
1380	3
1378	8
1379	0
4179	3346
407026	18
407025	8
148696	2
947	437
105372883	6
5362	226
642587	98
406988	3
57172	2
3914	705
100422894	0
50486	38
3290	13
80342	89
148304	44
3664	854
27042	341
255928	0
574036	32
56256	214
105373474	8
55733	321
3756	14
55758	583
7188	247
84791	97
343035	7
7779	238
4751	148
9926	1120
102723727	0
25896	320
51514	152
100131205	6
100422947	0
101929541	0
5525	746
692157	0
55248	113
29937	968
101929565	0
467	186
149647	1
55509	35
25936	343
128387	167
149643	0
642946	19
28982	223
79805	37
90806	446
26750	273
100505832	3
100861504	0
5629	10
105372911	0
56950	553
5784	339
1063	519
3776	258
101929612	0
51133	2636
7399	0
102723833	0
2104	378
55105	204
128153	39
103752555	0
100885798	0
101929631	0
51018	268
728463	0
7042	41
103611157	0
643723	8
127018	219
102723886	4
55532	0
2058	1500
10380	542
55699	2203
406997	0
406969	0
25782	640
100302234	0
677818	0
6791	4
4139	68
79762	258
54996	200
64757	94
101929730	1
100873924	0
105373280	1
3142	89
400804	0
11221	458
101929771	0
100189378	0
79802	3
9015	58
100506161	34
375056	843
64853	468
148362	745
400823	5
84976	167
7100	125
55061	846
164127	4
388743	302
824	1865
7159	365
105369195	204
441124	10
23219	483
8560	582
101927143	3
101927164	1
4931	198
100313769	1
29097	306
80232	2037
100616468	0
149111	86
127602	85
3930	243
55740	2532
6726	2390
2052	1262
9725	757
10637	14
29920	1020
102466270	0
7044	19
163859	381
3020	5055
64746	1063
83881	0
286826	54
142	2768
375057	54
3707	726
100506443	0
5664	454
56997	539
105379282	6
8476	1119
339500	94
100130093	54
65094	172
116841	739
105373289	5
339501	1
7483	416
100847072	0
101060022	3
89780	1
100506571	0
375	9863
100500810	0
79169	606
128308	454
2987	3073
57165	38
574432	1
200205	201
574407	26
84033	858
101927401	22
81559	1161
102465444	0
51127	499
8290	0
92815	123
128312	7
100616308	0
149603	2746
100129094	4
100169751	0
100169753	0
100169754	0
100169755	0
100169756	0
100169757	0
100169758	0
100169759	0
100169760	0
100169761	0
100169762	0
100169763	0
100169764	0
100169765	0
100169766	0
100169767	0
58480	123
574029	1
100169768	0
105373132	1
5867	710
10638	0
126731	139
58	11
55746	796
101927478	0
23456	293
27097	374
9816	276
101927532	0
